aux(suggesting-8, Is-1)
nsubj(end-4, Afrikaner-2)
aux(end-4, must-3)
root(ROOT-0, end-4)
poss(reliance-6, his-5)
dobj(end-4, reliance-6)
prep(reliance-6, on-7)
dep(on-7, others-8)
punct(end-4, .-9)
punct(end-4, ''-10)

prep(discovered-12, In-1)
poss(quest-3, their-2)
pobj(In-1, quest-3)
aux(apartheid-6, to-4)
dep(apartheid-6, perfect-5)
vmod(quest-3, apartheid-6)
punct(discovered-12, ,-7)
det(Workers-10, the-8)
nn(Workers-10, Orange-9)
nsubj(discovered-12, Workers-10)
aux(discovered-12, have-11)
root(ROOT-0, discovered-12)
det(truth-14, a-13)
dobj(discovered-12, truth-14)
mark(tries-22, that-15)
nsubj(tries-22, most-16)
prep(most-16, of-17)
amod(Africa-21, privileged-18)
amod(Africa-21, white-19)
nn(Africa-21, South-20)
pobj(of-17, Africa-21)
dep(truth-14, tries-22)
advmod(tries-22, mightily-23)
aux(deny-25, to-24)
xcomp(tries-22, deny-25)
punct(truth-14, :-26)
det(master-28, The-27)
nsubj(become-31, master-28)
aux(become-31, ca-29)
neg(become-31, n't-30)
dep(truth-14, become-31)
acomp(become-31, dependent-32)
prep(dependent-32, on-33)
det(slave-35, the-34)
pobj(on-33, slave-35)
cc(become-31, and-36)
conj(become-31, expect-37)
aux(remain-39, to-38)
xcomp(expect-37, remain-39)
dep(remain-39, master-40)
advmod(remain-39, forever-41)
punct(discovered-12, .-42)

punct(says-46, ``-1)
mark(means-4, If-2)
dep(means-4, apartheid-3)
advcl(contradictions-37, means-4)
dep(want-6, you-5)
dep(means-4, want-6)
amod(labor-9, cheap-7)
amod(labor-9, black-8)
dobj(want-6, labor-9)
cc(labor-9, and-10)
predet(comforts-13, all-11)
det(comforts-13, the-12)
conj(labor-9, comforts-13)
dep(go-15, that-14)
dep(comforts-13, go-15)
prep(go-15, with-16)
dep(with-16, it-17)
punct(want-6, ,-18)
cc(want-6, but-19)
dep(want-22, you-20)
advmod(want-22, also-21)
conj(want-6, want-22)
aux(exclude-24, to-23)
xcomp(want-22, exclude-24)
det(blacks-26, the-25)
dobj(exclude-24, blacks-26)
prep(exclude-24, from-27)
amod(integration-31, social-28)
cc(social-28, and-29)
conj(social-28, political-30)
pobj(from-27, integration-31)
punct(contradictions-37, ,-32)
advmod(contradictions-37, then-33)
dep(contradictions-37, these-34)
cop(contradictions-37, are-35)
num(contradictions-37, two-36)
ccomp(says-46, contradictions-37)
dep(go-41, that-38)
aux(go-41, ca-39)
neg(go-41, n't-40)
dep(contradictions-37, go-41)
dep(go-41, on-42)
advmod(go-41, forever-43)
punct(says-46, ,-44)
punct(says-46, ''-45)
root(ROOT-0, says-46)
nn(Verwoerd-48, Mr.-47)
nsubj(says-46, Verwoerd-48)
punct(says-46, .-49)

dep(sitting-3, He-1)
aux(sitting-3, is-2)
root(ROOT-0, sitting-3)
prep(sitting-3, in-4)
poss(room-7, his-5)
amod(room-7, living-6)
pobj(in-4, room-7)
punct(sitting-3, ,-8)
prep(sitting-3, beneath-9)
det(portrait-12, a-10)
amod(portrait-12, huge-11)
pobj(beneath-9, portrait-12)
prep(portrait-12, of-13)
poss(father-16, his-14)
amod(father-16, late-15)
pobj(of-13, father-16)
punct(father-16, ,-17)
nn(Verwoerd-20, Hendrik-18)
nn(Verwoerd-20, F.-19)
appos(father-16, Verwoerd-20)
punct(father-16, ,-21)
poss(architect-24, apartheid-22)
possessive(apartheid-22, 's-23)
appos(father-16, architect-24)
cc(architect-24, and-25)
amod(minister-29, South-26)
amod(minister-29, African-27)
amod(minister-29, prime-28)
conj(architect-24, minister-29)
prep(minister-29, from-30)
dep(from-30, 1958-31)
prep(from-30, to-32)
dep(to-32, 1966-33)
punct(sitting-3, .-34)

advmod(went-8, Somewhere-1)
punct(sighs-5, ,-2)
det(son-4, the-3)
nsubj(sighs-5, son-4)
dep(went-8, sighs-5)
punct(sighs-5, ,-6)
dep(went-8, things-7)
root(ROOT-0, went-8)
advmod(wrong-10, terribly-9)
acomp(went-8, wrong-10)
prep(went-8, with-11)
dep(with-11, apartheid-12)
punct(went-8, ;-13)
dep(rely-18, today-14)
punct(rely-18, ,-15)
dep(rely-18, whites-16)
advmod(rely-18, even-17)
parataxis(went-8, rely-18)
prep(rely-18, on-19)
dep(on-19, blacks-20)
aux(police-22, to-21)
xcomp(rely-18, police-22)
poss(separation-24, their-23)
dobj(police-22, separation-24)
punct(went-8, .-25)

punct(took-3, ``-1)
dep(took-3, People-2)
root(ROOT-0, took-3)
amod(development-5, separate-4)
dobj(took-3, development-5)
prep(took-3, as-6)
det(opportunity-8, an-7)
pobj(as-6, opportunity-8)
aux(use-10, to-9)
vmod(opportunity-8, use-10)
amod(labor-12, black-11)
dobj(use-10, labor-12)
prep(use-10, without-13)
advmod(getting-15, ever-14)
pcomp(without-13, getting-15)
acomp(getting-15, rid-16)
prep(rid-16, of-17)
dep(of-17, it-18)
punct(took-3, .-19)

cc(meant-4, But-1)
poss(father-3, my-2)
nsubj(meant-4, father-3)
ccomp(says-12, meant-4)
dep(mean-7, it-5)
aux(mean-7, to-6)
xcomp(meant-4, mean-7)
amod(separation-9, real-8)
dobj(mean-7, separation-9)
punct(says-12, ,-10)
punct(says-12, ''-11)
root(ROOT-0, says-12)
det(son-14, the-13)
nsubj(says-12, son-14)
punct(says-12, .-15)

det(Workers-3, The-1)
nn(Workers-3, Orange-2)
nsubj(speak-4, Workers-3)
root(ROOT-0, speak-4)
advmod(speak-4, sincerely-5)
punct(speak-4, .-6)

punct(says-19, ``-1)
dep(agree-3, We-2)
ccomp(says-19, agree-3)
prep(agree-3, with-4)
nn(opinion-6, world-5)
pobj(with-4, opinion-6)
mark(wrong-16, that-7)
det(quo-10, the-8)
nn(quo-10, status-9)
nsubj(wrong-16, quo-10)
prep(quo-10, in-11)
nn(Africa-13, South-12)
pobj(in-11, Africa-13)
cop(wrong-16, is-14)
advmod(wrong-16, morally-15)
ccomp(opinion-6, wrong-16)
punct(says-19, ,-17)
punct(says-19, ''-18)
root(ROOT-0, says-19)
nn(Bruwer-21, Pieter-20)
nsubj(says-19, Bruwer-21)
punct(Bruwer-21, ,-22)
det(Workers-25, the-23)
nn(Workers-25, Orange-24)
poss(scribe-28, Workers-25)
possessive(Workers-25, '-26)
nn(scribe-28, chief-27)
appos(Bruwer-21, scribe-28)
cc(scribe-28, and-29)
conj(scribe-28, pamphleteer-30)
punct(says-19, .-31)

punct(integrate-5, ``-1)
dep(integrate-5, We-2)
aux(integrate-5, must-3)
advmod(integrate-5, either-4)
root(ROOT-0, integrate-5)
advmod(integrate-5, honestly-6)
cc(integrate-5, or-7)
conj(integrate-5, segregate-8)
advmod(segregate-8, honestly-9)
punct(integrate-5, .-10)
punct(integrate-5, ''-11)

dep(domain-7, Morgenzon-1)
aux(domain-7, has-2)
advmod(domain-7, long-3)
cop(domain-7, been-4)
det(domain-7, a-5)
amod(domain-7, special-6)
root(ROOT-0, domain-7)
prep(domain-7, of-8)
dep(of-8, Afrikanerdom-9)
punct(domain-7, .-10)

prep(people-13, According-1)
pcomp(According-1, to-2)
nn(Verwoerd-4, Mr.-3)
pobj(to-2, Verwoerd-4)
punct(people-13, ,-5)
det(pioneers-9, the-6)
amod(pioneers-9, early-7)
amod(pioneers-9, Afrikaner-8)
nsubj(people-13, pioneers-9)
cop(people-13, were-10)
det(people-13, the-11)
amod(people-13, first-12)
root(ROOT-0, people-13)
aux(settle-15, to-14)
vmod(people-13, settle-15)
prep(settle-15, in-16)
det(Transvaal-19, the-17)
amod(Transvaal-19, eastern-18)
pobj(in-16, Transvaal-19)
punct(settle-15, ,-20)
advmod(before-22, even-21)
prep(settle-15, before-22)
det(blacks-24, the-23)
pobj(before-22, blacks-24)
punct(people-13, .-25)

advmod(stipulated-16, Then-1)
punct(stipulated-16, ,-2)
advmod(incorporated-6, when-3)
dep(incorporated-6, Morgenzon-4)
auxpass(incorporated-6, was-5)
advcl(stipulated-16, incorporated-6)
prep(incorporated-6, in-7)
dep(in-7, 1908-8)
punct(stipulated-16, ,-9)
det(farmer-11, the-10)
nsubj(stipulated-16, farmer-11)
dep(owned-13, who-12)
dep(farmer-11, owned-13)
det(land-15, the-14)
dobj(owned-13, land-15)
root(ROOT-0, stipulated-16)
mark(reside-21, that-17)
amod(whites-19, only-18)
nsubj(reside-21, whites-19)
aux(reside-21, could-20)
ccomp(stipulated-16, reside-21)
prep(reside-21, in-22)
dep(in-22, town-23)
punct(reside-21, ;-24)
dep(work-27, blacks-25)
aux(work-27, could-26)
conj(reside-21, work-27)
advmod(work-27, there-28)
punct(reside-21, ,-29)
cc(reside-21, but-30)
dep(had-32, they-31)
conj(reside-21, had-32)
aux(leave-34, to-33)
xcomp(had-32, leave-34)
prep(leave-34, at-35)
dep(at-35, night-36)
punct(stipulated-16, .-37)

dep(town-6, Today-1)
punct(town-6, ,-2)
dep(town-6, Morgenzon-3)
cop(town-6, is-4)
det(town-6, a-5)
root(ROOT-0, town-6)
prep(town-6, of-7)
num(whites-9, 800-8)
pobj(of-7, whites-9)
cc(whites-9, and-10)
num(roads-13, two-11)
amod(roads-13, paved-12)
conj(whites-9, roads-13)
punct(town-6, .-14)

dep(push-2, Weeds-1)
root(ROOT-0, push-2)
dep(push-2, up-3)
prep(push-2, through-4)
det(cracks-6, the-5)
pobj(through-4, cracks-6)
prep(cracks-6, in-7)
det(sidewalks-9, the-8)
pobj(in-7, sidewalks-9)
punct(push-2, ,-10)
cc(push-2, and-11)
amod(houses-13, many-12)
nsubj(are-16, houses-13)
cc(houses-13, and-14)
conj(houses-13, storefronts-15)
conj(push-2, are-16)
dep(are-16, empty-17)
punct(push-2, .-18)

dep(are-2, There-1)
root(ROOT-0, are-2)
amod(factories-4, few-3)
dep(are-2, factories-4)
cc(factories-4, and-5)
neg(mines-7, no-6)
conj(factories-4, mines-7)
punct(are-2, .-8)

nsubj(place-5, It-1)
cop(place-5, was-2)
det(place-5, an-3)
amod(place-5, ideal-4)
root(ROOT-0, place-5)
mark(start-11, for-6)
det(Workers-9, the-7)
nn(Workers-9, Orange-8)
nsubj(start-11, Workers-9)
aux(start-11, to-10)
advcl(place-5, start-11)
poss(nation-14, their-12)
amod(nation-14, new-13)
dobj(start-11, nation-14)
punct(start-11, ,-15)
dep(start-11, unencumbered-16)
prep(unencumbered-16, by-17)
det(demographics-19, the-18)
pobj(by-17, demographics-19)
dep(undermined-22, that-20)
aux(undermined-22, have-21)
dep(demographics-19, undermined-22)
dep(undermined-22, apartheid-23)
advmod(undermined-22, elsewhere-24)
prep(elsewhere-24, in-25)
nn(Africa-27, South-26)
pobj(in-25, Africa-27)
punct(place-5, .-28)

advmod(moved-9, So-1)
advmod(So-1, far-2)
punct(moved-9, ,-3)
quantmod(150-5, about-4)
num(Workers-7, 150-5)
nn(Workers-7, Orange-6)
nsubj(moved-9, Workers-7)
aux(moved-9, have-8)
root(ROOT-0, moved-9)
advmod(moved-9, here-10)
punct(moved-9, ,-11)
xcomp(moved-9, spending-12)
quantmod($-14, nearly-13)
dobj(spending-12, $-14)
number(million-16, 1-15)
num($-14, million-16)
dep(spending-12, buying-17)
dep(buying-17, up-18)
dep(buying-17, property-19)
prep(spending-12, over-20)
det(years-24, the-21)
amod(years-24, past-22)
num(years-24, three-23)
pobj(over-20, years-24)
punct(moved-9, .-25)

advmod(remains-7, Still-1)
punct(remains-7, ,-2)
amod(segregation-6, complete-3)
cc(complete-3, and-4)
conj(complete-3, total-5)
nsubj(remains-7, segregation-6)
root(ROOT-0, remains-7)
dep(remains-7, elusive-8)
punct(remains-7, .-9)

advmod(beyond-2, Just-1)
prep(is-6, beyond-2)
det(limits-5, the-3)
nn(limits-5, city-4)
pobj(beyond-2, limits-5)
root(ROOT-0, is-6)
det(shantytown-8, a-7)
nsubj(is-6, shantytown-8)
prep(shantytown-8, of-9)
num(blacks-11, 2,000-10)
pobj(of-9, blacks-11)
dep(employed-14, who-12)
auxpass(employed-14, are-13)
dep(blacks-11, employed-14)
prep(employed-14, throughout-15)
det(area-17, the-16)
pobj(throughout-15, area-17)
punct(is-6, .-18)

prep(are-16, Despite-1)
det(Workers-4, the-2)
nn(Workers-4, Orange-3)
poss(intention-6, Workers-4)
possessive(Workers-4, '-5)
pobj(Despite-1, intention-6)
aux(put-8, to-7)
vmod(intention-6, put-8)
dobj(put-8, them-9)
det(them-9, all-10)
prep(put-8, out-11)
pcomp(out-11, of-12)
dep(of-12, work-13)
punct(are-16, ,-14)
dep(are-16, they-15)
root(ROOT-0, are-16)
prep(are-16, in-17)
neg(hurry-19, no-18)
pobj(in-17, hurry-19)
vmod(hurry-19, to-20)
dep(to-20, leave-21)
punct(are-16, .-22)

det(man-3, A-1)
amod(man-3, young-2)
nsubj(points-31, man-3)
vmod(man-3, called-4)
dep(called-4, July-5)
punct('s-8, -LRB--6)
dep('s-8, that-7)
dep(July-5, 's-8)
advmod(born-12, when-9)
dep(born-12, he-10)
auxpass(born-12, was-11)
ccomp('s-8, born-12)
punct('s-8, -RRB--13)
punct(man-3, ,-14)
dep(works-16, who-15)
dep(man-3, works-16)
prep(works-16, at-17)
det(station-20, the-18)
nn(station-20, railroad-19)
pobj(at-17, station-20)
advmod(up-22, just-21)
prep(station-20, up-22)
det(street-24, the-23)
pobj(up-22, street-24)
prep(up-22, from-25)
det(office-29, the-26)
nn(office-29, Orange-27)
nn(office-29, Workers-28)
pobj(from-25, office-29)
punct(man-3, ,-30)
root(ROOT-0, points-31)
prep(points-31, at-32)
det(building-35, the-33)
amod(building-35, whitewalled-34)
pobj(at-32, building-35)
cc(points-31, and-36)
conj(points-31, says-37)
advmod(says-37, matter-of-factly-38)
punct(says-37, ,-39)
punct(says-37, ``-40)
dep(allowed-44, We-41)
auxpass(allowed-44, 're-42)
neg(allowed-44, not-43)
dep(says-37, allowed-44)
prep(allowed-44, in-45)
dep(in-45, there-46)
punct(allowed-44, ,-47)
dep(all-50, that-48)
cop(all-50, 's-49)
parataxis(allowed-44, all-50)
dep(know-52, I-51)
dep(all-50, know-52)
punct(points-31, .-53)
punct(points-31, ''-54)

det(whites-4, The-1)
amod(whites-4, 650-or-so-2)
amod(whites-4, local-3)
nsubjpass(troubled-12, whites-4)
dep(Workers-9, who-5)
cop(Workers-9, are-6)
neg(Workers-9, n't-7)
nn(Workers-9, Orange-8)
dep(whites-4, Workers-9)
auxpass(troubled-12, are-10)
advmod(troubled-12, more-11)
root(ROOT-0, troubled-12)
punct(troubled-12, .-13)

ccomp(conceive-10, Try-1)
mark(might-4, as-2)
dep(might-4, they-3)
advcl(Try-1, might-4)
punct(conceive-10, ,-5)
dep(conceive-10, they-6)
advmod(conceive-10, just-7)
aux(conceive-10, ca-8)
neg(conceive-10, n't-9)
root(ROOT-0, conceive-10)
prep(conceive-10, of-11)
pobj(of-11, life-12)
prep(life-12, without-13)
amod(workers-15, black-14)
pobj(without-13, workers-15)
punct(conceive-10, .-16)

punct(say-7, ``-1)
amod(impossible-4, Impossible-2)
punct(impossible-4, ,-3)
dep(say-7, impossible-4)
punct(say-7, ,-5)
punct(say-7, ''-6)
root(ROOT-0, say-7)
det(Conradies-9, the-8)
nsubj(say-7, Conradies-9)
punct(Conradies-9, ,-10)
det(couple-13, an-11)
amod(couple-13, elderly-12)
appos(Conradies-9, couple-13)
dep(run-16, who-14)
aux(run-16, have-15)
dep(couple-13, run-16)
det(store-19, the-17)
amod(store-19, general-18)
dobj(run-16, store-19)
prep(run-16, for-20)
dep(for-20, decades-21)
punct(say-7, .-22)

punct(says-11, ``-1)
dep(do-5, We-2)
aux(do-5, ca-3)
neg(do-5, n't-4)
ccomp(says-11, do-5)
prep(do-5, without-6)
poss(help-8, their-7)
pobj(without-6, help-8)
punct(says-11, ,-9)
punct(says-11, ''-10)
root(ROOT-0, says-11)
nn(Conradie-13, Mrs.-12)
nsubj(says-11, Conradie-13)
punct(says-11, .-14)

punct(Oh-2, ``-1)
root(ROOT-0, Oh-2)
dep(Oh-2, no-3)
punct(Oh-2, .-4)

dep(need-2, We-1)
root(ROOT-0, need-2)
dep(need-2, them-3)
cc(need-2, and-4)
dep(thank-6, I-5)
conj(need-2, thank-6)
dep(thank-6, God-7)
prep(thank-6, for-8)
dep(for-8, them-9)
punct(need-2, .-10)
punct(need-2, ''-11)

prep(worries-19, Over-1)
pcomp(Over-1, at-2)
det(station-5, the-3)
nn(station-5, Shell-4)
pobj(at-2, station-5)
punct(worries-19, ,-6)
nn(Dyk-10, owner-7)
nn(Dyk-10, Rudi-8)
nn(Dyk-10, van-9)
nsubj(worries-19, Dyk-10)
punct(Dyk-10, ,-11)
dep(doubles-13, who-12)
dep(Dyk-10, doubles-13)
prep(doubles-13, as-14)
poss(mayor-17, Morgenzon-15)
possessive(Morgenzon-15, 's-16)
pobj(as-14, mayor-17)
punct(Dyk-10, ,-18)
root(ROOT-0, worries-19)
mark(made-25, that-20)
det(Workers-23, the-21)
nn(Workers-23, Orange-22)
nsubj(made-25, Workers-23)
aux(made-25, have-24)
ccomp(worries-19, made-25)
poss(town-27, his-26)
nsubj(laughingstock-29, town-27)
det(laughingstock-29, the-28)
xcomp(made-25, laughingstock-29)
prep(laughingstock-29, of-30)
det(nation-32, the-31)
pobj(of-30, nation-32)
punct(worries-19, .-33)

punct(says-15, ``-1)
dep(want-4, What-2)
dep(want-4, they-3)
csubj(is-9, want-4)
dep(do-7, us-5)
aux(do-7, to-6)
xcomp(want-4, do-7)
advmod(is-9, just-8)
ccomp(says-15, is-9)
neg(is-9, n't-10)
dep(is-9, practical-11)
punct(says-15, ,-12)
punct(says-15, ''-13)
dep(says-15, he-14)
root(ROOT-0, says-15)
punct(says-15, ,-16)
xcomp(says-15, noting-17)
mark(employs-20, that-18)
dep(employs-20, he-19)
ccomp(noting-17, employs-20)
num(blacks-22, 16-21)
dobj(employs-20, blacks-22)
punct(says-15, .-23)

punct(afford-5, ``-1)
dep(afford-5, I-2)
aux(afford-5, could-3)
neg(afford-5, n't-4)
root(ROOT-0, afford-5)
aux(hire-7, to-6)
xcomp(afford-5, hire-7)
num(whites-9, 16-8)
dobj(hire-7, whites-9)
punct(afford-5, .-10)

det(Afrikaners-3, The-1)
amod(Afrikaners-3, only-2)
nsubj(know-15, Afrikaners-3)
dep(willing-7, who-4)
aux(willing-7, would-5)
cop(willing-7, be-6)
dep(Afrikaners-3, willing-7)
aux(work-9, to-8)
xcomp(willing-7, work-9)
prep(work-9, for-10)
det(salary-12, this-11)
pobj(for-10, salary-12)
aux(know-15, would-13)
neg(know-15, n't-14)
root(ROOT-0, know-15)
advmod(handle-18, how-16)
aux(handle-18, to-17)
ccomp(know-15, handle-18)
dep(handle-18, money-19)
punct(know-15, .-20)
punct(know-15, ''-21)

advmod(peers-9, Back-1)
prep(Back-1, at-2)
det(house-5, the-3)
nn(house-5, Verwoerd-4)
pobj(at-2, house-5)
punct(peers-9, ,-6)
nn(Sr.-8, Hendrik-7)
nsubj(peers-9, Sr.-8)
root(ROOT-0, peers-9)
dep(peers-9, down-10)
prep(peers-9, over-11)
det(shoulder-13, the-12)
pobj(over-11, shoulder-13)
prep(shoulder-13, of-14)
nn(Jr-16, Hendrik-15)
pobj(of-14, Jr-16)
punct(peers-9, .-17)

det(son-2, The-1)
nsubj(believes-3, son-2)
root(ROOT-0, believes-3)
mark(will-25, that-4)
advmod(realize-9, when-5)
det(Afrikaners-7, the-6)
nsubj(realize-9, Afrikaners-7)
advmod(realize-9, finally-8)
dep(will-25, realize-9)
dep(is-11, there-10)
ccomp(realize-9, is-11)
dep(is-11, no-12)
dep(no-12, turning-13)
advmod(turning-13, back-14)
det(integration-16, the-15)
dobj(turning-13, integration-16)
prep(integration-16, of-17)
amod(African-19, South-18)
amod(society-20, African-19)
pobj(of-17, society-20)
cc(society-20, and-21)
conj(society-20, politics-22)
punct(will-25, ,-23)
dep(will-25, Morgenzon-24)
ccomp(believes-3, will-25)
dep(will-25, boom-26)
punct(believes-3, .-27)

punct(says-20, ``-1)
dep(urge-3, We-2)
ccomp(says-20, urge-3)
poss(people-5, our-4)
dobj(urge-3, people-5)
neg(wait-8, not-6)
aux(wait-8, to-7)
xcomp(urge-3, wait-8)
mark(have-11, until-9)
dep(have-11, they-10)
advcl(wait-8, have-11)
aux(fight-13, to-12)
xcomp(have-11, fight-13)
prep(fight-13, for-14)
poss(nation-17, their-15)
amod(nation-17, own-16)
pobj(for-14, nation-17)
punct(says-20, ,-18)
punct(says-20, ''-19)
root(ROOT-0, says-20)
nn(Verwoerd-22, Mr.-21)
nsubj(says-20, Verwoerd-22)
punct(says-20, .-23)

punct(make-9, ``-1)
prep(make-9, By-2)
pcomp(By-2, populating-3)
det(place-5, a-4)
dobj(populating-3, place-5)
advmod(populating-3, now-6)
punct(make-9, ,-7)
dep(make-9, we-8)
root(ROOT-0, make-9)
dep(power-12, ourselves-10)
det(power-12, a-11)
dep(make-9, power-12)
det(government-15, any-13)
amod(government-15, new-14)
nsubj(have-17, government-15)
aux(have-17, will-16)
rcmod(power-12, have-17)
aux(take-19, to-18)
xcomp(have-17, take-19)
prep(take-19, into-20)
dep(into-20, account-21)
punct(make-9, .-22)
punct(make-9, ''-23)

advmod(compares-4, Curiously-1)
punct(compares-4, ,-2)
dep(compares-4, he-3)
root(ROOT-0, compares-4)
det(Workers-7, the-5)
nn(Workers-7, Orange-6)
dobj(compares-4, Workers-7)
prep(compares-4, to-8)
det(ANC-10, the-9)
pobj(to-8, ANC-10)
punct(ANC-10, ,-11)
dep(outlawed-15, which-12)
poss(father-14, his-13)
nsubj(outlawed-15, father-14)
rcmod(ANC-10, outlawed-15)
prep(outlawed-15, in-16)
dep(in-16, 1960-17)
punct(compares-4, .-18)

punct(says-18, ``-1)
det(ANC-3, The-2)
nsubjpass(stopped-7, ANC-3)
aux(stopped-7, wo-4)
neg(stopped-7, n't-5)
auxpass(stopped-7, be-6)
ccomp(says-18, stopped-7)
mark(is-10, until-8)
dep(is-10, there-9)
advcl(stopped-7, is-10)
det(provision-12, a-11)
dep(is-10, provision-12)
prep(provision-12, for-13)
amod(aspirations-15, black-14)
pobj(for-13, aspirations-15)
punct(says-18, ,-16)
punct(says-18, ''-17)
root(ROOT-0, says-18)
nn(Verwoerd-20, Mr.-19)
nsubj(says-18, Verwoerd-20)
punct(says-18, .-21)

punct(stop-7, ``-1)
advmod(stop-7, Likewise-2)
punct(stop-7, ,-3)
neg(government-5, no-4)
nsubj(stop-7, government-5)
aux(stop-7, will-6)
root(ROOT-0, stop-7)
det(idea-9, this-8)
dobj(stop-7, idea-9)
prep(idea-9, of-10)
det(Afrikaners-12, the-11)
pobj(of-10, Afrikaners-12)
punct(stop-7, .-13)
punct(stop-7, ''-14)

dep(apologizes-2, He-1)
root(ROOT-0, apologizes-2)
prep(apologizes-2, for-3)
pcomp(for-3, sounding-4)
dep(sounding-4, pushy-5)
punct(apologizes-2, .-6)

punct(choice-26, ``-1)
ccomp(choice-26, Look-2)
punct(choice-26, ,-3)
punct(choice-26, ''-4)
dep(says-6, he-5)
parataxis(choice-26, says-6)
punct(choice-26, ,-7)
punct(choice-26, ``-8)
mark(wants-15, If-9)
det(rest-11, the-10)
nsubj(wants-15, rest-11)
prep(rest-11, of-12)
nn(Africa-14, South-13)
pobj(of-12, Africa-14)
dep(choice-26, wants-15)
aux(have-17, to-16)
xcomp(wants-15, have-17)
det(pot-21, an-18)
amod(pot-21, integrated-19)
nn(pot-21, melting-20)
dobj(have-17, pot-21)
punct(choice-26, ,-22)
dep(choice-26, that-23)
cop(choice-26, 's-24)
poss(choice-26, their-25)
root(ROOT-0, choice-26)
punct(choice-26, .-27)

dep(leave-3, We-1)
aux(leave-3, 'll-2)
root(ROOT-0, leave-3)
dep(leave-3, them-4)
advmod(leave-3, alone-5)
punct(leave-3, .-6)

dep(want-3, We-1)
advmod(want-3, just-2)
root(ROOT-0, want-3)
aux(have-5, to-4)
xcomp(want-3, have-5)
poss(cup-8, our-6)
amod(cup-8, own-7)
dobj(have-5, cup-8)
prep(cup-8, of-9)
dep(of-9, tea-10)
punct(want-3, .-11)
punct(want-3, ''-12)

cc(serve-5, And-1)
dep(serve-5, they-2)
aux(serve-5, will-3)
advmod(serve-5, even-4)
root(ROOT-0, serve-5)
dep(serve-5, it-6)
dep(serve-5, themselves-7)
punct(serve-5, .-8)

dep(pick-6, Okay-1)
punct(pick-6, ,-2)
advmod(pick-6, now-3)
dep(pick-6, you-4)
aux(pick-6, can-5)
root(ROOT-0, pick-6)
dep(pick-6, up-7)
det(phone-9, that-8)
dobj(pick-6, phone-9)
punct(pick-6, .-10)

cc(do-4, But-1)
aux(do-4, do-2)
neg(do-4, n't-3)
root(ROOT-0, do-4)
dobj(do-4, anything-5)
amod(anything-5, rash-6)
punct(do-4, .-7)

prep(cautioned-10, After-1)
amod(Friday-3, last-2)
poss(plunge-6, Friday-3)
possessive(Friday-3, 's-4)
amod(plunge-6, stock-market-5)
pobj(After-1, plunge-6)
punct(cautioned-10, ,-7)
nn(professionals-9, investment-8)
nsubj(cautioned-10, professionals-9)
root(ROOT-0, cautioned-10)
dep(resist-13, people-11)
aux(resist-13, to-12)
xcomp(cautioned-10, resist-13)
det(urge-15, the-14)
dobj(resist-13, urge-15)
aux(call-17, to-16)
vmod(urge-15, call-17)
poss(brokers-19, their-18)
dobj(call-17, brokers-19)
cc(call-17, and-20)
conj(call-17, sell-21)
dep(sell-21, stocks-22)
punct(cautioned-10, .-23)

neg(selling-2, Not-1)
csubj(turned-6, selling-2)
prep(selling-2, into-3)
det(panic-5, a-4)
pobj(into-3, panic-5)
root(ROOT-0, turned-6)
dep(turned-6, out-7)
aux(advice-12, to-8)
cop(advice-12, be-9)
advmod(good-11, very-10)
amod(advice-12, good-11)
xcomp(turned-6, advice-12)
punct(turned-6, :-13)
prep(surged-26, Despite-14)
det(market-16, the-15)
poss(volatility-18, market-16)
possessive(market-16, 's-17)
pobj(Despite-14, volatility-18)
punct(surged-26, ,-19)
det(Average-24, the-20)
nn(Average-24, Dow-21)
nn(Average-24, Jones-22)
nn(Average-24, Industrial-23)
nsubj(surged-26, Average-24)
aux(surged-26, has-25)
parataxis(turned-6, surged-26)
num(points-28, 114-27)
dobj(surged-26, points-28)
prep(surged-26, in-29)
det(days-33, the-30)
amod(days-33, past-31)
num(days-33, four-32)
pobj(in-29, days-33)
punct(turned-6, .-34)

advmod(say-12, Now-1)
punct(say-12, ,-2)
prep(say-12, with-3)
det(semblance-5, a-4)
pcomp(with-3, semblance-5)
prep(semblance-5, of-6)
dep(of-6, normalcy-7)
dep(semblance-5, returning-8)
punct(say-12, ,-9)
det(advisers-11, some-10)
nsubj(say-12, advisers-11)
root(ROOT-0, say-12)
dep(time-15, it-13)
cop(time-15, 's-14)
ccomp(say-12, time-15)
mark(take-19, for-16)
dep(take-19, investors-17)
aux(take-19, to-18)
vmod(time-15, take-19)
det(look-24, a-20)
amod(look-24, hard-21)
punct(look-24, ,-22)
amod(look-24, cold-23)
dobj(take-19, look-24)
prep(look-24, at-25)
det(stocks-27, the-26)
pobj(at-25, stocks-27)
dep(own-29, they-28)
rcmod(stocks-27, own-29)
cc(take-19, and-30)
conj(take-19, consider-31)
det(pruning-34, some-32)
amod(pruning-34, careful-33)
dobj(consider-31, pruning-34)
punct(say-12, .-35)

punct(sending-5, ``-1)
det(market-3, The-2)
nsubj(sending-5, market-3)
aux(sending-5, is-4)
root(ROOT-0, sending-5)
amod(signals-7, nervous-6)
dobj(sending-5, signals-7)
punct(says-10, ,-8)
punct(says-10, ''-9)
dep(sending-5, says-10)
nn(Canelo-13, Peter-11)
