amod(members-2, Influential-1)
nn(unit-25, Co.-24)
pobj(for-18, unit-25)
punct(weighing-12, ,-26)
cc(weighing-12, and-27)
aux(contacting-29, is-28)
conj(weighing-12, contacting-29)
amod(buyers-31, possible-30)
dobj(contacting-29, buyers-31)
prep(buyers-31, of-32)
det(life-34, the-33)
pobj(of-32, life-34)
cc(life-34, and-35)
nn(operation-38, health-36)
nn(operation-38, insurance-37)
conj(life-34, operation-38)
punct(said-9, .-39)

det(spokesman-3, A-1)
nn(spokesman-3, BMA-2)
nsubj(said-4, spokesman-3)
root(ROOT-0, said-4)
punct(made-11, ``-5)
amod(costs-8, runaway-6)
amod(costs-8, medical-7)
nsubj(made-11, costs-8)
punct(made-11, ''-9)
aux(made-11, have-10)
dep(said-4, made-11)
nn(insurance-13, health-12)
dep(challenge-17, insurance-13)
punct(challenge-17, ``-14)
det(challenge-17, a-15)
amod(challenge-17, significant-16)
dep(made-11, challenge-17)
punct(challenge-17, ,-18)
punct(challenge-17, ''-19)
cc(made-11, and-20)
dep(pinched-25, margins-21)
advmod(pinched-25, also-22)
aux(pinched-25, have-23)
auxpass(pinched-25, been-24)
conj(made-11, pinched-25)
prep(pinched-25, by-26)
pobj(by-26, changes-27)
prep(changes-27, in-28)
det(mix-30, the-29)
pobj(in-28, mix-30)
prep(mix-30, of-31)
amod(products-33, life-insurance-32)
pobj(of-31, products-33)
dep(demand-36, consumers-34)
advmod(demand-36, now-35)
rcmod(products-33, demand-36)
punct(said-4, .-37)

det(Men-3, The-1)
nn(Men-3, Business-2)
poss(unit-6, Men-3)
possessive(Men-3, 's-4)
nn(unit-6, Assurance-5)
nsubj(represented-7, unit-6)
ccomp(said-35, represented-7)
quantmod($-9, about-8)
dobj(represented-7, $-9)
number(million-11, 288-10)
num($-9, million-11)
prep($-9, of-12)
det(company-14, the-13)
pobj(of-12, company-14)
possessive(company-14, 's-15)
num(company-14, $-16)
number(million-18, 488-17)
num($-16, million-18)
prep(company-14, in-19)
num(revenue-21, 1988-20)
pobj(in-19, revenue-21)
punct(represented-7, ,-22)
cc(represented-7, and-23)
det(unit-25, the-24)
poss(income-28, unit-25)
possessive(unit-25, 's-26)
amod(income-28, operating-27)
nsubj($-31, income-28)
cop($-31, was-29)
quantmod($-31, about-30)
conj(represented-7, $-31)
number(million-33, 10-32)
num($-31, million-33)
punct(said-35, ,-34)
root(ROOT-0, said-35)
det(spokesman-37, the-36)
nsubj(said-35, spokesman-37)
punct(said-35, .-38)

poss(banker-4, BMA-1)
possessive(BMA-1, 's-2)
nn(banker-4, investment-3)
nsubjpass(authorized-15, banker-4)
punct(banker-4, ,-5)
nn(Brown-8, Alex-6)
punct(Brown-8, .-7)
appos(banker-4, Brown-8)
cc(Brown-8, &-9)
nn(Inc.-11, Sons-10)
conj(Brown-8, Inc.-11)
punct(banker-4, ,-12)
aux(authorized-15, has-13)
auxpass(authorized-15, been-14)
root(ROOT-0, authorized-15)
aux(contact-17, to-16)
xcomp(authorized-15, contact-17)
amod(buyers-19, possible-18)
dobj(contact-17, buyers-19)
prep(buyers-19, for-20)
det(unit-22, the-21)
pobj(for-20, unit-22)
punct(authorized-15, .-23)

nn(Ltd.-3, Laidlaw-1)
nn(Ltd.-3, Transportation-2)
nsubj(said-4, Ltd.-3)
root(ROOT-0, said-4)
dep(raised-6, it-5)
ccomp(said-4, raised-6)
poss(stake-8, its-7)
dobj(raised-6, stake-8)
prep(stake-8, in-9)
nn(Ltd.-11, ADT-10)
pobj(in-9, Ltd.-11)
prep(Ltd.-11, of-12)
dep(of-12, Bermuda-13)
prep(raised-6, to-14)
num(%-16, 29.4-15)
pobj(to-14, %-16)
prep(raised-6, from-17)
num(%-19, 28-18)
pobj(from-17, %-19)
punct(said-4, .-20)

det(spokesman-2, A-1)
nsubj(declined-5, spokesman-2)
prep(spokesman-2, for-3)
dep(for-3, Laidlaw-4)
root(ROOT-0, declined-5)
aux(disclose-7, to-6)
xcomp(declined-5, disclose-7)
det(price-9, the-8)
dobj(disclose-7, price-9)
det(transportation-12, the-10)
nn(transportation-12, Toronto-11)
nsubj(paid-17, transportation-12)
cc(transportation-12, and-13)
nn(concern-16, waste-14)
nn(concern-16, services-15)
conj(transportation-12, concern-16)
rcmod(price-9, paid-17)
prep(paid-17, for-18)
det(shares-21, the-19)
amod(shares-21, additional-20)
pobj(for-18, shares-21)
punct(shares-21, ,-22)
dep(said-25, which-23)
dep(said-25, he-24)
dep(shares-21, said-25)
auxpass(acquired-27, were-26)
ccomp(said-25, acquired-27)
punct(over-29, ``-28)
prep(acquired-27, over-29)
det(couple-32, the-30)
amod(couple-32, last-31)
pobj(over-29, couple-32)
prep(couple-32, of-33)
dep(of-33, weeks-34)
punct(over-29, .-35)
punct(over-29, ''-36)

det(spokesman-2, The-1)
nsubj(said-3, spokesman-2)
root(ROOT-0, said-3)
dep(increase-7, Laidlaw-4)
aux(increase-7, would-5)
neg(increase-7, n't-6)
ccomp(said-3, increase-7)
poss(stake-9, its-8)
dobj(increase-7, stake-9)
prep(stake-9, in-10)
dep(in-10, ADT-11)
prep(increase-7, beyond-12)
num(%-14, 30-13)
pobj(beyond-12, %-14)
punct(without-16, ``-15)
prep(increase-7, without-16)
det(deal-19, a-17)
amod(deal-19, great-18)
pobj(without-16, deal-19)
prep(deal-19, of-20)
dep(of-20, thought-21)
punct(without-16, ''-22)
mwe(of-24, because-23)
prep(increase-7, of-24)
amod(regulations-27, British-25)
nn(regulations-27, takeover-26)
pobj(of-24, regulations-27)
dobj(extend-38, that-28)
dep(regulations-27, require-29)
det(company-31, a-30)
dobj(require-29, company-31)
vmod(company-31, acquiring-32)
mwe(than-34, more-33)
quantmod(30-35, than-34)
num(%-36, 30-35)
dobj(acquiring-32, %-36)
aux(extend-38, to-37)
xcomp(require-29, extend-38)
det(offer-40, an-39)
dobj(extend-38, offer-40)
prep(extend-38, to-41)
det(rest-43, the-42)
pobj(to-41, rest-43)
prep(rest-43, of-44)
det(company-46, the-45)
poss(shareholders-48, company-46)
possessive(company-46, 's-47)
pobj(of-44, shareholders-48)
punct(said-3, .-49)

nsubj(trades-10, ADT-1)
punct(ADT-1, ,-2)
det(services-5, a-3)
nn(services-5, security-4)
dep(ADT-1, services-5)
cc(services-5, and-6)
nn(company-8, auctions-7)
conj(services-5, company-8)
punct(ADT-1, ,-9)
root(ROOT-0, trades-10)
prep(trades-10, on-11)
poss(Exchange-15, London-12)
possessive(London-12, 's-13)
nn(Exchange-15, Stock-14)
pobj(on-11, Exchange-15)
punct(trades-10, .-16)

dep(47%-controlled-3, Laidlaw-1)
cop(47%-controlled-3, is-2)
root(ROOT-0, 47%-controlled-3)
prep(47%-controlled-3, by-4)
nn(Ltd.-7, Canadian-5)
nn(Ltd.-7, Pacific-6)
pobj(by-4, Ltd.-7)
punct(Ltd.-7, ,-8)
det(resources-13, a-9)
nn(resources-13, Montreal-10)
nn(resources-13, transportation-11)
punct(resources-13, ,-12)
appos(Ltd.-7, resources-13)
cc(resources-13, and-14)
amod(concern-17, industrial-15)
amod(concern-17, holding-16)
conj(resources-13, concern-17)
punct(47%-controlled-3, .-18)

nn(Co.-2, Nintendo-1)
nsubj(posted-18, Co.-2)
punct(Co.-2, ,-3)
det(maker-6, a-4)
amod(maker-6, Japanese-5)
appos(Co.-2, maker-6)
prep(maker-6, of-7)
amod(games-9, video-8)
pobj(of-7, games-9)
punct(games-9, ,-10)
amod(systems-13, electronic-11)
nn(systems-13, information-12)
conj(games-9, systems-13)
cc(games-9, and-14)
nn(cards-16, playing-15)
conj(games-9, cards-16)
punct(Co.-2, ,-17)
root(ROOT-0, posted-18)
det(surge-23, a-19)
number(%-21, 23-20)
amod(surge-23, %-21)
amod(surge-23, unconsolidated-22)
dobj(posted-18, surge-23)
prep(surge-23, in-24)
amod(profit-26, pretax-25)
pobj(in-24, profit-26)
prep(surge-23, to-27)
number(billion-29, 61.41-28)
num(yen-30, billion-29)
pobj(to-27, yen-30)
punct(yen-30, -LRB--31)
dep(yen-30, $-32)
number(million-34, 429-33)
num($-32, million-34)
punct(yen-30, -RRB--35)
prep(surge-23, from-36)
number(billion-38, 50-37)
num(yen-39, billion-38)
pobj(from-36, yen-39)
punct(yen-39, -LRB--40)
dep(yen-39, $-41)
number(million-43, 349.9-42)
num($-41, million-43)
punct(yen-39, -RRB--44)
prep(posted-18, for-45)
det(year-48, the-46)
amod(year-48, fiscal-47)
pobj(for-45, year-48)
vmod(year-48, ended-49)
tmod(ended-49, Aug.-50)
num(Aug.-50, 31-51)
punct(posted-18, .-52)

dep(surged-2, Sales-1)
root(ROOT-0, surged-2)
num(%-4, 40-3)
dobj(surged-2, %-4)
prep(surged-2, to-5)
number(billion-7, 250.17-6)
num(yen-8, billion-7)
pobj(to-5, yen-8)
prep(surged-2, from-9)
number(billion-11, 178.61-10)
dep(from-9, billion-11)
punct(surged-2, .-12)

amod(income-2, Net-1)
nsubj(rose-3, income-2)
root(ROOT-0, rose-3)
num(%-5, 11-4)
dobj(rose-3, %-5)
prep(rose-3, to-6)
number(billion-8, 29.62-7)
num(yen-9, billion-8)
pobj(to-6, yen-9)
prep(rose-3, from-10)
number(billion-12, 26.68-11)
dep(from-10, billion-12)
punct(rose-3, .-13)

amod(net-2, Pershare-1)
nsubj(fell-3, net-2)
root(ROOT-0, fell-3)
prep(fell-3, to-4)
num(yen-6, 423.3-5)
pobj(to-4, yen-6)
prep(fell-3, from-7)
num(yen-9, 457.7-8)
pobj(from-7, yen-9)
mwe(of-11, because-10)
prep(fell-3, of-11)
pobj(of-11, expenses-12)
cc(expenses-12, and-13)
nn(adjustments-15, capital-14)
conj(expenses-12, adjustments-15)
punct(fell-3, .-16)

prep(credited-8, Without-1)
pcomp(Without-1, detailing-2)
amod(breakdowns-5, specific-3)
nn(breakdowns-5, product-4)
dobj(detailing-2, breakdowns-5)
punct(credited-8, ,-6)
dep(credited-8, Nintendo-7)
root(ROOT-0, credited-8)
poss(upsurge-11, its-9)
amod(upsurge-11, bullish-10)
dobj(credited-8, upsurge-11)
prep(upsurge-11, in-12)
pobj(in-12, sales-13)
punct(sales-13, ---14)
prep(sales-13, including-15)
amod(games-18, advanced-16)
nn(games-18, computer-17)
pobj(including-15, games-18)
cc(games-18, and-19)
nn(systems-22, television-20)
nn(systems-22, entertainment-21)
conj(games-18, systems-22)
punct(sales-13, ---23)
prep(credited-8, to-24)
amod(sales-29, surging-25)
punct(sales-29, ``-26)
amod(sales-29, leisure-oriented-27)
punct(sales-29, ''-28)
pobj(to-24, sales-29)
prep(sales-29, in-30)
amod(markets-32, foreign-31)
pobj(in-30, markets-32)
punct(credited-8, .-33)

nn(sales-2, Export-1)
nsubj(totaled-11, sales-2)
prep(sales-2, for-3)
nn(items-5, leisure-4)
pobj(for-3, items-5)
advmod(items-5, alone-6)
punct(totaled-11, ,-7)
prep(totaled-11, for-8)
dep(for-8, instance-9)
punct(totaled-11, ,-10)
root(ROOT-0, totaled-11)
number(billion-13, 184.74-12)
num(yen-14, billion-13)
dobj(totaled-11, yen-14)
prep(totaled-11, in-15)
det(months-18, the-16)
num(months-18, 12-17)
pobj(in-15, months-18)
punct(totaled-11, ,-19)
advmod(totaled-11, up-20)
prep(up-20, from-21)
number(billion-23, 106.06-22)
dep(from-21, billion-23)
prep(from-21, in-24)
det(year-28, the-25)
amod(fiscal-27, previous-26)
amod(year-28, fiscal-27)
pobj(in-24, year-28)
punct(totaled-11, .-29)

amod(sales-3, Domestic-1)
nn(sales-3, leisure-2)
nsubj(were-7, sales-3)
punct(were-7, ,-4)
advmod(were-7, however-5)
punct(were-7, ,-6)
root(ROOT-0, were-7)
dep(were-7, lower-8)
punct(were-7, .-9)

nn(Corp.-2, Hertz-1)
nsubj(said-9, Corp.-2)
prep(Corp.-2, of-3)
nn(Ridge-5, Park-4)
nn(N.J.-7, Ridge-5)
punct(N.J.-7, ,-6)
pobj(of-3, N.J.-7)
punct(N.J.-7, ,-8)
root(ROOT-0, said-9)
dep(retained-11, it-10)
ccomp(said-9, retained-11)
nn(Markets-15, Merrill-12)
nn(Markets-15, Lynch-13)
nn(Markets-15, Capital-14)
dobj(retained-11, Markets-15)
aux(sell-17, to-16)
vmod(retained-11, sell-17)
poss(unit-23, its-18)
nn(unit-23, Hertz-19)
nn(unit-23, Equipment-20)
nn(unit-23, Rental-21)
nn(unit-23, Corp.-22)
dobj(sell-17, unit-23)
punct(said-9, .-24)

punct(is-3, ``-1)
dep(is-3, There-2)
dep(said-35, is-3)
neg(need-6, no-4)
amod(need-6, pressing-5)
dep(is-3, need-6)
aux(sell-8, to-7)
vmod(need-6, sell-8)
det(unit-10, the-9)
dobj(sell-8, unit-10)
punct(is-3, ,-11)
cc(is-3, but-12)
dep(doing-15, we-13)
aux(doing-15, are-14)
conj(is-3, doing-15)
dep(doing-15, it-16)
mark(concentrate-20, so-17)
dep(concentrate-20, we-18)
aux(concentrate-20, can-19)
advcl(doing-15, concentrate-20)
prep(concentrate-20, on-21)
poss(business-24, our-22)
nn(business-24, core-23)
pobj(on-21, business-24)
punct(business-24, ,-25)
dep(business-24, renting-26)
dep(renting-26, automobiles-27)
dep(renting-26, in-28)
det(U.S.-30, the-29)
pobj(in-28, U.S.-30)
cc(in-28, and-31)
conj(in-28, abroad-32)
punct(is-3, ,-33)
punct(is-3, ''-34)
root(ROOT-0, said-35)
nn(Slider-37, William-36)
nsubj(said-35, Slider-37)
punct(Slider-37, ,-38)
poss(president-43, Hertz-39)
possessive(Hertz-39, 's-40)
amod(president-43, executive-41)
nn(president-43, vice-42)
appos(Slider-37, president-43)
punct(said-35, .-44)

punct(going-5, ``-1)
dep(going-5, We-2)
aux(going-5, are-3)
advmod(going-5, only-4)
root(ROOT-0, going-5)
aux(sell-7, to-6)
xcomp(going-5, sell-7)
prep(sell-7, at-8)
det(price-11, the-9)
amod(price-11, right-10)
pobj(at-8, price-11)
punct(going-5, .-12)
punct(going-5, ''-13)

nn(Equipment-2, Hertz-1)
nsubj(had-3, Equipment-2)
root(ROOT-0, had-3)
nn(profit-5, operating-4)
dobj(had-3, profit-5)
prep(profit-5, before-6)
dep(before-6, depreciation-7)
prep(profit-5, of-8)
pobj(of-8, $-9)
number(million-11, 90-10)
num($-9, million-11)
prep($-9, on-12)
pobj(on-12, revenue-13)
prep(revenue-13, of-14)
pobj(of-14, $-15)
number(million-17, 150-16)
num($-15, million-17)
prep(revenue-13, in-18)
dep(in-18, 1988-19)
punct(had-3, .-20)

det(Corp.-5, The-1)
advmod(held-3, closely-2)
amod(Corp.-5, held-3)
nn(Corp.-5, Hertz-4)
nsubj(had-6, Corp.-5)
root(ROOT-0, had-6)
amod(revenue-8, annual-7)
dobj(had-6, revenue-8)
prep(revenue-8, of-9)
pobj(of-9, close-10)
prep(close-10, to-11)
pobj(to-11, $-12)
number(billion-14, 2-13)
num($-12, billion-14)
prep($-12, in-15)
dep(in-15, 1988-16)
punct(revenue-8, ,-17)
prep(contributed-24, of-18)
dep(of-18, which-19)
nsubjpass(contributed-24, $-20)
number(billion-22, 1.7-21)
num($-20, billion-22)
auxpass(contributed-24, was-23)
rcmod(revenue-8, contributed-24)
prep(contributed-24, by-25)
poss(operations-31, its-26)
nn(operations-31, Hertz-27)
dep(Car-30, Rent-28)
det(Car-30, A-29)
dep(operations-31, Car-30)
pobj(by-25, operations-31)
amod(operations-31, world-wide-32)
punct(had-6, .-33)

nn(Equipment-2, Hertz-1)
nsubj(supplier-6, Equipment-2)
cop(supplier-6, is-3)
det(supplier-6, a-4)
amod(supplier-6, major-5)
root(ROOT-0, supplier-6)
prep(supplier-6, of-7)
amod(equipment-9, rental-8)
pobj(of-7, equipment-9)
prep(supplier-6, in-10)
det(U.S.-12, the-11)
nn(Spain-16, U.S.-12)
punct(Spain-16, ,-13)
conj(Spain-16, France-14)
punct(Spain-16, ,-15)
pobj(in-10, Spain-16)
cc(Spain-16, and-17)
det(U.K-19, the-18)
conj(Spain-16, U.K-19)
punct(supplier-6, .-20)

dep(supplies-2, It-1)
root(ROOT-0, supplies-2)
amod(equipment-6, commercial-3)
cc(commercial-3, and-4)
conj(commercial-3, industrial-5)
dobj(supplies-2, equipment-6)
prep(equipment-6, including-7)
amod(equipment-15, earth-moving-8)
punct(earth-moving-8, ,-9)
conj(earth-moving-8, aerial-10)
punct(earth-moving-8, ,-11)
conj(earth-moving-8, compaction-12)
cc(earth-moving-8, and-13)
conj(earth-moving-8, electrical-14)
pobj(including-7, equipment-15)
punct(equipment-15, ,-16)
conj(equipment-15, compressors-17)
punct(equipment-15, ,-18)
conj(equipment-15, cranes-19)
punct(equipment-15, ,-20)
conj(equipment-15, forklifts-21)
cc(equipment-15, and-22)
conj(equipment-15, trucks-23)
punct(supplies-2, .-24)

nn(Inc.-2, Interspec-1)
nsubj(reported-3, Inc.-2)
root(ROOT-0, reported-3)
det(loss-6, a-4)
amod(loss-6, net-5)
dobj(reported-3, loss-6)
prep(loss-6, of-7)
pobj(of-7, $-8)
number(million-10, 2.4-9)
num($-8, million-10)
prep(loss-6, for-11)
det(quarter-15, the-12)
amod(quarter-15, fiscal-13)
amod(quarter-15, third-14)
pobj(for-11, quarter-15)
vmod(quarter-15, ended-16)
tmod(ended-16, Aug.-17)
num(Aug.-17, 31-18)
punct(reported-3, .-19)

dep(said-2, It-1)
root(ROOT-0, said-2)
det(loss-4, the-3)
nsubj(resulted-5, loss-4)
ccomp(said-2, resulted-5)
prep(resulted-5, from-6)
nn(costs-10, startup-7)
cc(startup-7, and-8)
conj(startup-7, introduction-9)
pobj(from-6, costs-10)
vmod(costs-10, related-11)
prep(related-11, to-12)
det(system-18, a-13)
amod(system-18, new-14)
amod(system-18, medical-15)
nn(system-18, ultrasound-16)
nn(system-18, equipment-17)
pobj(to-12, system-18)
punct(said-2, .-19)

prep(reported-8, In-1)
det(quarter-4, the-2)
amod(quarter-4, year-earlier-3)
pobj(In-1, quarter-4)
punct(reported-8, ,-5)
det(company-7, the-6)
nsubj(reported-8, company-7)
root(ROOT-0, reported-8)
amod(income-10, net-9)
dobj(reported-8, income-10)
prep(income-10, of-11)
pobj(of-11, $-12)
num($-12, 955,000-13)
punct($-12, ,-14)
cc($-12, or-15)
num(cents-17, 15-16)
conj($-12, cents-17)
det(share-19, a-18)
dep(cents-17, share-19)
punct(reported-8, .-20)

det(manufacturer-2, The-1)
nsubj(reported-14, manufacturer-2)
prep(manufacturer-2, of-3)
nn(systems-6, ultrasound-4)
amod(systems-6, diagnostic-5)
pobj(of-3, systems-6)
punct(manufacturer-2, ,-7)
vmod(manufacturer-2, based-8)
prep(based-8, in-9)
nn(Pa.-12, Ambler-10)
punct(Pa.-12, ,-11)
pobj(in-9, Pa.-12)
punct(manufacturer-2, ,-13)
root(ROOT-0, reported-14)
det(loss-18, a-15)
amod(loss-18, nine-month-16)
amod(loss-18, net-17)
dobj(reported-14, loss-18)
prep(loss-18, of-19)
pobj(of-19, $-20)
number(million-22, 2.43-21)
num($-20, million-22)
prep(loss-18, compared-23)
pcomp(compared-23, with-24)
amod(income-26, net-25)
pobj(with-24, income-26)
prep(income-26, of-27)
pobj(of-27, $-28)
number(million-30, 2.71-29)
num($-28, million-30)
punct($-28, ,-31)
cc($-28, or-32)
num(cents-34, 44-33)
conj($-28, cents-34)
det(share-36, a-35)
dep(cents-34, share-36)
punct($-28, ,-37)
prep(income-26, for-38)
det(period-41, the-39)
amod(period-41, nine-month-40)
pobj(for-38, period-41)
det(year-43, a-42)
npadvmod(earlier-44, year-43)
advmod(period-41, earlier-44)
punct(reported-14, .-45)

prep(fell-6, In-1)
amod(trading-3, over-the-counter-2)
pobj(In-1, trading-3)
punct(fell-6, ,-4)
dep(fell-6, Interspec-5)
root(ROOT-0, fell-6)
num(cents-8, 37.5-7)
dobj(fell-6, cents-8)
prep(fell-6, to-9)
pobj(to-9, $-10)
num($-10, 4.25-11)
punct(fell-6, .-12)

nn(Corp.-3, Allegheny-1)
nn(Corp.-3, Ludlum-2)
nsubj(expects-4, Corp.-3)
ccomp(told-47, expects-4)
aux(report-6, to-5)
xcomp(expects-4, report-6)
amod(net-8, third-quarter-7)
dobj(report-6, net-8)
prep(net-8, of-9)
quantmod($-11, about-10)
pobj(of-9, $-11)
number(million-13, 34-12)
num($-11, million-13)
punct($-11, ,-14)
cc($-11, or-15)
conj($-11, $-16)
num($-16, 1.50-17)
det(share-19, a-18)
dep($-16, share-19)
punct($-11, ,-20)
advmod(net-8, down-21)
prep(down-21, from-22)
pobj(from-22, $-23)
number(million-25, 38.4-24)
num($-23, million-25)
punct($-23, ,-26)
cc($-23, or-27)
conj($-23, $-28)
num($-28, 1.70-29)
det(share-31, a-30)
dep($-28, share-31)
punct(from-22, ,-32)
det(year-34, a-33)
npadvmod(earlier-35, year-34)
advmod(from-22, earlier-35)
punct(told-47, ,-36)
nn(Simmons-39, Richard-37)
nn(Simmons-39, P.-38)
nsubj(told-47, Simmons-39)
punct(Simmons-39, ,-40)
appos(Simmons-39, chairman-41)
cc(chairman-41, and-42)
amod(executive-44, chief-43)
amod(officer-45, executive-44)
conj(chairman-41, officer-45)
punct(Simmons-39, ,-46)
root(ROOT-0, told-47)
amod(investors-49, institutional-48)
dobj(told-47, investors-49)
prep(investors-49, in-50)
nn(York-52, New-51)
pobj(in-50, York-52)
punct(told-47, .-53)

nsubj(fell-12, Sales-1)
prep(Sales-1, for-2)
det(producer-5, the-3)
amod(producer-5, Pittsburgh-based-4)
pobj(for-2, producer-5)
prep(producer-5, of-6)
nn(steels-8, specialty-7)
pobj(of-6, steels-8)
cc(steels-8, and-9)
amod(materials-11, other-10)
conj(steels-8, materials-11)
ccomp(said-31, fell-12)
prep(fell-12, to-13)
quantmod($-15, about-14)
pobj(to-13, $-15)
number(million-17, 265-16)
num($-15, million-17)
prep(to-13, in-18)
det(quarter-21, the-19)
amod(quarter-21, third-20)
pobj(in-18, quarter-21)
prep(fell-12, from-22)
pobj(from-22, $-23)
number(million-25, 320.5-24)
num($-23, million-25)
det(year-27, a-26)
npadvmod(earlier-28, year-27)
advmod(from-22, earlier-28)
punct(said-31, ,-29)
dep(said-31, he-30)
root(ROOT-0, said-31)
punct(said-31, .-32)

dep(said-2, He-1)
root(ROOT-0, said-2)
det(estimate-5, the-3)
amod(estimate-5, third-quarter-4)
nsubj(indicates-6, estimate-5)
ccomp(said-2, indicates-6)
dobj(indicates-6, profit-7)
prep(profit-7, for-8)
det(months-11, the-9)
num(months-11, nine-10)
pobj(for-8, months-11)
prep(profit-7, of-12)
pobj(of-12, $-13)
num($-13, 4.65-14)
det(share-16, a-15)
dep($-13, share-16)
punct(profit-7, ,-17)
punct(equal-20, ``-18)
advmod(equal-20, almost-19)
amod(profit-7, equal-20)
prep(equal-20, to-21)
det(earnings-25, the-22)
amod(earnings-25, full-year-23)
num(earnings-25, 1988-24)
pobj(to-21, earnings-25)
punct(earnings-25, ''-26)
prep(earnings-25, of-27)
pobj(of-27, $-28)
number(million-30, 108.6-29)
num($-28, million-30)
punct($-28, ,-31)
cc($-28, or-32)
conj($-28, $-33)
num($-33, 4.81-34)
det(share-36, a-35)
dep($-33, share-36)
punct(said-2, .-37)

prep($-11, In-1)
det(months-5, the-2)
amod(months-5, first-3)
num(months-5, nine-4)
pobj(In-1, months-5)
prep(months-5, of-6)
dep(of-6, 1988-7)
punct($-11, ,-8)
dep($-11, net-9)
cop($-11, was-10)
root(ROOT-0, $-11)
number(million-13, 85-12)
num($-11, million-13)
punct($-11, ,-14)
cc($-11, or-15)
conj($-11, $-16)
num($-16, 3.76-17)
det(share-19, a-18)
dep($-16, share-19)
punct($-11, .-20)

nn(Simmons-2, Mr.-1)
nsubj(said-3, Simmons-2)
root(ROOT-0, said-3)
det(results-6, the-4)
amod(results-6, third-quarter-5)
nsubj(reflect-7, results-6)
ccomp(said-3, reflect-7)
amod(improvements-9, continued-8)
dobj(reflect-7, improvements-9)
prep(improvements-9, in-10)
nn(margins-14, productivity-11)
cc(productivity-11, and-12)
conj(productivity-11, operating-13)
pobj(in-10, margins-14)
punct(said-3, .-15)

dep(said-2, He-1)
root(ROOT-0, said-2)
nn(spending-4, capital-3)
nsubj(rise-8, spending-4)
amod(year-6, next-5)
dep(spending-4, year-6)
aux(rise-8, will-7)
ccomp(said-2, rise-8)
prep(rise-8, to-9)
quantmod($-11, about-10)
pobj(to-9, $-11)
number(million-13, 45-12)
num($-11, million-13)
prep(rise-8, from-14)
quantmod($-16, about-15)
pobj(from-14, $-16)
number(million-18, 35-17)
num($-16, million-18)
det(year-20, this-19)
tmod(from-14, year-20)
punct(said-2, .-21)

nn(Co.-3, U.S.-1)
nn(Co.-3, Banknote-2)
nsubj(said-4, Co.-3)
root(ROOT-0, said-4)
dep(extended-7, it-5)
advmod(extended-7, again-6)
ccomp(said-4, extended-7)
det(date-10, the-8)
nn(date-10, expiration-9)
dobj(extended-7, date-10)
prep(date-10, of-11)
poss(offer-16, its-12)
amod(offer-16, $-13)
dep($-13, 7-a-share-14)
nn(offer-16, tender-15)
pobj(of-11, offer-16)
prep(offer-16, for-17)
nn(Co.-20, International-18)
nn(Co.-20, Banknote-19)
pobj(for-17, Co.-20)
prep(extended-7, to-21)
dep(15-23, Nov.-22)
pobj(to-21, 15-23)
punct(said-4, .-24)

nn(Banknote-2, U.S.-1)
nsubj(said-3, Banknote-2)
root(ROOT-0, said-3)
dep(is-5, it-4)
dep(said-3, is-5)
prep(is-5, in-6)
pobj(in-6, negotiations-7)
aux(sell-9, to-8)
vmod(negotiations-7, sell-9)
punct(facilities-12, ``-10)
amod(facilities-12, certain-11)
dobj(sell-9, facilities-12)
punct(facilities-12, ,-13)
punct(facilities-12, ''-14)
dep(name-19, which-15)
dep(name-19, it-16)
aux(name-19, did-17)
neg(name-19, n't-18)
dep(facilities-12, name-19)
punct(facilities-12, ,-20)
prep(sell-9, to-21)
det(party-24, a-22)
amod(party-24, third-23)
pobj(to-21, party-24)
punct(is-5, ,-25)
cc(is-5, and-26)
dep(needs-28, it-27)
conj(is-5, needs-28)
det(extension-30, the-29)
dobj(needs-28, extension-30)
aux(try-32, to-31)
vmod(needs-28, try-32)
aux(reach-34, to-33)
xcomp(try-32, reach-34)
det(agreement-37, a-35)
amod(agreement-37, definitive-36)
dobj(reach-34, agreement-37)
prep(agreement-37, on-38)
det(sale-40, the-39)
pobj(on-38, sale-40)
punct(said-3, .-41)

nn(Banknote-2, U.S.-1)
nsubj(said-3, Banknote-2)
root(ROOT-0, said-3)
dep(believes-5, it-4)
ccomp(said-3, believes-5)
det(sale-7, the-6)
nsubj(satisfy-14, sale-7)
punct(satisfy-14, ,-8)
mark(completed-10, if-9)
dep(satisfy-14, completed-10)
punct(satisfy-14, ,-11)
advmod(satisfy-14, apparently-12)
aux(satisfy-14, would-13)
ccomp(believes-5, satisfy-14)
amod(issues-16, antitrust-15)
dobj(satisfy-14, issues-16)
vmod(issues-16, raised-17)
prep(raised-17, by-18)
det(Department-22, the-19)
nn(Department-22, U.S.-20)
nn(Department-22, Justice-21)
pobj(by-18, Department-22)
prep(issues-16, about-23)
nn(Banknote-25, U.S.-24)
poss(offer-27, Banknote-25)
possessive(Banknote-25, 's-26)
pobj(about-23, offer-27)
aux(buy-29, to-28)
vmod(offer-27, buy-29)
nn(Banknote-31, International-30)
dobj(buy-29, Banknote-31)
punct(said-3, .-32)

nsubj(print-7, Both-1)
prep(Both-1, of-2)
det(companies-6, the-3)
nn(companies-6, New-4)
amod(companies-6, York-based-5)
pobj(of-2, companies-6)
root(ROOT-0, print-7)
nn(certificates-9, stock-8)
dobj(print-7, certificates-9)
cc(certificates-9, and-10)
