nsubj(continue-15, Efforts-1)
nn(mafias-15, drug-14)
nsubj(censor-16, mafias-15)
advcl(brutally-11, censor-16)
dobj(censor-16, Colombia-17)
possessive(Colombia-17, 's-18)
punct(censored-7, .-19)

det(censorship-2, The-1)
nsubjpass(enforced-4, censorship-2)
auxpass(enforced-4, is-3)
root(ROOT-0, enforced-4)
prep(enforced-4, through-5)
pobj(through-5, terrorism-6)
cc(terrorism-6, and-7)
conj(terrorism-6, assassination-8)
punct(enforced-4, .-9)

prep(silenced-11, In-1)
det(years-5, the-2)
amod(years-5, past-3)
num(years-5, 10-4)
pobj(In-1, years-5)
quantmod(50-7, about-6)
num(journalists-8, 50-7)
nsubj(silenced-11, journalists-8)
aux(silenced-11, have-9)
aux(silenced-11, been-10)
root(ROOT-0, silenced-11)
advmod(silenced-11, forever-12)
punct(silenced-11, ,-13)
dep(silenced-11, murdered-14)
punct(silenced-11, .-15)

prep(exploded-8, Within-1)
det(months-5, the-2)
amod(months-5, past-3)
num(months-5, two-4)
pobj(Within-1, months-5)
det(bomb-7, a-6)
nsubj(exploded-8, bomb-7)
root(ROOT-0, exploded-8)
prep(exploded-8, in-9)
det(offices-11, the-10)
pobj(in-9, offices-11)
prep(offices-11, of-12)
det(Espectador-15, the-13)
nn(Espectador-15, El-14)
pobj(of-12, Espectador-15)
prep(offices-11, in-16)
dep(in-16, Bogota-17)
punct(exploded-8, ,-18)
xcomp(exploded-8, destroying-19)
det(part-22, a-20)
amod(part-22, major-21)
dobj(destroying-19, part-22)
prep(part-22, of-23)
poss(installations-25, its-24)
pobj(of-23, installations-25)
cc(installations-25, and-26)
conj(installations-25, equipment-27)
punct(exploded-8, .-28)

cc(bombed-15, And-1)
advmod(week-4, only-2)
amod(week-4, last-3)
nsubjpass(bombed-15, week-4)
det(Liberal-8, the-5)
nn(Liberal-8, newspaper-6)
nn(Liberal-8, Vanguardia-7)
nsubjpass(bombed-15, Liberal-8)
prep(Liberal-8, in-9)
det(city-11, the-10)
pobj(in-9, city-11)
prep(city-11, of-12)
dep(of-12, Bucaramanga-13)
auxpass(bombed-15, was-14)
root(ROOT-0, bombed-15)
punct(bombed-15, ,-16)
cc(bombed-15, and-17)
poss(installations-19, its-18)
nsubj(destroyed-20, installations-19)
conj(bombed-15, destroyed-20)
punct(bombed-15, .-21)

nsubjpass(threatened-7, Journalists-1)
cc(Journalists-1, and-2)
poss(families-4, their-3)
conj(Journalists-1, families-4)
auxpass(threatened-7, are-5)
advmod(threatened-7, constantly-6)
root(ROOT-0, threatened-7)
dep(outlets-13, as-8)
dep(outlets-13, are-9)
det(outlets-13, the-10)
nn(outlets-13, newspaper-11)
nn(outlets-13, distribution-12)
advcl(threatened-7, outlets-13)
punct(threatened-7, .-14)

nn(centers-2, Distribution-1)
nsubjpass(bombed-4, centers-2)
auxpass(bombed-4, are-3)
root(ROOT-0, bombed-4)
punct(bombed-4, ,-5)
cc(bombed-4, and-6)
dep(intimidated-9, advertisers-7)
auxpass(intimidated-9, are-8)
conj(bombed-4, intimidated-9)
punct(bombed-4, .-10)

dep(imposed-3, Censorship-1)
auxpass(imposed-3, is-2)
root(ROOT-0, imposed-3)
prep(imposed-3, by-4)
dep(by-4, terrorism-5)
punct(imposed-3, .-6)

mark(accept-5, If-1)
det(media-4, the-2)
amod(media-4, Colombian-3)
nsubj(accept-5, media-4)
advcl(is-12, accept-5)
det(censorship-10, this-6)
amod(censorship-10, new-7)
cc(new-7, and-8)
conj(new-7, hideous-9)
dobj(accept-5, censorship-10)
dep(is-12, there-11)
root(ROOT-0, is-12)
amod(doubt-14, little-13)
dep(is-12, doubt-14)
mark(extend-23, that-15)
det(mafia-18, the-16)
nn(mafia-18, drug-17)
poss(terrorism-20, mafia-18)
possessive(mafia-18, 's-19)
nsubj(extend-23, terrorism-20)
advmod(extend-23, someday-21)
aux(extend-23, will-22)
ccomp(doubt-14, extend-23)
prep(extend-23, to-24)
predet(newspapers-27, all-25)
det(newspapers-27, the-26)
pobj(to-24, newspapers-27)
vmod(newspapers-27, published-28)
prep(published-28, in-29)
det(world-32, the-30)
amod(world-32, free-31)
pobj(in-29, world-32)
punct(is-12, .-33)

det(solidarity-2, The-1)
nsubj(way-14, solidarity-2)
prep(solidarity-2, of-3)
det(media-6, the-4)
amod(media-6, uncensored-5)
pobj(of-3, media-6)
amod(media-6, world-wide-7)
prep(solidarity-2, against-8)
nn(terrorism-10, drug-9)
pobj(against-8, terrorism-10)
cop(way-14, is-11)
det(way-14, the-12)
amod(way-14, only-13)
root(ROOT-0, way-14)
nn(freedom-16, press-15)
nsubj(survive-18, freedom-16)
aux(survive-18, can-17)
rcmod(way-14, survive-18)
punct(way-14, .-19)

det(people-3, The-1)
amod(people-3, American-2)
nsubj(woke-8, people-3)
cc(people-3, and-4)
poss(government-6, their-5)
conj(people-3, government-6)
advmod(woke-8, also-7)
root(ROOT-0, woke-8)
advmod(woke-8, up-9)
advmod(late-11, too-10)
advmod(woke-8, late-11)
prep(woke-8, to-12)
det(menace-14, the-13)
pobj(to-12, menace-14)
dep(posed-16, drugs-15)
rcmod(menace-14, posed-16)
prep(posed-16, to-17)
det(structure-20, the-18)
amod(structure-20, moral-19)
pobj(to-17, structure-20)
prep(structure-20, of-21)
poss(country-23, their-22)
pobj(of-21, country-23)
punct(woke-8, .-24)

advmod(now-2, Even-1)
advmod(timid-12, now-2)
punct(timid-12, ,-3)
det(attack-6, the-4)
amod(attack-6, American-5)
nsubj(timid-12, attack-6)
prep(attack-6, upon-7)
det(problem-10, this-8)
amod(problem-10, tremendous-9)
pobj(upon-7, problem-10)
cop(timid-12, is-11)
root(ROOT-0, timid-12)
prep(timid-12, in-13)
pobj(in-13, relation-14)
prep(relation-14, to-15)
det(magnitude-17, the-16)
pobj(to-15, magnitude-17)
prep(magnitude-17, of-18)
det(threat-20, the-19)
pobj(of-18, threat-20)
punct(timid-12, .-21)

dep(attest-3, I-1)
aux(attest-3, can-2)
root(ROOT-0, attest-3)
mark(offered-13, that-4)
det(visitor-8, a-5)
amod(visitor-8, recent-6)
amod(visitor-8, Colombian-7)
nsubjpass(offered-13, visitor-8)
prep(visitor-8, to-9)
det(U.S.-11, the-10)
pobj(to-9, U.S.-11)
auxpass(offered-13, was-12)
ccomp(attest-3, offered-13)
dep(offered-13, drugs-14)
num(times-16, three-15)
dobj(offered-13, times-16)
prep(offered-13, in-17)
det(blocks-20, the-18)
amod(blocks-20, few-19)
poss(walk-22, blocks-20)
possessive(blocks-20, '-21)
pobj(in-17, walk-22)
prep(walk-22, between-23)
nn(Terminal-26, Grand-24)
nn(Terminal-26, Central-25)
pobj(between-23, Terminal-26)
cc(Terminal-26, and-27)
det(Hotel-31, the-28)
nn(Hotel-31, Waldorf-29)
nn(Hotel-31, Astoria-30)
conj(Terminal-26, Hotel-31)
prep(walk-22, in-32)
amod(Manhattan-34, midtown-33)
pobj(in-32, Manhattan-34)
punct(attest-3, .-35)

nsubj(have-15, Colombia-1)
advmod(Colombia-1, alone-2)
punct(government-5, ---3)
poss(government-5, its-4)
dep(Colombia-1, government-5)
punct(government-5, ,-6)
poss(people-8, its-7)
appos(government-5, people-8)
punct(government-5, ,-9)
poss(newspapers-11, its-10)
appos(government-5, newspapers-11)
punct(government-5, ---12)
aux(have-15, does-13)
neg(have-15, not-14)
root(ROOT-0, have-15)
det(capacity-17, the-16)
dobj(have-15, capacity-17)
aux(fight-19, to-18)
vmod(capacity-17, fight-19)
det(battle-21, this-20)
dobj(fight-19, battle-21)
advmod(fight-19, successfully-22)
punct(have-15, .-23)

det(countries-3, All-1)
amod(countries-3, drug-consuming-2)
nsubj(decide-6, countries-3)
aux(decide-6, must-4)
advmod(decide-6, jointly-5)
root(ROOT-0, decide-6)
aux(combat-8, to-7)
xcomp(decide-6, combat-8)
cc(combat-8, and-9)
conj(combat-8, punish-10)
det(consumers-12, the-11)
dobj(combat-8, consumers-12)
cc(consumers-12, and-13)
conj(consumers-12, distributors-14)
prep(consumers-12, of-15)
dep(of-15, drugs-16)
punct(decide-6, .-17)

det(U.S.-2, The-1)
nsubj(lead-11, U.S.-2)
punct(U.S.-2, ,-3)
prep(U.S.-2, as-4)
det(consumer-8, the-5)
amod(consumer-8, major-6)
nn(consumer-8, drug-7)
pobj(as-4, consumer-8)
punct(U.S.-2, ,-9)
aux(lead-11, should-10)
root(ROOT-0, lead-11)
det(effort-14, this-12)
amod(effort-14, joint-13)
dobj(lead-11, effort-14)
punct(lead-11, .-15)

nsubj(requirement-14, Reduction-1)
punct(Reduction-1, ,-2)
dep(not-4, if-3)
cc(Reduction-1, not-4)
det(cessation-7, the-5)
amod(cessation-7, total-6)
conj(Reduction-1, cessation-7)
punct(Reduction-1, ,-8)
prep(Reduction-1, of-9)
nn(consumption-11, drug-10)
pobj(of-9, consumption-11)
cop(requirement-14, is-12)
det(requirement-14, the-13)
root(ROOT-0, requirement-14)
prep(requirement-14, for-15)
dep(for-15, victory-16)
punct(requirement-14, .-17)

nsubjpass(done-4, Much-1)
aux(done-4, is-2)
auxpass(done-4, being-3)
root(ROOT-0, done-4)
prep(done-4, in-5)
dep(in-5, Colombia-6)
aux(fight-8, to-7)
ccomp(done-4, fight-8)
det(mafia-12, the-9)
nn(mafia-12, drug-10)
nn(mafia-12, cartel-11)
dobj(fight-8, mafia-12)
punct(done-4, .-13)

amod(homes-2, Luxurious-1)
nsubjpass(raided-7, homes-2)
cc(homes-2, and-3)
conj(homes-2, ranches-4)
aux(raided-7, have-5)
auxpass(raided-7, been-6)
root(ROOT-0, raided-7)
prep(raided-7, by-8)
det(authorities-11, the-9)
amod(authorities-11, military-10)
pobj(by-8, authorities-11)
punct(raided-7, ,-12)
cc(raided-7, and-13)
amod(equipment-18, sophisticated-14)
cc(sophisticated-14, and-15)
conj(sophisticated-14, powerful-16)
nn(equipment-18, communications-17)
nsubjpass(seized-21, equipment-18)
aux(seized-21, have-19)
auxpass(seized-21, been-20)
conj(raided-7, seized-21)
punct(raided-7, .-22)

mwe(than-2, More-1)
quantmod(300-3, than-2)
num(planes-4, 300-3)
nsubjpass(impounded-9, planes-4)
cc(planes-4, and-5)
conj(planes-4, helicopters-6)
aux(impounded-9, have-7)
auxpass(impounded-9, been-8)
root(ROOT-0, impounded-9)
prep(impounded-9, at-10)
dep(at-10, airports-11)
punct(impounded-9, ,-12)
cc(impounded-9, and-13)
det(number-16, a-14)
amod(number-16, large-15)
nsubjpass(confiscated-23, number-16)
prep(number-16, of-17)
pobj(of-17, vehicles-18)
cc(vehicles-18, and-19)
conj(vehicles-18, launches-20)
aux(confiscated-23, has-21)
auxpass(confiscated-23, been-22)
conj(impounded-9, confiscated-23)
punct(impounded-9, .-24)

det(military-2, The-1)
nsubj(captured-5, military-2)
aux(captured-5, has-3)
advmod(captured-5, also-4)
root(ROOT-0, captured-5)
amod(arsenals-7, enormous-6)
dobj(captured-5, arsenals-7)
prep(arsenals-7, of-8)
amod(explosives-14, powerful-9)
cc(powerful-9, and-10)
conj(powerful-9, sophisticated-11)
nn(explosives-14, weapons-12)
punct(explosives-14, ,-13)
pobj(of-8, explosives-14)
cc(explosives-14, and-15)
amod(materiel-18, other-16)
amod(materiel-18, war-like-17)
conj(explosives-14, materiel-18)
punct(captured-5, .-19)

dep(accomplished-4, Much-1)
aux(accomplished-4, has-2)
auxpass(accomplished-4, been-3)
root(ROOT-0, accomplished-4)
cc(accomplished-4, and-5)
amod(opinion-7, public-6)
nsubj(supports-9, opinion-7)
advmod(supports-9, decisively-8)
conj(accomplished-4, supports-9)
det(government-11, the-10)
dobj(supports-9, government-11)
cc(government-11, and-12)
det(army-14, the-13)
conj(government-11, army-14)
punct(accomplished-4, ---15)
cc(accomplished-4, but-16)
punct(accomplished-4, ,-17)
prep(captured-31, on-18)
det(hand-21, the-19)
amod(hand-21, other-20)
pobj(on-18, hand-21)
punct(captured-31, ,-22)
nsubjpass(captured-31, none-23)
prep(none-23, of-24)
det(barons-28, the-25)
amod(barons-28, key-26)
nn(barons-28, drug-27)
pobj(of-24, barons-28)
aux(captured-31, have-29)
auxpass(captured-31, been-30)
conj(accomplished-4, captured-31)
punct(accomplished-4, .-32)

dep(lot-5, There-1)
aux(lot-5, has-2)
cop(lot-5, been-3)
det(lot-5, a-4)
root(ROOT-0, lot-5)
prep(lot-5, of-6)
pobj(of-6, talk-7)
mark(sustained-17, that-8)
det(portion-11, a-9)
amod(portion-11, large-10)
nsubjpass(sustained-17, portion-11)
prep(portion-11, of-12)
det(economy-15, the-13)
amod(economy-15, Colombian-14)
pobj(of-12, economy-15)
auxpass(sustained-17, is-16)
ccomp(talk-7, sustained-17)
prep(sustained-17, by-18)
det(laundering-20, the-19)
pobj(by-18, laundering-20)
prep(laundering-20, of-21)
nn(money-23, drug-22)
pobj(of-21, money-23)
punct(lot-5, .-24)

prep(is-6, In-1)
poss(opinion-3, my-2)
pobj(In-1, opinion-3)
punct(is-6, ,-4)
dep(is-6, this-5)
root(ROOT-0, is-6)
neg(is-6, not-7)
dep(is-6, true-8)
punct(is-6, .-9)

amod(money-3, Laundered-1)
nn(money-3, drug-2)
nsubj(served-5, money-3)
aux(served-5, has-4)
root(ROOT-0, served-5)
advmod(increase-8, only-6)
aux(increase-8, to-7)
xcomp(served-5, increase-8)
punct(increase-8, ,-9)
advmod(increase-8, unrealistically-10)
punct(increase-8, ,-11)
det(price-13, the-12)
dobj(increase-8, price-13)
prep(price-13, of-14)
amod(estate-16, real-15)
pobj(of-14, estate-16)
punct(increase-8, ,-17)
vmod(increase-8, creating-18)
amod(problems-20, serious-19)
dobj(creating-18, problems-20)
prep(problems-20, for-21)
amod(people-23, low-income-22)
pobj(for-21, people-23)
dep(aspire-25, who-24)
dep(people-23, aspire-25)
aux(own-27, to-26)
xcomp(aspire-25, own-27)
poss(homes-30, their-28)
amod(homes-30, own-29)
dobj(own-27, homes-30)
punct(served-5, .-31)

nn(money-2, Drug-1)
nsubj(gone-5, money-2)
aux(gone-5, has-3)
advmod(gone-5, also-4)
root(ROOT-0, gone-5)
aux(buy-7, to-6)
xcomp(gone-5, buy-7)
amod(cars-9, expensive-8)
nn(launches-13, cars-9)
punct(launches-13, ,-10)
conj(launches-13, airplanes-11)
punct(launches-13, ,-12)
dobj(buy-7, launches-13)
cc(launches-13, and-14)
conj(launches-13, nightclubs-15)
advmod(consumed-19, where-16)
dep(consumed-19, drugs-17)
auxpass(consumed-19, are-18)
ccomp(nightclubs-15, consumed-19)
punct(gone-5, .-20)

cc(kept-8, But-1)
nsubjpass(kept-8, most-2)
prep(most-2, of-3)
det(money-6, the-4)
nn(money-6, drug-5)
pobj(of-3, money-6)
auxpass(kept-8, is-7)
root(ROOT-0, kept-8)
prep(kept-8, in-9)
dep(in-9, investments-10)
cc(in-9, and-11)
conj(in-9, in-12)
amod(institutions-14, financial-13)
pobj(in-12, institutions-14)
prep(institutions-14, outside-15)
dep(outside-15, Colombia-16)
punct(kept-8, .-17)

prep(essential-11, In-1)
dep(In-1, fact-2)
punct(essential-11, ,-3)
det(cooperation-5, the-4)
nsubj(essential-11, cooperation-5)
prep(cooperation-5, of-6)
det(institutions-9, those-7)
amod(institutions-9, financial-8)
pobj(of-6, institutions-9)
cop(essential-11, is-10)
root(ROOT-0, essential-11)
prep(essential-11, to-12)
det(success-14, the-13)
pobj(to-12, success-14)
prep(success-14, of-15)
det(battle-18, the-16)
nn(battle-18, drug-17)
pobj(of-15, battle-18)
punct(essential-11, .-19)

dep(is-2, What-1)
csubj(prices-21, is-2)
prep(is-2, of-3)
advmod(more-5, much-4)
amod(importance-6, more-5)
pobj(of-3, importance-6)
prep(importance-6, to-7)
det(economy-10, the-8)
amod(economy-10, Colombian-9)
pobj(to-7, economy-10)
prep(importance-6, than-11)
det(benefits-14, the-12)
amod(benefits-14, supposed-13)
pobj(than-11, benefits-14)
prep(benefits-14, of-15)
amod(money-18, laundered-16)
nn(money-18, drug-17)
pobj(of-15, money-18)
cop(prices-21, is-19)
amod(prices-21, higher-20)
root(ROOT-0, prices-21)
prep(prices-21, for-22)
poss(products-26, Colombia-23)
possessive(Colombia-23, 's-24)
amod(products-26, legitimate-25)
pobj(for-22, products-26)
punct(prices-21, .-27)

det(price-2, The-1)
nsubj(gone-6, price-2)
prep(price-2, of-3)
dep(of-3, coffee-4)
aux(gone-6, has-5)
root(ROOT-0, gone-6)
advmod(gone-6, down-7)
quantmod(45-9, almost-8)
num(%-10, 45-9)
dobj(gone-6, %-10)
prep(gone-6, since-11)
det(beginning-13, the-12)
pobj(since-11, beginning-13)
prep(beginning-13, of-14)
det(year-16, the-15)
pobj(of-14, year-16)
punct(gone-6, ,-17)
prep(gone-6, to-18)
det(level-21, the-19)
amod(level-21, lowest-20)
pobj(to-18, level-21)
punct(after-23, -LRB--22)
prep(level-21, after-23)
dep(after-23, inflation-24)
punct(after-23, -RRB--25)
prep(level-21, since-26)
det(Depression-29, the-27)
nn(Depression-29, Great-28)
pobj(since-26, Depression-29)
punct(gone-6, .-30)

nn(conditions-2, Market-1)
nsubj(point-3, conditions-2)
root(ROOT-0, point-3)
prep(point-3, to-4)
dep(lower-6, even-5)
amod(prices-7, lower-6)
pobj(to-4, prices-7)
amod(year-9, next-8)
dep(prices-7, year-9)
punct(point-3, .-10)

det(cartel-4, The-1)
amod(cartel-4, 27-year-old-2)
nn(cartel-4, coffee-3)
nsubj(had-5, cartel-4)
root(ROOT-0, had-5)
aux(dissolved-9, to-6)
auxpass(dissolved-9, be-7)
advmod(dissolved-9, formally-8)
xcomp(had-5, dissolved-9)
det(summer-11, this-10)
tmod(dissolved-9, summer-11)
punct(had-5, .-12)

prep(earn-7, As-1)
det(result-3, a-2)
pobj(As-1, result-3)
punct(earn-7, ,-4)
dep(earn-7, Colombia-5)
aux(earn-7, will-6)
root(ROOT-0, earn-7)
npadvmod(less-11, $-8)
number(million-10, 500-9)
num($-8, million-10)
acomp(earn-7, less-11)
prep(less-11, from-12)
poss(coffee-14, its-13)
pobj(from-12, coffee-14)
det(year-16, this-15)
tmod(less-11, year-16)
prep(less-11, than-17)
dep(than-17, last-18)
punct(earn-7, .-19)

poss(growers-3, Our-1)
nn(growers-3, coffee-2)
nsubj(face-4, growers-3)
root(ROOT-0, face-4)
dobj(face-4, reductions-5)
prep(reductions-5, in-6)
poss(income-8, their-7)
pobj(in-6, income-8)
punct(face-4, ,-9)
cc(face-4, and-10)
dep(tempts-12, this-11)
conj(face-4, tempts-12)
dep(contemplate-15, them-13)
aux(contemplate-15, to-14)
xcomp(tempts-12, contemplate-15)
xcomp(contemplate-15, substituting-16)
nn(crops-18, coca-17)
dobj(substituting-16, crops-18)
prep(substituting-16, for-19)
dep(for-19, coffee-20)
punct(face-4, .-21)

nn(interests-2, U.S.-1)
nsubj(try-4, interests-2)
advmod(try-4, occasionally-3)
root(ROOT-0, try-4)
aux(impose-6, to-5)
xcomp(try-4, impose-6)
dobj(impose-6, barriers-7)
prep(barriers-7, to-8)
det(import-10, the-9)
pobj(to-8, import-10)
prep(import-10, of-11)
det(export-15, another-12)
amod(export-15, important-13)
amod(export-15, Colombian-14)
pobj(of-11, export-15)
punct(flowers-18, ---16)
amod(flowers-18, cut-17)
dep(export-15, flowers-18)
punct(flowers-18, ---19)
prep(import-10, into-20)
det(market-23, the-21)
amod(market-23, American-22)
pobj(into-20, market-23)
punct(try-4, .-24)

det(price-3, A-1)
amod(price-3, just-2)
nsubj(policy-17, price-3)
cc(price-3, and-4)
det(market-7, an-5)
amod(market-7, open-6)
conj(price-3, market-7)
prep(market-7, for-8)
dep(produces-11, what-9)
dep(produces-11, Colombian-10)
pcomp(for-8, produces-11)
cc(produces-11, and-12)
conj(produces-11, exports-13)
aux(policy-17, should-14)
cop(policy-17, be-15)
det(policy-17, the-16)
root(ROOT-0, policy-17)
prep(policy-17, of-18)
det(U.S.-20, the-19)
pobj(of-18, U.S.-20)
punct(policy-17, .-21)

dep(take-2, I-1)
root(ROOT-0, take-2)
dep(take-2, advantage-3)
prep(take-2, of-4)
det(opportunity-6, this-5)
pobj(of-4, opportunity-6)
vmod(opportunity-6, given-7)
prep(given-7, to-8)
dep(to-8, me-9)
prep(given-7, by-10)
det(Journal-14, The-11)
nn(Journal-14, Wall-12)
nn(Journal-14, Street-13)
pobj(by-10, Journal-14)
aux(make-16, to-15)
xcomp(take-2, make-16)
det(plea-18, a-17)
dobj(make-16, plea-18)
prep(make-16, to-19)
det(millions-21, the-20)
pobj(to-19, millions-21)
prep(millions-21, of-22)
pobj(of-22, readers-23)
prep(readers-23, of-24)
det(newspaper-26, this-25)
pobj(of-24, newspaper-26)
punct(make-16, ,-27)
aux(become-29, to-28)
vmod(make-16, become-29)
xcomp(become-29, soldiers-30)
amod(soldiers-30, dedicated-31)
prep(dedicated-31, to-32)
det(fight-34, the-33)
pobj(to-32, fight-34)
prep(fight-34, against-35)
det(use-37, the-36)
pobj(against-35, use-37)
prep(use-37, of-38)
dep(of-38, drugs-39)
punct(take-2, .-40)

det(gram-2, Each-1)
nsubj(bullet-9, gram-2)
prep(gram-2, of-3)
pobj(of-3, cocaine-4)
dep(cocaine-4, consumed-5)
cop(bullet-9, is-6)
det(bullet-9, a-7)
amod(bullet-9, deadly-8)
root(ROOT-0, bullet-9)
prep(bullet-9, against-10)
pobj(against-10, those-11)
prep(those-11, in-12)
poss(country-14, our-13)
pobj(in-12, country-14)
cc(in-12, and-15)
conj(in-12, in-16)
det(rest-18, the-17)
pobj(in-16, rest-18)
prep(rest-18, of-19)
det(world-21, the-20)
pobj(of-19, world-21)
dep(fight-23, who-22)
dep(those-11, fight-23)
det(scourge-26, this-24)
amod(scourge-26, terrible-25)
dobj(fight-23, scourge-26)
punct(bullet-9, .-27)

det(crusade-2, A-1)
nsubj(is-10, crusade-2)
prep(crusade-2, of-3)
dep(of-3, NO-4)
prep(of-3, to-5)
det(consumption-7, the-6)
pobj(to-5, consumption-7)
prep(consumption-7, of-8)
dep(of-8, drugs-9)
root(ROOT-0, is-10)
dep(is-10, imperative-11)
punct(is-10, .-12)

nn(Cano-2, Mr.-1)
nsubj(president-4, Cano-2)
cop(president-4, is-3)
root(ROOT-0, president-4)
prep(president-4, of-5)
nn(Espectador-7, El-6)
pobj(of-5, Espectador-7)
punct(Espectador-7, ,-8)
det(newspaper-10, a-9)
appos(Espectador-7, newspaper-10)
vmod(newspaper-10, founded-11)
prep(founded-11, by-12)
poss(grandfather-14, his-13)
pobj(by-12, grandfather-14)
punct(president-4, .-15)

dep(has-2, It-1)
root(ROOT-0, has-2)
amod(users-5, more-3)
nn(users-5, drug-4)
dobj(has-2, users-5)
mark(has-8, than-6)
dep(has-8, Boston-7)
dep(users-5, has-8)
dep(has-8, people-9)
punct(has-2, .-10)

num(thousand-2, Thirty-four-1)
nsubj(live-6, thousand-2)
prep(thousand-2, of-3)
poss(children-5, its-4)
pobj(of-3, children-5)
root(ROOT-0, live-6)
prep(live-6, in-7)
amod(homes-9, foster-8)
pobj(in-7, homes-9)
punct(live-6, ,-10)
mark(have-14, while-11)
num(residents-13, 50,000-12)
nsubj(have-14, residents-13)
advcl(live-6, have-14)
neg(homes-16, no-15)
dobj(have-14, homes-16)
advmod(homes-16, at-17)
pobj(at-17, all-18)
punct(live-6, .-19)

poss(base-3, Its-1)
nn(base-3, tax-2)
nsubj(is-4, base-3)
root(ROOT-0, is-4)
dep(is-4, shrinking-5)
punct(is-4, ,-6)
det(deficit-12, a-7)
amod(deficit-12, $-8)
number(billion-10, 1-9)
num($-8, billion-10)
nn(deficit-12, budget-11)
ccomp(is-4, deficit-12)
dep(deficit-12, looms-13)
punct(is-4, ,-14)
cc(is-4, and-15)
det(city-17, the-16)
nsubj(faces-18, city-17)
conj(is-4, faces-18)
nn(negotiations-20, contract-19)
dobj(faces-18, negotiations-20)
prep(negotiations-20, with-21)
det(unions-25, all-22)
amod(unions-25, major-23)
amod(unions-25, municipal-24)
pobj(with-21, unions-25)
amod(year-27, next-26)
tmod(faces-18, year-27)
punct(is-4, .-28)

dep(City-5, This-1)
cop(City-5, is-2)
nn(City-5, New-3)
nn(City-5, York-4)
root(ROOT-0, City-5)
punct(City-5, .-6)

advmod(settle-6, When-1)
det(dust-3, the-2)
nsubj(settle-6, dust-3)
cc(dust-3, and-4)
conj(dust-3, dirt-5)
advcl(politician-26, settle-6)
prep(settle-6, in-7)
det(race-11, an-8)
amod(race-11, extra-nasty-9)
amod(race-11, mayoral-10)
pobj(in-7, race-11)
punct(politician-26, ,-12)
det(man-14, the-13)
nsubj(politician-26, man-14)
advmod(likely-16, most-15)
amod(man-14, likely-16)
aux(gain-18, to-17)
xcomp(likely-16, gain-18)
dobj(gain-18, custody-19)
prep(custody-19, of-20)
predet(this-22, all-21)
pobj(of-20, this-22)
cop(politician-26, is-23)
det(politician-26, a-24)
nn(politician-26, career-25)
root(ROOT-0, politician-26)
vmod(politician-26, named-27)
nn(Dinkins-29, David-28)
dep(named-27, Dinkins-29)
punct(politician-26, .-30)

csubj(treat-13, Running-1)
det(nation-3, the-2)
poss(city-9, nation-3)
possessive(nation-3, 's-4)
amod(city-9, largest-5)
cc(largest-5, and-6)
advmod(ornery-8, most-7)
conj(largest-5, ornery-8)
dobj(Running-1, city-9)
aux(treat-13, may-10)
cop(treat-13, be-11)
neg(treat-13, no-12)
root(ROOT-0, treat-13)
punct(treat-13, ,-14)
cc(treat-13, but-15)
prep(knows-20, at-16)
mwe(at-16, least-17)
nn(Dinkins-19, Mr.-18)
nsubj(knows-20, Dinkins-19)
conj(treat-13, knows-20)
dep(expect-23, what-21)
aux(expect-23, to-22)
ccomp(knows-20, expect-23)
prep(expect-23, from-24)
dep(from-24, it-25)
punct(treat-13, .-26)

mark(hits-4, As-1)
det(campaign-3, the-2)
nsubj(hits-4, campaign-3)
advcl(have-13, hits-4)
det(stretch-7, the-5)
nn(stretch-7, home-6)
dobj(hits-4, stretch-7)
punct(have-13, ,-8)
advmod(have-13, however-9)
punct(have-13, ,-10)
dep(have-13, voters-11)
advmod(have-13, still-12)
root(ROOT-0, have-13)
advmod(little-15, very-14)
amod(idea-16, little-15)
dobj(have-13, idea-16)
dep(expect-20, what-17)
dep(expect-20, they-18)
aux(expect-20, can-19)
dep(idea-16, expect-20)
prep(expect-20, from-21)
dep(from-21, him-22)
punct(have-13, .-23)

prep(remains-10, After-1)
num(years-3, 25-2)
pobj(After-1, years-3)
prep(years-3, in-4)
nn(politics-6, city-5)
pobj(in-4, politics-6)
punct(remains-10, ,-7)
nn(Dinkins-9, David-8)
nsubj(remains-10, Dinkins-9)
root(ROOT-0, remains-10)
det(enigma-12, an-11)
xcomp(remains-10, enigma-12)
punct(remains-10, .-13)

det(president-7, The-1)
amod(president-7, soft-spoken-2)
punct(president-7, ,-3)
amod(president-7, silver-haired-4)
nn(president-7, Manhattan-5)
nn(president-7, borough-6)
nsubj(have-24, president-7)
punct(man-12, ---8)
det(man-12, the-9)
amod(man-12, first-10)
amod(man-12, black-11)
dep(president-7, man-12)
aux(win-14, to-13)
vmod(man-12, win-14)
det(nomination-17, the-15)
amod(nomination-17, Democratic-16)
dobj(win-14, nomination-17)
prep(nomination-17, for-18)
dep(for-18, mayor-19)
advmod(win-14, here-20)
punct(man-12, ---21)
aux(have-24, does-22)
neg(have-24, n't-23)
root(ROOT-0, have-24)
det(enemy-29, a-25)
amod(enemy-29, single-26)
amod(enemy-29, prominent-27)
amod(enemy-29, political-28)
dobj(have-24, enemy-29)
punct(have-24, .-30)

mark(described-5, While-1)
dep(described-5, he-2)
auxpass(described-5, is-3)
advmod(described-5, widely-4)
advcl(has-14, described-5)
