nsubjpass(expected-7, Confidence-1)
advmod(often-8, so-7)
advmod(burned-4, often-8)
mark(partial-14, that-9)
dep(partial-14, they-10)
cop(partial-14, are-11)
advmod(more-13, far-12)
advmod(partial-14, more-13)
advcl(often-8, partial-14)
prep(partial-14, to-15)
dep(to-15, gold-16)
punct(says-18, ,-17)
root(ROOT-0, says-18)
nn(Seiler-20, Urs-19)
nsubj(says-18, Seiler-20)
punct(Seiler-20, ,-21)
amod(president-24, senior-22)
nn(president-24, vice-23)
appos(Seiler-20, president-24)
prep(president-24, at-25)
nn(Bank-27, Union-26)
pobj(at-25, Bank-27)
prep(Bank-27, of-28)
dep(of-28, Switzerland-29)
punct(says-18, .-30)

advmod(rally-10, Yet-1)
mark(prices-4, if-2)
amod(prices-4, gold-3)
advcl(rally-10, prices-4)
dep(prices-4, improve-5)
punct(rally-10, ,-6)
amod(prices-8, silver-7)
nsubj(rally-10, prices-8)
aux(rally-10, could-9)
ccomp(says-14, rally-10)
advmod(rally-10, sharply-11)
punct(says-14, ,-12)
dep(says-14, he-13)
root(ROOT-0, says-14)
punct(says-14, .-15)

advmod(caution-4, However-1)
punct(caution-4, ,-2)
dep(caution-4, dealers-3)
root(ROOT-0, caution-4)
mark($-13, that-5)
det(increase-7, any-6)
nsubj($-13, increase-7)
aux($-13, would-8)
cop($-13, be-9)
dep($-13, $-10)
number($-13, 1-11)
dep($-13, to-12)
ccomp(caution-4, $-13)
num($-13, 2-14)
advmod($-13, at-15)
pobj(at-15, most-16)
punct(caution-4, .-17)

root(ROOT-0, Looking-1)
advmod(Looking-1, ahead-2)
prep(Looking-1, to-3)
amod(markets-6, other-4)
nn(markets-6, commodity-5)
pobj(to-3, markets-6)
det(week-8, this-7)
dep(markets-6, week-8)
punct(Looking-1, :-9)

root(ROOT-0, Livestock-1)
cc(Livestock-1, and-2)
conj(Livestock-1, Meats-3)

dep(expect-2, Analysts-1)
root(ROOT-0, expect-2)
det(prices-4, the-3)
dobj(expect-2, prices-4)
prep(prices-4, of-5)
amod(contracts-9, live-6)
nn(contracts-9, cattle-7)
nn(contracts-9, futures-8)
pobj(of-5, contracts-9)
aux(rise-11, to-10)
xcomp(expect-2, rise-11)
prep(rise-11, in-12)
dep(in-12, trading-13)
dep(rise-11, today-14)
prep(rise-11, in-15)
det(wake-17, the-16)
pobj(in-15, wake-17)
prep(wake-17, of-18)
det(census-22, a-19)
nn(census-22, government-20)
amod(census-22, quarterly-21)
pobj(of-18, census-22)
dep(found-24, that-23)
dep(census-22, found-24)
amod(cattle-26, fewer-than-expected-25)
dobj(found-24, cattle-26)
prep(found-24, on-27)
dep(on-27, feedlots-28)
punct(expect-2, .-29)

prep(reported-11, After-1)
det(close-3, the-2)
pobj(After-1, close-3)
prep(close-3, of-4)
dep(of-4, trading-5)
dep(reported-11, Friday-6)
punct(reported-11, ,-7)
det(Department-10, the-8)
nn(Department-10, Agriculture-9)
nsubj(reported-11, Department-10)
root(ROOT-0, reported-11)
mark(held-20, that-12)
nsubj(held-20, feedlots-13)
prep(feedlots-13, in-14)
det(states-19, the-15)
num(states-19, 13-16)
amod(states-19, biggest-17)
nn(states-19, ranch-18)
pobj(in-14, states-19)
ccomp(reported-11, held-20)
number(million-22, 8.06-21)
num(cattle-23, million-22)
dobj(held-20, cattle-23)
prep(held-20, on-24)
pobj(on-24, Oct.-25)
num(Oct.-25, 1-26)
punct(held-20, ,-27)
advmod(held-20, down-28)
num(%-30, 6-29)
pobj(down-28, %-30)
prep(down-28, from-31)
det(date-33, that-32)
pobj(from-31, date-33)
det(year-35, a-34)
npadvmod(earlier-36, year-35)
advmod(date-33, earlier-36)
punct(reported-11, .-37)

amod(analysts-2, Most-1)
nsubj(expected-4, analysts-2)
aux(expected-4, had-3)
root(ROOT-0, expected-4)
det(government-6, the-5)
dobj(expected-4, government-6)
aux(report-8, to-7)
xcomp(expected-4, report-8)
det(decline-12, a-9)
number(%-11, 4-10)
amod(decline-12, %-11)
dobj(report-8, decline-12)
punct(expected-4, .-13)

dep(fatten-2, Feedlots-1)
root(ROOT-0, fatten-2)
amod(cattle-4, young-3)
dobj(fatten-2, cattle-4)
prep(fatten-2, for-5)
dep(for-5, slaughter-6)
punct(fatten-2, ,-7)
dep(fatten-2, so-8)
det(decline-10, a-9)
nsubj(signals-11, decline-10)
parataxis(fatten-2, signals-11)
det(supply-14, a-12)
amod(supply-14, tightening-13)
dobj(signals-11, supply-14)
prep(supply-14, of-15)
dep(of-15, beef-16)
punct(fatten-2, .-17)

det(government-2, The-1)
nsubj(reported-3, government-2)
root(ROOT-0, reported-3)
mark(dropped-16, that-4)
det(number-6, the-5)
nsubj(dropped-16, number-6)
prep(number-6, of-7)
amod(cattle-9, young-8)
pobj(of-7, cattle-9)
vmod(number-6, placed-10)
prep(placed-10, on-11)
dep(on-11, feedlots-12)
prep(placed-10, during-13)
det(quarter-15, the-14)
pobj(during-13, quarter-15)
ccomp(reported-3, dropped-16)
num(%-18, 5-17)
dobj(dropped-16, %-18)
prep(dropped-16, compared-19)
pcomp(compared-19, with-20)
det(quarter-23, the-21)
amod(quarter-23, year-earlier-22)
pobj(with-20, quarter-23)
punct(reported-3, .-24)

amod(analysts-3, Many-1)
nn(analysts-3, industry-2)
nsubj(projecting-6, analysts-3)
aux(projecting-6, had-4)
aux(projecting-6, been-5)
root(ROOT-0, projecting-6)
det(decline-10, a-7)
number(%-9, 3-8)
amod(decline-10, %-9)
dobj(projecting-6, decline-10)
prep(decline-10, in-11)
dep(in-11, placements-12)
prep(projecting-6, for-13)
det(quarter-15, the-14)
pobj(for-13, quarter-15)
punct(projecting-6, .-16)

prep(forced-9, In-1)
det(quarter-4, the-2)
num(quarter-4, 1988-3)
pobj(In-1, quarter-4)
punct(forced-9, ,-5)
amod(farmers-7, many-6)
nsubjpass(forced-9, farmers-7)
auxpass(forced-9, were-8)
root(ROOT-0, forced-9)
aux(sell-11, to-10)
xcomp(forced-9, sell-11)
poss(cattle-13, their-12)
dobj(sell-11, cattle-13)
prep(sell-11, to-14)
nn(operators-16, feedlot-15)
pobj(to-14, operators-16)
mark(dried-20, because-17)
det(drought-19, the-18)
nsubj(dried-20, drought-19)
advcl(forced-9, dried-20)
dep(dried-20, out-21)
det(pasture-23, the-22)
dobj(dried-20, pasture-23)
prep(pasture-23, on-24)
poss(ranches-26, their-25)
pobj(on-24, ranches-26)
punct(forced-9, .-27)

det(number-2, The-1)
nsubj(was-12, number-2)
prep(number-2, of-3)
dep(of-3, cattle-4)
vmod(number-2, moving-5)
prep(moving-5, onto-6)
dep(onto-6, feedlots-7)
prep(moving-5, in-8)
det(quarter-11, the-9)
amod(quarter-11, recent-10)
pobj(in-8, quarter-11)
root(ROOT-0, was-12)
advmod(was-12, also-13)
dep(was-12, lower-14)
mark(profitable-20, because-15)
csubj(profitable-20, fattening-16)
dep(fattening-16, cattle-17)
cop(profitable-20, is-18)
advmod(profitable-20, less-19)
advcl(was-12, profitable-20)
punct(was-12, .-21)

det(shortage-2, A-1)
nsubj(made-7, shortage-2)
prep(shortage-2, of-3)
amod(cattle-5, young-4)
pobj(of-3, cattle-5)
aux(made-7, has-6)
root(ROOT-0, made-7)
dep(expensive-10, them-8)
advmod(expensive-10, more-9)
acomp(made-7, expensive-10)
mark(buy-15, for-11)
nn(operators-13, feedlot-12)
nsubj(buy-15, operators-13)
aux(buy-15, to-14)
ccomp(expensive-10, buy-15)
punct(made-7, .-16)

det(Department-3, The-1)
nn(Department-3, Agriculture-2)
nsubj(said-5, Department-3)
advmod(said-5, also-4)
root(ROOT-0, said-5)
mark(dropped-16, that-6)
det(number-8, the-7)
nsubj(dropped-16, number-8)
prep(number-8, of-9)
amod(cattle-11, fattened-10)
pobj(of-9, cattle-11)
vmod(cattle-11, slaughtered-12)
prep(slaughtered-12, in-13)
det(quarter-15, the-14)
pobj(in-13, quarter-15)
ccomp(said-5, dropped-16)
prep(dropped-16, by-17)
num(%-19, 5-18)
pobj(by-17, %-19)
prep(dropped-16, from-20)
det(quarter-23, the-21)
num(quarter-23, 1988-22)
pobj(from-20, quarter-23)
punct(quarter-23, ,-24)
dep(was-26, which-25)
dep(quarter-23, was-26)
prep(was-26, in-27)
pobj(in-27, line-28)
prep(line-28, with-29)
pobj(with-29, projections-30)
prep(projections-30, by-31)
dep(by-31, analysts-32)
punct(said-5, .-33)

root(ROOT-0, Energy-1)

poss(drop-5, Friday-1)
possessive(Friday-1, 's-2)
amod(drop-5, 44-cent-a-barrel-3)
nn(drop-5, price-4)
nsubj(set-21, drop-5)
prep(drop-5, to-6)
pobj(to-6, $-7)
num($-7, 19.98-8)
prep(drop-5, in-9)
det(contract-13, the-10)
amod(contract-13, expiring-11)
nn(contract-13, November-12)
pobj(in-9, contract-13)
prep(contract-13, for-14)
nn(crude-18, West-15)
nn(crude-18, Texas-16)
nn(crude-18, Intermediate-17)
pobj(for-14, crude-18)
aux(set-21, may-19)
advmod(set-21, well-20)
root(ROOT-0, set-21)
det(tone-23, the-22)
dobj(set-21, tone-23)
prep(set-21, for-24)
pobj(for-24, trading-25)
det(week-27, this-26)
dep(trading-25, week-27)
prep(trading-25, in-28)
nn(futures-30, petroleum-29)
pobj(in-28, futures-30)
prep(trading-25, on-31)
det(Exchange-36, the-32)
nn(Exchange-36, New-33)
nn(Exchange-36, York-34)
nn(Exchange-36, Mercantile-35)
pobj(on-31, Exchange-36)
punct(set-21, .-37)

amod(traders-2, Most-1)
nsubj(attributed-5, traders-2)
cc(traders-2, and-3)
conj(traders-2, analysts-4)
root(ROOT-0, attributed-5)
det(decline-7, the-6)
dobj(attributed-5, decline-7)
prep(attributed-5, to-8)
amod(factors-10, technical-9)
pobj(to-8, factors-10)
vmod(factors-10, associated-11)
prep(associated-11, with-12)
det(contract-14, the-13)
nsubj(going-16, contract-14)
possessive(contract-14, 's-15)
pcomp(with-12, going-16)
prep(going-16, off-17)
det(board-19, the-18)
pobj(off-17, board-19)
punct(attributed-5, .-20)

dep(said-2, Others-1)
root(ROOT-0, said-2)
mark(continued-6, that-3)
det(drop-5, the-4)
nsubj(continued-6, drop-5)
ccomp(said-2, continued-6)
det(correction-9, the-7)
amod(correction-9, downward-8)
dobj(continued-6, correction-9)
dep(been-12, that-10)
auxpass(been-12, 's-11)
dep(correction-9, been-12)
dep(been-12, due-13)
prep(been-12, in-14)
det(pits-17, the-15)
nn(pits-17, petroleum-16)
pobj(in-14, pits-17)
cc(continued-6, and-18)
mark(continue-25, that-19)
predet(trend-22, such-20)
det(trend-22, a-21)
nsubj(continue-25, trend-22)
aux(continue-25, could-23)
advmod(continue-25, well-24)
conj(continued-6, continue-25)
prep(continue-25, in-26)
det(sessions-31, the-27)
amod(sessions-31, next-28)
amod(sessions-31, several-29)
nn(sessions-31, trading-30)
pobj(in-26, sessions-31)
punct(said-2, .-32)

prep(test-14, Barring-1)
det(events-5, any-2)
amod(events-5, petroleum-related-3)
nn(events-5, news-4)
pobj(Barring-1, events-5)
punct(test-14, ,-6)
nsubj(test-14, trading-7)
prep(trading-7, in-8)
det(days-10, the-9)
pobj(in-8, days-10)
advmod(days-10, ahead-11)
aux(test-14, should-12)
advmod(test-14, further-13)
root(ROOT-0, test-14)
amod(projections-16, recent-15)
dobj(test-14, projections-16)
prep(projections-16, by-17)
nn(economists-19, oil-18)
pobj(by-17, economists-19)
cc(economists-19, and-20)
amod(watchers-23, other-21)
nn(watchers-23, market-22)
conj(economists-19, watchers-23)
mark(keep-29, that-24)
amod(demand-27, strong-25)
amod(demand-27, fourth-quarter-26)
nsubj(keep-29, demand-27)
aux(keep-29, will-28)
dep(projections-16, keep-29)
dep(firm-31, prices-30)
dep(keep-29, firm-31)
punct(test-14, .-32)

root(ROOT-0, Copper-1)

nn(prices-2, Copper-1)
nsubj(fell-3, prices-2)
root(ROOT-0, fell-3)
advmod(fell-3, sharply-4)
nn(afternoon-6, Friday-5)
dobj(fell-3, afternoon-6)
punct(fell-3, .-7)

prep(settled-8, For-1)
dep(For-1, example-2)
punct(settled-8, ,-3)
nsubj(settled-8, copper-4)
prep(copper-4, for-5)
nn(delivery-7, December-6)
pobj(for-5, delivery-7)
root(ROOT-0, settled-8)
num(cents-10, 4.5-9)
npadvmod(lower-11, cents-10)
advmod(settled-8, lower-11)
prep(settled-8, at-12)
pobj(at-12, $-13)
num($-13, 1.2345-14)
det(pound-16, a-15)
dep($-13, pound-16)
punct(settled-8, .-17)

dep(came-2, Pressure-1)
root(ROOT-0, came-2)
prep(came-2, from-3)
amod(developments-5, several-4)
pobj(from-3, developments-5)
prep(developments-5, including-6)
det(settlement-8, the-7)
pobj(including-6, settlement-8)
prep(settlement-8, of-9)
num(strikes-12, two-10)
amod(strikes-12, long-term-11)
pobj(of-9, strikes-12)
punct(came-2, .-13)

prep(ratified-10, On-1)
dep(On-1, Friday-2)
punct(said-6, ,-3)
num(analyst-5, one-4)
nsubj(said-6, analyst-5)
parataxis(ratified-10, said-6)
punct(said-6, ,-7)
amod(workers-9, rank-and-file-8)
nsubj(ratified-10, workers-9)
root(ROOT-0, ratified-10)
det(agreement-14, a-11)
amod(agreement-14, new-12)
nn(agreement-14, labor-13)
dobj(ratified-10, agreement-14)
vmod(agreement-14, ending-15)
det(strike-18, a-16)
amod(strike-18, three-month-17)
dobj(ending-15, strike-18)
prep(strike-18, at-19)
det(mine-23, the-20)
nn(mine-23, Highland-21)
nn(mine-23, Valley-22)
pobj(at-19, mine-23)
prep(mine-23, in-24)
nn(Columbia-26, British-25)
pobj(in-24, Columbia-26)
punct(ratified-10, .-27)

prep(accepted-33, In-1)
dep(In-1, Mexico-2)
punct(analyst-5, ,-3)
det(analyst-5, the-4)
parataxis(accepted-33, analyst-5)
dep(analyst-5, added-6)
punct(analyst-5, ,-7)
nsubj(accepted-33, employees-8)
prep(employees-8, at-9)
det(mine-12, the-10)
nn(mine-12, Cananea-11)
pobj(at-9, mine-12)
punct(employees-8, ,-13)
dep(been-16, who-14)
aux(been-16, have-15)
ccomp(employees-8, been-16)
prep(been-16, out-17)
pcomp(out-17, of-18)
dep(of-18, work-19)
prep(been-16, since-20)
amod(August-22, late-21)
pobj(since-20, August-22)
advmod(declared-27, when-23)
det(mine-25, the-24)
nsubjpass(declared-27, mine-25)
auxpass(declared-27, was-26)
dep(August-22, declared-27)
dep(declared-27, bankrupt-28)
prep(declared-27, by-29)
det(government-31, the-30)
pobj(by-29, government-31)
punct(accepted-33, ,-32)
root(ROOT-0, accepted-33)
det(cut-37, a-34)
number(%-36, 35-35)
amod(cut-37, %-36)
dobj(accepted-33, cut-37)
prep(cut-37, in-38)
det(force-42, the-39)
amod(force-42, 3,800-man-40)
nn(force-42, work-41)
pobj(in-38, force-42)
punct(accepted-33, .-43)

det(mine-2, The-1)
nsubjpass(expected-4, mine-2)
auxpass(expected-4, is-3)
root(ROOT-0, expected-4)
aux(return-6, to-5)
xcomp(expected-4, return-6)
prep(return-6, to-7)
dep(to-7, production-8)
prep(return-6, in-9)
advmod(week-12, about-10)
det(week-12, a-11)
pobj(in-9, week-12)
punct(expected-4, .-13)

prep(dominated-5, On-1)
dep(On-1, Friday-2)
punct(dominated-5, ,-3)
dep(dominated-5, selling-4)
root(ROOT-0, dominated-5)
det(session-11, the-6)
nn(session-11, afternoon-7)
punct(session-11, ``-8)
nn(session-11, curb-9)
punct(session-11, ''-10)
dobj(dominated-5, session-11)
prep(session-11, in-12)
dep(in-12, London-13)
punct(session-11, ,-14)
dep(takes-16, which-15)
dep(session-11, takes-16)
dep(takes-16, place-17)
prep(takes-16, at-18)
nn(EDT-20, noon-19)
pobj(at-18, EDT-20)
punct(dominated-5, .-21)

det(premium-2, The-1)
nsubj(narrowed-11, premium-2)
prep(premium-2, of-3)
nn(copper-5, cash-4)
pobj(of-3, copper-5)
prep(premium-2, to-6)
det(offerings-10, the-7)
amod(offerings-10, three-month-8)
amod(offerings-10, forward-9)
pobj(to-6, offerings-10)
root(ROOT-0, narrowed-11)
punct(narrowed-11, ,-12)
xcomp(narrowed-11, indicating-13)
amod(demand-15, weaker-14)
dobj(indicating-13, demand-15)
prep(demand-15, for-16)
nn(copper-18, cash-17)
pobj(for-16, copper-18)
punct(narrowed-11, .-19)

amod(support-2, Long-term-1)
nsubjpass(believed-8, support-2)
prep(support-2, for-3)
det(contract-6, the-4)
nn(contract-6, December-5)
pobj(for-3, contract-6)
auxpass(believed-8, was-7)
root(ROOT-0, believed-8)
aux(be-10, to-9)
xcomp(believed-8, be-10)
prep(be-10, at-11)
pobj(at-11, $-12)
num($-12, 1.25-13)
det(pound-15, a-14)
dep($-12, pound-15)
punct(believed-8, .-16)

det(analyst-3, A-1)
amod(analyst-3, technical-2)
nsubj(said-4, analyst-3)
root(ROOT-0, said-4)
dep(were-6, there-5)
ccomp(said-4, were-6)
det(number-8, a-7)
dep(were-6, number-8)
prep(number-8, of-9)
amod(orders-11, stop-loss-10)
pobj(of-9, orders-11)
prep(number-8, under-12)
det(level-14, that-13)
pobj(under-12, level-14)
dep(touched-17, that-15)
auxpass(touched-17, were-16)
dep(number-8, touched-17)
dep(touched-17, off-18)
advmod(fell-24, when-19)
det(contract-21, the-20)
poss(price-23, contract-21)
possessive(contract-21, 's-22)
nsubj(fell-24, price-23)
ccomp(touched-17, fell-24)
prep(fell-24, below-25)
dep(below-25, it-26)
punct(said-4, .-27)

dep(brought-2, That-1)
root(ROOT-0, brought-2)
advmod(brought-2, in-3)
amod(selling-6, considerable-4)
nn(selling-6, fund-5)
dobj(brought-2, selling-6)
punct(selling-6, ,-7)
dep(continued-9, which-8)
dep(selling-6, continued-9)
prep(continued-9, until-10)
det(close-12, the-11)
pobj(until-10, close-12)
prep(close-12, of-13)
dep(of-13, trading-14)
punct(brought-2, .-15)

punct(said-12, ``-1)
prep(close-9, In-2)
dep(In-2, general-3)
punct(close-9, ,-4)
dep(close-9, it-5)
cop(close-9, was-6)
det(close-9, a-7)
amod(close-9, bearish-8)
ccomp(said-12, close-9)
punct(said-12, ,-10)
punct(said-12, ''-11)
root(ROOT-0, said-12)
nn(Hanauer-14, Ben-13)
nsubj(said-12, Hanauer-14)
punct(Hanauer-14, ,-15)
det(trader-18, a-16)
nn(trader-18, copper-17)
appos(Hanauer-14, trader-18)
prep(trader-18, at-19)
nn(Wolff-21, Rudolph-20)
pobj(at-19, Wolff-21)
cc(Wolff-21, &-22)
conj(Wolff-21, Co.-23)
punct(Wolff-21, ,-24)
det(trading-28, a-25)
amod(trading-28, major-26)
nn(trading-28, commodities-27)
appos(Wolff-21, trading-28)
cc(trading-28, and-29)
nn(firm-31, brokerage-30)
conj(trading-28, firm-31)
punct(said-12, .-32)

cc(know-18, But-1)
mark(has-6, whether-2)
det(break-5, this-3)
nn(break-5, price-4)
nsubj(has-6, break-5)
csubj(know-18, has-6)
dobj(has-6, implications-7)
prep(implications-7, for-8)
det(week-10, this-9)
pobj(for-8, week-10)
punct(said-13, ,-11)
dep(said-13, he-12)
parataxis(know-18, said-13)
punct(said-13, ,-14)
punct(know-18, ``-15)
dep(know-18, we-16)
aux(know-18, will-17)
root(ROOT-0, know-18)
advmod(know-18, more-19)
advmod(released-29, when-20)
det(levels-27, the-21)
nn(levels-27, London-22)
nn(levels-27, Metal-23)
nn(levels-27, Exchange-24)
nn(levels-27, copper-25)
nn(levels-27, stock-26)
nsubjpass(released-29, levels-27)
auxpass(released-29, are-28)
ccomp(know-18, released-29)
nn(morning-31, Monday-30)
tmod(released-29, morning-31)
punct(know-18, .-32)
punct(know-18, ''-33)

det(analyst-2, Another-1)
nsubj(said-3, analyst-2)
root(ROOT-0, said-3)
dep(expected-5, he-4)
ccomp(said-3, expected-5)
nn(inventories-7, LME-6)
dobj(expected-5, inventories-7)
aux(down-10, to-8)
cop(down-10, be-9)
xcomp(expected-5, down-10)
prep(down-10, by-11)
advmod(tons-14, about-12)
num(tons-14, 15,000-13)
pobj(by-11, tons-14)
advmod(issued-20, when-15)
det(report-18, the-16)
amod(report-18, weekly-17)
nsubjpass(issued-20, report-18)
auxpass(issued-20, is-19)
ccomp(down-10, issued-20)
punct(said-3, .-21)

nn(Savaiko-2, Bernard-1)
nsubj(said-11, Savaiko-2)
punct(Savaiko-2, ,-3)
amod(analyst-6, senior-4)
nn(analyst-6, commodities-5)
appos(Savaiko-2, analyst-6)
prep(analyst-6, at-7)
nn(Inc.-9, PaineWebber-8)
pobj(at-7, Inc.-9)
punct(Savaiko-2, ,-10)
root(ROOT-0, said-11)
mark(perceived-31, that-12)
advmod(saw-15, when-13)
dep(saw-15, traders-14)
dep(perceived-31, saw-15)
det(market-17, the-16)
nsubj(reacting-20, market-17)
aux(reacting-20, was-18)
neg(reacting-20, n't-19)
ccomp(saw-15, reacting-20)
advmod(reacting-20, positively-21)
prep(reacting-20, to-22)
det(forecasts-24, the-23)
pobj(to-22, forecasts-24)
prep(forecasts-24, of-25)
amod(stocks-28, lower-26)
nn(stocks-28, LME-27)
pobj(of-25, stocks-28)
punct(perceived-31, ,-29)
dep(perceived-31, they-30)
ccomp(said-11, perceived-31)
det(sign-34, a-32)
amod(sign-34, bearish-33)
dobj(perceived-31, sign-34)
punct(said-11, .-35)

dep(noted-3, He-1)
advmod(noted-3, also-2)
root(ROOT-0, noted-3)
mark(pulled-22, that-4)
det(Japanese-6, the-5)
nsubj(pulled-22, Japanese-6)
punct(Japanese-6, ,-7)
dep(buying-11, who-8)
aux(buying-11, had-9)
aux(buying-11, been-10)
dep(Japanese-6, buying-11)
prep(buying-11, at-12)
pobj(at-12, prices-13)
advmod(above-15, just-14)
prep(prices-13, above-15)
det(level-19, the-16)
amod(level-19, $-17)
number($-17, 1.25-18)
pobj(above-15, level-19)
punct(Japanese-6, ,-20)
advmod(pulled-22, apparently-21)
ccomp(noted-3, pulled-22)
advmod(pulled-22, back-23)
prep(back-23, from-24)
det(market-26, the-25)
pobj(from-24, market-26)
prep(pulled-22, on-27)
dep(on-27, Friday-28)
punct(noted-3, .-29)

nn(Savaiko-2, Mr.-1)
nsubj(said-3, Savaiko-2)
root(ROOT-0, said-3)
dep(sees-5, he-4)
ccomp(said-3, sees-5)
det(possibility-7, a-6)
dobj(sees-5, possibility-7)
prep(possibility-7, of-8)
det(contract-11, the-9)
nn(contract-11, December-10)
nsubj(dropping-12, contract-11)
pcomp(of-8, dropping-12)
prep(dropping-12, to-13)
pobj(to-13, $-14)
num($-14, 1.05-15)
det(pound-17, a-16)
dep($-14, pound-17)
punct(said-3, .-18)

nn(Co.-2, Hewlett-Packard-1)
nsubj(announce-4, Co.-2)
aux(announce-4, will-3)
root(ROOT-0, announce-4)
dep(announce-4, today-5)
det(program-8, a-6)
nn(program-8, software-7)
dobj(announce-4, program-8)
dobj(speed-16, that-9)
dep(program-8, allows-10)
dobj(allows-10, computers-11)
prep(computers-11, in-12)
det(network-14, a-13)
pobj(in-12, network-14)
aux(speed-16, to-15)
xcomp(allows-10, speed-16)
dep(speed-16, up-17)
nn(tasks-19, computing-18)
dobj(speed-16, tasks-19)
prep(speed-16, by-20)
pcomp(by-20, sending-21)
det(tasks-23, the-22)
dobj(sending-21, tasks-23)
prep(sending-21, to-24)
det(other-26, each-25)
pobj(to-24, other-26)
punct(announce-4, .-27)

ccomp(acts-7, Called-1)
nn(Broker-3, Task-2)
dep(Called-1, Broker-3)
punct(acts-7, ,-4)
det(program-6, the-5)
nsubj(acts-7, program-6)
root(ROOT-0, acts-7)
dep(like-9, something-8)
prep(acts-7, like-9)
det(auctioneer-11, an-10)
pobj(like-9, auctioneer-11)
prep(auctioneer-11, among-12)
det(group-14, a-13)
pobj(among-12, group-14)
prep(group-14, of-15)
dep(of-15, computers-16)
vmod(group-14, wired-17)
advmod(wired-17, together-18)
punct(acts-7, .-19)

mark(has-4, If-1)
det(machine-3, a-2)
nsubj(has-4, machine-3)
advcl(asks-12, has-4)
det(task-8, a-5)
amod(task-8, big-6)
nn(task-8, computing-7)
dobj(has-4, task-8)
punct(asks-12, ,-9)
nn(Broker-11, Task-10)
nsubj(asks-12, Broker-11)
root(ROOT-0, asks-12)
amod(computers-14, other-13)
dobj(asks-12, computers-14)
prep(computers-14, in-15)
det(network-17, the-16)
pobj(in-15, network-17)
prep(asks-12, for-18)
punct(bids-20, ``-19)
pobj(for-18, bids-20)
punct(bids-20, ''-21)
prep(bids-20, on-22)
det(job-24, the-23)
pobj(on-22, job-24)
punct(asks-12, .-25)

dep(determines-3, It-1)
advmod(determines-3, then-2)
root(ROOT-0, determines-3)
det(machine-5, which-4)
nsubj(free-7, machine-5)
cop(free-7, is-6)
ccomp(determines-3, free-7)
aux(do-9, to-8)
xcomp(free-7, do-9)
det(task-11, the-10)
dobj(do-9, task-11)
advmod(quickly-13, most-12)
advmod(do-9, quickly-13)
cc(determines-3, and-14)
conj(determines-3, sends-15)
det(task-17, the-16)
dobj(sends-15, task-17)
prep(sends-15, to-18)
det(machine-20, that-19)
pobj(to-18, machine-20)
punct(determines-3, .-21)

dep(claims-2, Hewlett-Packard-1)
root(ROOT-0, claims-2)
mark(allows-6, that-3)
det(software-5, the-4)
nsubj(allows-6, software-5)
ccomp(claims-2, allows-6)
det(network-8, a-7)
dobj(allows-6, network-8)
aux(run-10, to-9)
xcomp(allows-6, run-10)
number(times-12, three-11)
dep(many-14, times-12)
dep(many-14, as-13)
dep(tasks-15, many-14)
dobj(run-10, tasks-15)
prep(tasks-15, as-16)
amod(networks-18, conventional-17)
pobj(as-16, networks-18)
cc(allows-6, and-19)
aux(run-21, will-20)
conj(allows-6, run-21)
det(task-23, each-22)
dobj(run-21, task-23)
advmod(as-25, twice-24)
advmod(run-21, as-25)
advmod(as-25, fast-26)
punct(claims-2, .-27)

det(program-4, The-1)
amod(program-4, new-2)
nn(program-4, Hewlett-Packard-3)
nsubj(block-25, program-4)
punct(said-6, ,-5)
parataxis(block-25, said-6)
nn(McCarthy-9, analyst-7)
nn(McCarthy-9, John-8)
nsubj(said-6, McCarthy-9)
prep(McCarthy-9, at-10)
nn(Inc.-13, Forrester-11)
nn(Inc.-13, Research-12)
pobj(at-10, Inc.-13)
punct(Inc.-13, ,-14)
det(company-18, a-15)
amod(company-18, computer-market-16)
nn(company-18, research-17)
appos(Inc.-13, company-18)
punct(said-6, ,-19)
punct(block-25, ``-20)
cop(block-25, is-21)
det(block-25, a-22)
amod(block-25, key-23)
nn(block-25, building-24)
root(ROOT-0, block-25)
mark(move-28, as-26)
dep(move-28, people-27)
advcl(block-25, move-28)
prep(move-28, to-29)
det(model-32, this-30)
amod(model-32, new-31)
pobj(to-29, model-32)
prep(model-32, of-33)
amod(processing-35, distributed-34)
pobj(of-33, processing-35)
punct(block-25, .-36)
punct(block-25, ''-37)

prep(sit-10, In-1)
poss(networks-5, today-2)
possessive(today-2, 's-3)
nn(networks-5, computer-4)
pobj(In-1, networks-5)
punct(sit-10, ,-6)
det(machines-8, some-7)
nsubj(sit-10, machines-8)
advmod(sit-10, often-9)
root(ROOT-0, sit-10)
dep(sit-10, idle-11)
mark(overtaxed-15, while-12)
dep(overtaxed-15, others-13)
auxpass(overtaxed-15, are-14)
advcl(sit-10, overtaxed-15)
punct(sit-10, .-16)

prep(get-11, With-1)
det(program-4, the-2)
nn(program-4, Hewlett-Packard-3)
pobj(With-1, program-4)
punct(said-7, ,-5)
dep(said-7, he-6)
parataxis(get-11, said-7)
punct(said-7, ,-8)
punct(get-11, ``-9)
dep(get-11, You-10)
root(ROOT-0, get-11)
amod(bang-13, more-12)
dobj(get-11, bang-13)
prep(bang-13, for-14)
det(buck-16, the-15)
pobj(for-14, buck-16)
dep(spent-19, you-17)
aux(spent-19, 've-18)
