dep(want-3, Consumers-1)
dep(suffered-24, it-23)
rcmod(disruptions-22, suffered-24)
det(year-26, this-25)
tmod(suffered-24, year-26)
punct(series-19, .-27)

cc(expanding-4, But-1)
dep(expanding-4, Daewoo-2)
aux(expanding-4, is-3)
root(ROOT-0, expanding-4)
advmod(expanding-4, too-5)
punct(expanding-4, .-6)

prep(plans-14, In-1)
dep(In-1, fact-2)
punct(plans-14, ,-3)
det(company-6, a-4)
nn(company-6, sister-5)
nsubj(plans-14, company-6)
punct(company-6, ,-7)
nn(Shipbuilding-9, Daewoo-8)
appos(company-6, Shipbuilding-9)
cc(Shipbuilding-9, and-10)
nn(Machinery-12, Heavy-11)
conj(Shipbuilding-9, Machinery-12)
punct(company-6, ,-13)
root(ROOT-0, plans-14)
aux(build-16, to-15)
xcomp(plans-14, build-16)
num(minicars-18, 240,000-17)
dobj(build-16, minicars-18)
prep(build-16, by-19)
det(mid-1990s-21, the-20)
pobj(by-19, mid-1990s-21)
punct(plans-14, .-22)

nsubj(plans-14, Hyundai-1)
punct(Hyundai-1, ,-2)
det(leader-6, the-3)
amod(leader-6, Korean-4)
nn(leader-6, market-5)
dep(Hyundai-1, leader-6)
prep(leader-6, with-7)
det(share-11, a-8)
number(%-10, 58-9)
amod(share-11, %-10)
pobj(with-7, share-11)
punct(Hyundai-1, ,-12)
advmod(plans-14, also-13)
root(ROOT-0, plans-14)
aux(jump-16, to-15)
xcomp(plans-14, jump-16)
prep(jump-16, into-17)
dep(into-17, minicars-18)
prep(jump-16, at-19)
det(time-22, the-20)
amod(time-22, same-21)
pobj(at-19, time-22)
punct(plans-14, .-23)

dep(has-2, It-1)
root(ROOT-0, has-2)
det(project-5, a-3)
amod(project-5, similar-4)
dobj(has-2, project-5)
prep(project-5, for-6)
num(cars-8, 200,000-7)
pobj(for-6, cars-8)
det(year-10, a-9)
dep(cars-8, year-10)
punct(has-2, .-11)

dep(considering-5, Kia-1)
aux(considering-5, is-2)
advmod(considering-5, reportedly-3)
advmod(considering-5, also-4)
root(ROOT-0, considering-5)
amod(plan-8, such-6)
dep(such-6, a-7)
dobj(considering-5, plan-8)
punct(considering-5, .-9)

advmod(Group-4, Even-1)
amod(Group-4, giant-2)
nn(Group-4, Samsung-3)
nsubjpass(rumored-6, Group-4)
auxpass(rumored-6, is-5)
root(ROOT-0, rumored-6)
prep(rumored-6, in-7)
det(press-10, the-8)
amod(press-10, Korean-9)
pobj(in-7, press-10)
aux(considering-13, to-11)
aux(considering-13, be-12)
xcomp(rumored-6, considering-13)
vmod(considering-13, getting-14)
prep(getting-14, into-15)
det(business-18, the-16)
nn(business-18, auto-making-17)
pobj(into-15, business-18)
punct(rumored-6, ;-19)
det(spokesman-22, a-20)
nn(spokesman-22, company-21)
nsubj(had-23, spokesman-22)
parataxis(rumored-6, had-23)
neg(comment-25, no-24)
dobj(had-23, comment-25)
punct(rumored-6, .-26)

nn(Bulseco-3, Robert-1)
nn(Bulseco-3, P.-2)
nsubjpass(named-10, Bulseco-3)
punct(Bulseco-3, ,-4)
num(years-6, 44-5)
npadvmod(old-7, years-6)
amod(Bulseco-3, old-7)
punct(Bulseco-3, ,-8)
auxpass(named-10, was-9)
root(ROOT-0, named-10)
xcomp(named-10, president-11)
cc(president-11, and-12)
amod(officer-15, chief-13)
amod(officer-15, administrative-14)
conj(president-11, officer-15)
prep(president-11, of-16)
det(bank-20, this-17)
amod(bank-20, regional-18)
amod(bank-20, commercial-19)
pobj(of-16, bank-20)
punct(named-10, .-21)

det(posts-2, Both-1)
nsubj(been-4, posts-2)
aux(been-4, had-3)
root(ROOT-0, been-4)
dep(been-4, vacant-5)
punct(been-4, .-6)

nn(Robie-2, Robert-1)
nsubjpass(named-7, Robie-2)
punct(Robie-2, ,-3)
num(Robie-2, 51-4)
punct(Robie-2, ,-5)
auxpass(named-7, was-6)
root(ROOT-0, named-7)
prep(named-7, to-8)
det(positions-11, the-9)
amod(positions-11, new-10)
pobj(to-8, positions-11)
prep(positions-11, of-12)
nn(chairman-14, vice-13)
pobj(of-12, chairman-14)
cc(chairman-14, and-15)
amod(officer-18, chief-16)
nn(officer-18, credit-17)
conj(chairman-14, officer-18)
punct(named-7, .-19)

amod(investors-5, Many-1)
amod(investors-5, skittish-2)
amod(investors-5, mutual-3)
nn(investors-5, fund-4)
nsubj(picked-6, investors-5)
root(ROOT-0, picked-6)
dep(picked-6, up-7)
det(phone-9, the-8)
dobj(picked-6, phone-9)
dep(picked-6, yesterday-10)
punct(picked-6, ,-11)
cc(picked-6, but-12)
conj(picked-6, decided-13)
neg(cash-16, not-14)
aux(cash-16, to-15)
xcomp(decided-13, cash-16)
dep(cash-16, in-17)
poss(chips-19, their-18)
dobj(cash-16, chips-19)
prep(cash-16, after-20)
dep(after-20, all-21)
punct(picked-6, .-22)

mark(bounced-5, As-1)
det(market-4, the-2)
nn(market-4, stock-3)
nsubj(bounced-5, market-4)
advcl(amounted-14, bounced-5)
advmod(bounced-5, back-6)
punct(amounted-14, ,-7)
nsubj(amounted-14, withdrawals-8)
prep(withdrawals-8, of-9)
dep(of-9, money-10)
prep(withdrawals-8, from-11)
nn(funds-13, stock-12)
pobj(from-11, funds-13)
root(ROOT-0, amounted-14)
prep(amounted-14, to-15)
det(trickle-18, a-16)
amod(trickle-18, mere-17)
pobj(to-15, trickle-18)
prep(amounted-14, compared-19)
pcomp(compared-19, with-20)
nn(Monday-22, Black-21)
pobj(with-20, Monday-22)
punct(Monday-22, ,-23)
advmod(dumped-26, when-24)
dep(dumped-26, investors-25)
dep(Monday-22, dumped-26)
dobj(dumped-26, $-27)
number(billion-29, 2.3-28)
num($-27, billion-29)
punct($-27, ,-30)
cc($-27, or-31)
quantmod(2-33, about-32)
num(%-34, 2-33)
conj($-27, %-34)
prep(%-34, of-35)
nn(assets-37, stock-fund-36)
pobj(of-35, assets-37)
punct(amounted-14, .-38)

nn(Investments-2, Fidelity-1)
nsubj(said-11, Investments-2)
punct(Investments-2, ,-3)
det(nation-5, the-4)
poss(company-9, nation-5)
possessive(nation-5, 's-6)
amod(company-9, largest-7)
nn(company-9, fund-8)
appos(Investments-2, company-9)
punct(Investments-2, ,-10)
root(ROOT-0, said-11)
nn(volume-13, phone-12)
nsubj(level-20, volume-13)
cop(level-20, was-14)
quantmod(double-17, more-15)
quantmod(double-17, than-16)
num(level-20, double-17)
poss(level-20, its-18)
amod(level-20, typical-19)
ccomp(said-11, level-20)
punct(level-20, ,-21)
cc(level-20, but-22)
advmod(level-20, still-23)
dep(level-20, half-24)
dep(half-24, that-25)
prep(half-24, of-26)
pobj(of-26, Oct.-27)
num(Oct.-27, 19-28)
punct(Oct.-27, ,-29)
num(Oct.-27, 1987-30)
punct(said-11, .-31)

amod(outflows-2, Net-1)
nsubj(stood-8, outflows-2)
prep(outflows-2, from-3)
poss(funds-7, Fidelity-4)
possessive(Fidelity-4, 's-5)
nn(funds-7, stock-6)
pobj(from-3, funds-7)
root(ROOT-0, stood-8)
prep(stood-8, at-9)
quantmod($-12, less-10)
quantmod($-12, than-11)
pobj(at-9, $-12)
number(million-14, 300-13)
num($-12, million-14)
punct(at-9, ,-15)
cc(at-9, or-16)
conj(at-9, below-17)
num(%-19, 15-18)
pobj(below-17, %-19)
prep(%-19, of-20)
det(position-26, the-21)
amod(position-26, $-22)
number(billion-24, 2-23)
num($-22, billion-24)
nn(position-26, cash-25)
pobj(of-20, position-26)
prep(position-26, of-27)
det(firm-29, the-28)
poss(portfolios-32, firm-29)
possessive(firm-29, 's-30)
nn(portfolios-32, stock-31)
pobj(of-27, portfolios-32)
punct(stood-8, .-33)

nsubjpass(switched-6, Much-1)
prep(Much-1, of-2)
det(money-4, the-3)
pobj(of-2, money-4)
auxpass(switched-6, was-5)
root(ROOT-0, switched-6)
prep(switched-6, into-7)
det(firm-9, the-8)
poss(funds-13, firm-9)
possessive(firm-9, 's-10)
nn(funds-13, money-11)
nn(funds-13, market-12)
pobj(into-7, funds-13)
punct(switched-6, .-14)

nsubj(remain-8, Outflows-1)
prep(Outflows-1, since-2)
det(close-4, the-3)
nn(Friday-7, close-4)
prep(Friday-7, of-5)
dep(of-5, trading-6)
pobj(since-2, Friday-7)
ccomp(said-19, remain-8)
prep(remain-8, below-9)
nn(level-12, one-third-10)
poss(level-12, their-11)
pobj(below-9, level-12)
prep(level-12, of-13)
num(years-15, two-14)
npadvmod(ago-16, years-15)
pcomp(of-13, ago-16)
punct(said-19, ,-17)
dep(said-19, Fidelity-18)
root(ROOT-0, said-19)
punct(said-19, .-20)

amod(companies-4, Other-1)
amod(companies-4, mutual-2)
nn(companies-4, fund-3)
nsubj(reported-5, companies-4)
root(ROOT-0, reported-5)
advmod(lighter-7, even-6)
amod(requests-9, lighter-7)
nn(requests-9, withdrawal-8)
dobj(reported-5, requests-9)
punct(reported-5, .-10)

cc(began-9, And-1)
det(investors-3, some-2)
nsubj(began-9, investors-3)
prep(investors-3, at-4)
pobj(at-4, Fidelity-5)
cc(Fidelity-5, and-6)
advmod(Fidelity-5, elsewhere-7)
advmod(began-9, even-8)
root(ROOT-0, began-9)
xcomp(began-9, buying-10)
nn(funds-12, stock-11)
dobj(buying-10, funds-12)
prep(buying-10, during-13)
det(day-15, the-14)
pobj(during-13, day-15)
punct(began-9, .-16)

punct(said-24, ``-1)
num(years-3, Two-2)
npadvmod(ago-4, years-3)
advmod(was-7, ago-4)
punct(was-7, ,-5)
dep(was-7, there-6)
ccomp(said-24, was-7)
det(lot-9, a-8)
dep(was-7, lot-9)
prep(lot-9, of-10)
nn(activity-12, redemption-11)
pobj(of-10, activity-12)
cc(lot-9, and-13)
conj(lot-9, trouble-14)
prep(trouble-14, with-15)
dep(getting-17, people-16)
pcomp(with-15, getting-17)
dep(getting-17, through-18)
prep(getting-17, on-19)
det(phone-21, the-20)
pobj(on-19, phone-21)
punct(said-24, ,-22)
punct(said-24, ''-23)
root(ROOT-0, said-24)
nn(McGrath-26, Kathryn-25)
nsubj(said-24, McGrath-26)
punct(McGrath-26, ,-27)
appos(McGrath-26, head-28)
prep(head-28, of-29)
det(division-33, the-30)
nn(division-33, investment-31)
nn(division-33, management-32)
pobj(of-29, division-33)
prep(division-33, of-34)
det(Commission-39, the-35)
nn(Commission-39, Securities-36)
cc(Securities-36, and-37)
conj(Securities-36, Exchange-38)
pobj(of-34, Commission-39)
punct(said-24, .-40)

det(time-2, This-1)
nsubj(have-8, time-2)
punct(have-8, ,-3)
punct(have-8, ``-4)
dep(have-8, We-5)
aux(have-8, do-6)
neg(have-8, n't-7)
root(ROOT-0, have-8)
dep(have-8, that-9)
advmod(have-8, at-10)
pobj(at-10, all-11)
punct(have-8, .-12)
punct(have-8, ''-13)

prep(jolted-9, Of-1)
dep(Of-1, course-2)
punct(jolted-9, ,-3)
det(calm-6, the-4)
amod(calm-6, relative-5)
nsubjpass(jolted-9, calm-6)
aux(jolted-9, could-7)
auxpass(jolted-9, be-8)
root(ROOT-0, jolted-9)
mark(plunges-13, if-10)
det(market-12, the-11)
nsubj(plunges-13, market-12)
advcl(jolted-9, plunges-13)
advmod(plunges-13, again-14)
punct(jolted-9, .-15)

cc(force-8, And-1)
det(surge-4, any-2)
amod(surge-4, strong-3)
nsubj(force-8, surge-4)
prep(surge-4, in-5)
dep(in-5, redemptions-6)
aux(force-8, could-7)
root(ROOT-0, force-8)
det(funds-10, some-9)
dobj(force-8, funds-10)
aux(dump-12, to-11)
xcomp(force-8, dump-12)
dep(dump-12, stocks-13)
aux(raise-15, to-14)
xcomp(dump-12, raise-15)
dep(raise-15, cash-16)
punct(dump-12, ,-17)
mark(during-21, as-18)
dep(during-21, some-19)
aux(during-21, did-20)
advcl(dump-12, during-21)
nn(Monday-23, Black-22)
pobj(during-21, Monday-23)
punct(force-8, .-24)

cc(prepared-6, But-1)
dep(prepared-6, funds-2)
advmod(prepared-6, generally-3)
cop(prepared-6, are-4)
advmod(prepared-6, better-5)
root(ROOT-0, prepared-6)
det(time-8, this-7)
npadvmod(around-9, time-8)
advmod(prepared-6, around-9)
punct(prepared-6, .-10)

prep(higher-24, As-1)
det(group-3, a-2)
pobj(As-1, group-3)
punct(higher-24, ,-4)
poss(position-7, their-5)
nn(position-7, cash-6)
nsubj(higher-24, position-7)
prep(position-7, of-8)
num(%-10, 10.2-9)
pobj(of-8, %-10)
prep(%-10, of-11)
dep(of-11, assets-12)
prep(%-10, in-13)
dep(in-13, August-14)
punct(%-10, ---15)
det(figure-18, the-16)
amod(figure-18, latest-17)
dep(%-10, figure-18)
amod(figure-18, available-19)
punct(%-10, ---20)
cop(higher-24, is-21)
num(%-23, 14-22)
npadvmod(higher-24, %-23)
root(ROOT-0, higher-24)
prep(higher-24, than-25)
num(years-27, two-26)
npadvmod(earlier-28, years-27)
pcomp(than-25, earlier-28)
punct(higher-24, .-29)

amod(managers-3, Many-1)
nn(managers-3, fund-2)
nsubj(boosted-5, managers-3)
aux(boosted-5, have-4)
root(ROOT-0, boosted-5)
poss(levels-8, their-6)
nn(levels-8, cash-7)
dobj(boosted-5, levels-8)
prep(boosted-5, in-9)
amod(weeks-11, recent-10)
pobj(in-9, weeks-11)
punct(boosted-5, .-12)

det(flurry-3, The-1)
amod(flurry-3, biggest-2)
nsubj(came-7, flurry-3)
prep(flurry-3, of-4)
nn(activity-6, investor-5)
pobj(of-4, activity-6)
root(ROOT-0, came-7)
advmod(came-7, early-8)
prep(early-8, in-9)
det(day-11, the-10)
pobj(in-9, day-11)
punct(came-7, .-12)

nn(Inc.-3, Vanguard-1)
nn(Inc.-3, Group-2)
nsubj(saw-4, Inc.-3)
root(ROOT-0, saw-4)
amod(exchanges-6, heavy-5)
dobj(saw-4, exchanges-6)
prep(exchanges-6, from-7)
nn(funds-9, stock-8)
pobj(from-7, funds-9)
prep(exchanges-6, into-10)
nn(funds-13, money-11)
nn(funds-13, market-12)
pobj(into-10, funds-13)
mark(opened-18, after-14)
det(lines-17, the-15)
nn(lines-17, telephone-16)
nsubj(opened-18, lines-17)
advcl(saw-4, opened-18)
prep(opened-18, at-19)
pobj(at-19, 8:30-20)
advmod(8:30-20, a.m-21)
punct(saw-4, .-22)

punct(said-17, ``-1)
prep(came-11, In-2)
det(hour-5, the-3)
amod(hour-5, first-4)
pobj(In-2, hour-5)
punct(came-11, ,-6)
det(folks-10, the-7)
amod(nervous-9, real-8)
amod(folks-10, nervous-9)
nsubj(came-11, folks-10)
ccomp(said-17, came-11)
advmod(came-11, along-12)
punct(said-17, ,-13)
punct(said-17, ''-14)
det(spokesman-16, a-15)
nsubj(said-17, spokesman-16)
root(ROOT-0, said-17)
punct(said-17, .-18)

punct(slowed-13, ``-1)
cc(slowed-13, But-2)
det(pace-5, the-3)
amod(pace-5, horrendous-4)
nsubj(slowed-13, pace-5)
prep(pace-5, of-6)
nn(volume-8, call-7)
pobj(of-6, volume-8)
prep(pace-5, in-9)
det(half-hour-12, the-10)
amod(half-hour-12, first-11)
pobj(in-9, half-hour-12)
root(ROOT-0, slowed-13)
advmod(slowed-13, considerably-14)
punct(slowed-13, .-15)
punct(slowed-13, ''-16)

prep(came-11, At-1)
nn(Inc.-7, Scudder-2)
punct(Scudder-2, ,-3)
conj(Scudder-2, Stevens-4)
cc(Scudder-2, &-5)
conj(Scudder-2, Clark-6)
pobj(At-1, Inc.-7)
punct(came-11, ,-8)
nn(calls-10, phone-9)
nsubj(came-11, calls-10)
root(ROOT-0, came-11)
dep(came-11, in-12)
prep(came-11, at-13)
num(%-15, 40-14)
dep(more-16, %-15)
pobj(at-13, more-16)
prep(more-16, than-17)
det(pace-20, the-18)
amod(pace-20, normal-19)
pobj(than-17, pace-20)
prep(came-11, through-21)
amod(afternoon-23, early-22)
pobj(through-21, afternoon-23)
punct(came-11, .-24)

nsubj(came-5, Most-1)
prep(Most-1, of-2)
det(increase-4, that-3)
pobj(of-2, increase-4)
root(ROOT-0, came-5)
prep(came-5, in-6)
det(hour-9, the-7)
amod(hour-9, first-8)
pobj(in-6, hour-9)
prep(hour-9, after-10)
det(lines-13, the-11)
nn(lines-13, phone-12)
nsubj(opened-14, lines-13)
pcomp(after-10, opened-14)
prep(opened-14, at-15)
pobj(at-15, 8-16)
advmod(8-16, a.m-17)
punct(came-5, .-18)

mark(rose-3, As-1)
dep(rose-3, stocks-2)
advcl(changed-10, rose-3)
punct(changed-10, ,-4)
prep(changed-10, in-5)
dep(in-5, fact-6)
punct(changed-10, ,-7)
det(investors-9, some-8)
nsubj(changed-10, investors-9)
root(ROOT-0, changed-10)
dep(changed-10, course-11)
cc(changed-10, and-12)
conj(changed-10, reversed-13)
poss(orders-16, their-14)
nn(orders-16, sell-15)
dobj(reversed-13, orders-16)
punct(changed-10, .-17)

amod(funds-2, Many-1)
nsubj(allow-3, funds-2)
root(ROOT-0, allow-3)
dep(void-6, investors-4)
aux(void-6, to-5)
xcomp(allow-3, void-6)
dep(void-6, orders-7)
prep(void-6, before-8)
det(close-10, the-9)
pobj(before-8, close-10)
prep(close-10, of-11)
dep(of-11, trading-12)
punct(allow-3, .-13)

prep(called-20, At-1)
dep(At-1, Scudder-2)
cc(At-1, and-3)
conj(At-1, at-4)
det(group-9, the-5)
amod(group-9, smaller-6)
nn(group-9, Ivy-7)
nn(group-9, funds-8)
pobj(at-4, group-9)
prep(group-9, in-10)
nn(Mass.-13, Hingham-11)
punct(Mass.-13, ,-12)
pobj(in-10, Mass.-13)
punct(Mass.-13, ,-14)
prep(Mass.-13, for-15)
dep(for-15, instance-16)
punct(called-20, ,-17)
det(shareholders-19, some-18)
nsubj(called-20, shareholders-19)
root(ROOT-0, called-20)
advmod(in-22, early-21)
prep(called-20, in-22)
det(morning-24, the-23)
pobj(in-22, morning-24)
aux(switch-26, to-25)
xcomp(called-20, switch-26)
dep(switch-26, money-27)
prep(switch-26, from-28)
nn(funds-30, stock-29)
pobj(from-28, funds-30)
prep(switch-26, to-31)
nn(funds-34, money-32)
nn(funds-34, market-33)
pobj(to-31, funds-34)
punct(called-20, ,-35)
cc(called-20, but-36)
advmod(called-38, later-37)
conj(called-20, called-38)
advmod(called-38, back-39)
aux(reverse-41, to-40)
xcomp(called-38, reverse-41)
det(switches-43, the-42)
dobj(reverse-41, switches-43)
punct(called-20, .-44)

mark(take-7, Because-1)
amod(trades-4, mutual-2)
nn(trades-4, fund-3)
nsubj(take-7, trades-4)
aux(take-7, do-5)
neg(take-7, n't-6)
advcl(stayed-25, take-7)
dep(take-7, effect-8)
prep(take-7, until-9)
det(market-11, the-10)
pobj(until-9, market-11)
advmod(market-11, close-12)
punct(in-14, ---13)
prep(market-11, in-14)
det(case-16, this-15)
pobj(in-14, case-16)
punct(in-14, ,-17)
prep(in-14, at-18)
pobj(at-18, 4-19)
advmod(4-19, p.m.-20)
punct(in-14, ---21)
det(shareholders-23, these-22)
nsubj(stayed-25, shareholders-23)
advmod(stayed-25, effectively-24)
root(ROOT-0, stayed-25)
dep(stayed-25, put-26)
punct(stayed-25, .-27)

prep(walked-11, At-1)
poss(office-4, Fidelity-2)
possessive(Fidelity-2, 's-3)
pobj(At-1, office-4)
prep(office-4, in-5)
nn(Boston-7, downtown-6)
pobj(in-5, Boston-7)
punct(walked-11, ,-8)
nn(Sherman-10, Gerald-9)
nsubj(walked-11, Sherman-10)
root(ROOT-0, walked-11)
dep(walked-11, in-12)
advmod(after-14, shortly-13)
prep(walked-11, after-14)
pobj(after-14, 7:30-15)
advmod(7:30-15, a.m.-16)
cc(walked-11, and-17)
conj(walked-11, placed-18)
det(order-20, an-19)
dobj(placed-18, order-20)
aux(switch-22, to-21)
vmod(order-20, switch-22)
poss(accounts-25, his-23)
nn(accounts-25, retirement-24)
dobj(switch-22, accounts-25)
prep(switch-22, out-26)
pcomp(out-26, of-27)
num(funds-30, three-28)
nn(funds-30, stock-29)
pobj(of-27, funds-30)
cc(switch-22, and-31)
conj(switch-22, into-32)
det(fund-36, a-33)
nn(fund-36, money-34)
nn(fund-36, market-35)
pobj(into-32, fund-36)
punct(walked-11, .-37)

cc(preparing-18, But-1)
prep(preparing-18, by-2)
pobj(by-2, 3:15-3)
advmod(3:15-3, p.m.-4)
punct(preparing-18, ,-5)
prep(preparing-18, with-6)
det(market-8, the-7)
pobj(with-6, market-8)
advmod(ahead-10, comfortably-9)
amod(market-8, ahead-10)
prep(ahead-10, for-11)
det(day-13, the-12)
pobj(for-11, day-13)
punct(preparing-18, ,-14)
nn(Sherman-16, Mr.-15)
nsubj(preparing-18, Sherman-16)
aux(preparing-18, was-17)
root(ROOT-0, preparing-18)
aux(undo-20, to-19)
xcomp(preparing-18, undo-20)
poss(switch-22, his-21)
dobj(undo-20, switch-22)
punct(preparing-18, .-23)

punct(said-14, ``-1)
nsubj(feeling-6, It-2)
cop(feeling-6, 's-3)
det(feeling-6, a-4)
amod(feeling-6, nice-5)
ccomp(said-14, feeling-6)
aux(know-8, to-7)
vmod(feeling-6, know-8)
mark(stabilized-11, that-9)
dep(stabilized-11, things-10)
dep(know-8, stabilized-11)
punct(said-14, ,-12)
punct(said-14, ''-13)
root(ROOT-0, said-14)
nn(Sherman-16, Mr.-15)
nsubj(said-14, Sherman-16)
punct(Sherman-16, ,-17)
det(co-owner-20, the-18)
amod(co-owner-20, 51-year-old-19)
appos(Sherman-16, co-owner-20)
prep(co-owner-20, of-21)
det(store-25, a-22)
nn(store-25, discount-23)
nn(store-25, department-24)
pobj(of-21, store-25)
punct(said-14, .-26)

cc(continued-4, But-1)
det(investors-3, some-2)
nsubj(continued-4, investors-3)
root(ROOT-0, continued-4)
aux(switch-6, to-5)
xcomp(continued-4, switch-6)
advmod(of-8, out-7)
prep(switch-6, of-8)
num(funds-13, high-risk-9)
punct(funds-13, ,-10)
amod(funds-13, high-yield-11)
nn(funds-13, junk-12)
pobj(of-8, funds-13)
prep(continued-4, despite-14)
poss(rebound-17, yesterday-15)
possessive(yesterday-15, 's-16)
pobj(despite-14, rebound-17)
prep(rebound-17, from-18)
det(market-20, that-19)
poss(declines-24, market-20)
possessive(market-20, 's-21)
amod(declines-24, recent-22)
nn(declines-24, price-23)
pobj(from-18, declines-24)
punct(continued-4, .-25)

dep(bailing-5, Shareholders-1)
aux(bailing-5, have-2)
aux(bailing-5, been-3)
advmod(bailing-5, steadily-4)
root(ROOT-0, bailing-5)
dep(bailing-5, out-6)
prep(bailing-5, of-7)
amod(funds-11, several-8)
amod(funds-11, big-9)
nn(funds-11, junk-10)
pobj(of-7, funds-11)
det(weeks-15, the-12)
amod(weeks-15, past-13)
amod(weeks-15, several-14)
tmod(bailing-5, weeks-15)
mark(jolted-23, as-16)
det(market-21, the-17)
amod(market-21, $-18)
number(billion-20, 200-19)
num($-18, billion-20)
nsubjpass(jolted-23, market-21)
auxpass(jolted-23, was-22)
advcl(bailing-5, jolted-23)
prep(jolted-23, by-24)
det(crunch-27, a-25)
nn(crunch-27, cash-26)
pobj(by-24, crunch-27)
prep(crunch-27, at-28)
nn(Corp.-30, Campeau-29)
pobj(at-28, Corp.-30)
cc(crunch-27, and-31)
advmod(prices-34, steadily-32)
amod(prices-34, declining-33)
conj(crunch-27, prices-34)
punct(bailing-5, .-35)

nsubjpass(switched-7, Much-1)
prep(Much-1, of-2)
det(money-4, the-3)
pobj(of-2, money-4)
aux(switched-7, has-5)
auxpass(switched-7, been-6)
ccomp(say-15, switched-7)
prep(switched-7, into-8)
nn(funds-11, money-9)
nn(funds-11, market-10)
pobj(into-8, funds-11)
punct(say-15, ,-12)
nn(executives-14, fund-13)
nsubj(say-15, executives-14)
root(ROOT-0, say-15)
punct(say-15, .-16)

advmod(of-2, Instead-1)
prep(borrowed-14, of-2)
pcomp(of-2, selling-3)
dep(selling-3, bonds-4)
aux(meet-6, to-5)
xcomp(selling-3, meet-6)
dep(meet-6, redemptions-7)
punct(borrowed-14, ,-8)
advmod(borrowed-14, however-9)
punct(borrowed-14, ,-10)
det(funds-12, some-11)
nsubj(borrowed-14, funds-12)
aux(borrowed-14, have-13)
root(ROOT-0, borrowed-14)
prep(borrowed-14, from-15)
dep(from-15, banks-16)
aux(meet-18, to-17)
xcomp(borrowed-14, meet-18)
nn(requests-20, withdrawal-19)
dobj(meet-18, requests-20)
punct(borrowed-14, .-21)

dep(avoids-2, This-1)
root(ROOT-0, avoids-2)
xcomp(avoids-2, knocking-3)
dep(knocking-3, down-4)
dep(knocking-3, prices-5)
advmod(knocking-3, further-6)
punct(avoids-2, .-7)

det(Fund-10, The-1)
amod(Fund-10, $-2)
number(billion-4, 1.1-3)
num($-2, billion-4)
nn(Fund-10, T.-5)
nn(Fund-10, Rowe-6)
nn(Fund-10, Price-7)
nn(Fund-10, High-8)
nn(Fund-10, Yield-9)
nsubj(was-11, Fund-10)
ccomp(says-22, was-11)
prep(was-11, among-12)
det(funds-14, the-13)
pobj(among-12, funds-14)
dep(borrowed-16, that-15)
dep(funds-14, borrowed-16)
prep(borrowed-16, during-17)
det(crisis-20, the-18)
nn(crisis-20, Campeau-19)
pobj(during-17, crisis-20)
punct(says-22, ,-21)
root(ROOT-0, says-22)
nn(Collins-25, George-23)
nn(Collins-25, J.-24)
nsubj(says-22, Collins-25)
punct(Collins-25, ,-26)
appos(Collins-25, president-27)
prep(president-27, of-28)
nn(Inc-33, T.-29)
nn(Inc-33, Rowe-30)
nn(Inc-33, Price-31)
nn(Inc-33, Associates-32)
pobj(of-28, Inc-33)
punct(says-22, .-34)

det(way-2, That-1)
nsubj(says-6, way-2)
punct(says-6, ,-3)
nn(Collins-5, Mr.-4)
nsubj(says-6, Collins-5)
root(ROOT-0, says-6)
punct(says-6, ,-7)
punct(says-6, ``-8)
dep(have-12, We-9)
aux(have-12, did-10)
neg(have-12, n't-11)
ccomp(says-6, have-12)
aux(sell-14, to-13)
xcomp(have-12, sell-14)
dep(sell-14, securities-15)
prep(sell-14, in-16)
det(market-19, a-17)
amod(market-19, sloppy-18)
pobj(in-16, market-19)
punct(says-6, .-20)
punct(says-6, ''-21)

advmod(stabilized-4, When-1)
det(market-3, the-2)
nsubj(stabilized-4, market-3)
advcl(sold-11, stabilized-4)
punct(added-7, ,-5)
dep(added-7, he-6)
parataxis(sold-11, added-7)
punct(added-7, ,-8)
det(firm-10, the-9)
nsubj(sold-11, firm-10)
root(ROOT-0, sold-11)
det(bonds-13, the-12)
dobj(sold-11, bonds-13)
cc(sold-11, and-14)
advmod(paid-16, quickly-15)
conj(sold-11, paid-16)
det(loans-18, the-17)
dobj(paid-16, loans-18)
advmod(paid-16, back-19)
punct(sold-11, .-20)

nn(Herman-2, Tom-1)
nsubj(contributed-3, Herman-2)
root(ROOT-0, contributed-3)
prep(contributed-3, to-4)
det(article-6, this-5)
pobj(to-4, article-6)
punct(contributed-3, .-7)

nn(Inc.-3, Amcore-1)
nn(Inc.-3, Financial-2)
nsubj(said-4, Inc.-3)
root(ROOT-0, said-4)
dep(agreed-6, it-5)
ccomp(said-4, agreed-6)
aux(acquire-8, to-7)
xcomp(agreed-6, acquire-8)
dep(Inc.-12, Central-9)
prep(Central-9, of-10)
dep(of-10, Illinois-11)
dobj(acquire-8, Inc.-12)
prep(acquire-8, in-13)
det(swap-16, a-14)
nn(swap-16, stock-15)
pobj(in-13, swap-16)
punct(said-4, .-17)

nsubj(receive-16, Shareholders-1)
prep(Shareholders-1, of-2)
pobj(of-2, Central-3)
punct(Central-3, ,-4)
det(company-8, a-5)
nn(company-8, bank-6)
amod(company-8, holding-7)
dep(Central-3, company-8)
vmod(company-8, based-9)
prep(based-9, in-10)
nn(Ill.-13, Sterling-11)
punct(Ill.-13, ,-12)
pobj(in-10, Ill.-13)
