nn(Transcript-2, Debate-1)
xcomp(have-5, increase-7)
det(deficit-9, the-8)
dobj(increase-7, deficit-9)
prep(increase-7, by-10)
advmod(much-12, that-11)
pobj(by-10, much-12)
prep(increase-7, over-13)
num(years-15, 10-14)
pobj(over-13, years-15)
punct(going-3, ?-16)

advmod(let-3, First-1)
punct(let-3, ,-2)
root(ROOT-0, let-3)
nsubj(make-5, me-4)
ccomp(let-3, make-5)
dep(make-5, sure-6)
mark(understands-12, that-7)
det(senior-9, every-8)
nsubj(understands-12, senior-9)
vmod(senior-9, listening-10)
tmod(listening-10, today-11)
dep(sure-6, understands-12)
mark(talking-17, that-13)
advmod(talking-17, when-14)
nsubj(talking-17, we-15)
aux(talking-17, 're-16)
ccomp(understands-12, talking-17)
prep(talking-17, about-18)
pcomp(about-18, reforming-19)
nn(Security-21, Social-20)
dobj(reforming-19, Security-21)
punct(talking-17, ,-22)
mark(get-27, that-23)
nsubj(get-27, they-24)
aux(get-27, 'll-25)
advmod(get-27, still-26)
dep(talking-17, get-27)
poss(checks-29, their-28)
dobj(get-27, checks-29)
punct(let-3, .-30)

nsubj(remember-2, I-1)
root(ROOT-0, remember-2)
det(campaign-5, the-3)
nn(campaign-5, 2000-4)
dep(said-8, campaign-5)
punct(said-8, ,-6)
nsubj(said-8, people-7)
ccomp(remember-2, said-8)
mark(elected-13, if-9)
nn(W.-11, George-10)
nsubjpass(elected-13, W.-11)
auxpass(elected-13, gets-12)
advcl(taken-19, elected-13)
punct(taken-19, ,-14)
poss(check-16, your-15)
nsubjpass(taken-19, check-16)
aux(taken-19, will-17)
auxpass(taken-19, be-18)
ccomp(said-8, taken-19)
advmod(taken-19, away-20)
punct(remember-2, .-21)

discourse(got-4, Well-1)
punct(got-4, ,-2)
nsubj(got-4, people-3)
root(ROOT-0, got-4)
poss(checks-6, their-5)
dobj(got-4, checks-6)
punct(got-4, ,-7)
cc(got-4, and-8)
nsubj(continue-11, they-9)
aux(continue-11, 'll-10)
conj(got-4, continue-11)
aux(get-13, to-12)
xcomp(continue-11, get-13)
poss(checks-15, their-14)
dobj(get-13, checks-15)
punct(got-4, .-16)

expl(is-2, There-1)
root(ROOT-0, is-2)
det(problem-4, a-3)
nsubj(is-2, problem-4)
prep(problem-4, for-5)
poss(youngsters-7, our-6)
pobj(for-5, youngsters-7)
punct(problem-11, ,-8)
det(problem-11, a-9)
amod(problem-11, real-10)
dep(youngsters-7, problem-11)
punct(is-2, .-12)

cc(valued-13, And-1)
mark(act-6, if-2)
nsubj(act-6, we-3)
aux(act-6, do-4)
neg(act-6, n't-5)
advcl(valued-13, act-6)
tmod(act-6, today-7)
punct(valued-13, ,-8)
det(problem-10, the-9)
nsubjpass(valued-13, problem-10)
aux(valued-13, will-11)
auxpass(valued-13, be-12)
root(ROOT-0, valued-13)
prep(valued-13, in-14)
det(trillions-16, the-15)
pobj(in-14, trillions-16)
punct(valued-13, .-17)

cc(think-4, And-1)
advmod(think-4, so-2)
nsubj(think-4, I-3)
root(ROOT-0, think-4)
nsubj(need-6, we-5)
ccomp(think-4, need-6)
aux(think-8, to-7)
xcomp(need-6, think-8)
advmod(think-8, differently-9)
punct(think-4, .-10)

nsubj(honor-3, We-1)
aux(honor-3, 'll-2)
root(ROOT-0, honor-3)
poss(commitment-5, our-4)
dobj(honor-3, commitment-5)
prep(commitment-5, to-6)
poss(seniors-8, our-7)
pobj(to-6, seniors-8)
punct(honor-3, .-9)

cc(need-10, But-1)
prep(need-10, for-2)
poss(children-4, our-3)
pobj(for-2, children-4)
cc(children-4, and-5)
poss(grandchildren-7, our-6)
conj(children-4, grandchildren-7)
punct(need-10, ,-8)
nsubj(need-10, we-9)
root(ROOT-0, need-10)
aux(have-12, to-11)
xcomp(need-10, have-12)
det(strategy-15, a-13)
amod(strategy-15, different-14)
dobj(have-12, strategy-15)
punct(need-10, .-16)

cc(called-6, And-1)
vmod(called-6, recognizing-2)
dobj(recognizing-2, that-3)
punct(called-6, ,-4)
nsubj(called-6, I-5)
root(ROOT-0, called-6)
advmod(called-6, together-7)
det(group-9, a-8)
dobj(called-6, group-9)
prep(group-9, of-10)
poss(citizens-13, our-11)
amod(citizens-13, fellow-12)
pobj(of-10, citizens-13)
aux(study-15, to-14)
vmod(called-6, study-15)
det(issue-17, the-16)
dobj(study-15, issue-17)
punct(called-6, .-18)

nsubj(committee-4, It-1)
cop(committee-4, was-2)
det(committee-4, a-3)
root(ROOT-0, committee-4)
vmod(committee-4, chaired-5)
prep(chaired-5, by-6)
det(Senator-9, the-7)
amod(Senator-9, late-8)
pobj(by-6, Senator-9)
nn(Moynihan-12, Daniel-10)
nn(Moynihan-12, Patrick-11)
dep(Senator-9, Moynihan-12)
prep(Moynihan-12, of-13)
nn(York-15, New-14)
pobj(of-13, York-15)
punct(Senator-9, ,-16)
det(Democrat-18, a-17)
appos(Senator-9, Democrat-18)
punct(committee-4, .-19)

cc(came-3, And-1)
nsubj(came-3, they-2)
root(ROOT-0, came-3)
prt(came-3, up-4)
prep(came-3, with-5)
det(variety-7, a-6)
pobj(with-5, variety-7)
prep(variety-7, of-8)
pobj(of-8, ideas-9)
mark(look-13, for-10)
nsubj(look-13, people-11)
aux(look-13, to-12)
vmod(variety-7, look-13)
prep(look-13, at-14)
punct(came-3, .-15)

nsubj(believe-2, I-1)
root(ROOT-0, believe-2)
mark(ought-6, that-3)
amod(workers-5, younger-4)
nsubj(ought-6, workers-5)
ccomp(believe-2, ought-6)
aux(allowed-9, to-7)
auxpass(allowed-9, be-8)
xcomp(ought-6, allowed-9)
aux(take-11, to-10)
xcomp(allowed-9, take-11)
dobj(take-11, some-12)
prep(some-12, of-13)
poss(money-16, their-14)
amod(money-16, own-15)
pobj(of-13, money-16)
cc(take-11, and-17)
conj(take-11, put-18)
dobj(put-18, it-19)
prep(put-18, in-20)
det(account-24, a-21)
amod(savings-23, personal-22)
nn(account-24, savings-23)
pobj(in-20, account-24)
punct(believe-2, ,-25)
mark(understand-28, because-26)
nsubj(understand-28, I-27)
advcl(believe-2, understand-28)
mark(need-31, that-29)
nsubj(need-31, they-30)
ccomp(understand-28, need-31)
aux(get-33, to-32)
xcomp(need-31, get-33)
amod(rates-35, better-34)
dobj(get-33, rates-35)
prep(rates-35, of-36)
pobj(of-36, return-37)
prep(get-33, than-38)
det(rates-40, the-39)
pobj(than-38, rates-40)
prep(rates-40, of-41)
pobj(of-41, return-42)
auxpass(given-44, being-43)
vmod(rates-40, given-44)
prep(given-44, in-45)
det(trust-50, the-46)
amod(trust-50, current-47)
nn(Security-49, Social-48)
nn(trust-50, Security-49)
pobj(in-45, trust-50)
punct(believe-2, .-51)

cc(make-9, And-1)
det(rate-4, the-2)
amod(rate-4, compounding-3)
nsubj(make-9, rate-4)
prep(rate-4, of-5)
nn(effect-7, interest-6)
pobj(of-5, effect-7)
aux(make-9, will-8)
root(ROOT-0, make-9)
nsubj(solvent-19, it-10)
advmod(likely-12, more-11)
dep(solvent-19, likely-12)
mark(solvent-19, that-13)
det(system-17, the-14)
nn(Security-16, Social-15)
nn(system-17, Security-16)
nsubj(solvent-19, system-17)
cop(solvent-19, is-18)
xcomp(make-9, solvent-19)
prep(solvent-19, for-20)
poss(children-22, our-21)
pobj(for-20, children-22)
cc(children-22, and-23)
poss(grandchildren-25, our-24)
conj(children-22, grandchildren-25)
punct(make-9, .-26)

nsubj(work-3, I-1)
aux(work-3, will-2)
root(ROOT-0, work-3)
prep(work-3, with-4)
pobj(with-4, Republicans-5)
cc(Republicans-5, and-6)
conj(Republicans-5, Democrats-7)
punct(work-3, .-8)

nsubj(issue-6, It-1)
aux(issue-6, 'll-2)
cop(issue-6, be-3)
det(issue-6, a-4)
amod(issue-6, vital-5)
root(ROOT-0, issue-6)
prep(issue-6, in-7)
poss(term-10, my-8)
amod(term-10, second-9)
pobj(in-7, term-10)
punct(issue-6, .-11)

nsubj(issue-4, It-1)
cop(issue-4, is-2)
det(issue-4, an-3)
root(ROOT-0, issue-4)
dobj(take-10, that-5)
nsubj(willing-8, I-6)
cop(willing-8, am-7)
rcmod(issue-4, willing-8)
aux(take-10, to-9)
xcomp(willing-8, take-10)
prt(take-10, on-11)
punct(issue-4, ,-12)
cc(issue-4, and-13)
advmod(bring-17, so-14)
nsubj(bring-17, I-15)
aux(bring-17, 'll-16)
conj(issue-4, bring-17)
dobj(bring-17, Republicans-18)
cc(Republicans-18, and-19)
conj(Republicans-18, Democrats-20)
advmod(bring-17, together-21)
punct(issue-4, .-22)

cc(going-6, And-1)
nsubj(going-6, we-2)
aux(going-6, 're-3)
advmod(course-5, of-4)
advmod(going-6, course-5)
root(ROOT-0, going-6)
aux(have-8, to-7)
xcomp(going-6, have-8)
aux(consider-10, to-9)
xcomp(have-8, consider-10)
det(costs-12, the-11)
dobj(consider-10, costs-12)
punct(going-6, .-13)

cc(want-3, But-1)
nsubj(want-3, I-2)
root(ROOT-0, want-3)
aux(warn-5, to-4)
xcomp(want-3, warn-5)
poss(citizens-8, my-6)
amod(citizens-8, fellow-7)
dobj(warn-5, citizens-8)
punct(warn-5, :-9)
det(cost-11, The-10)
nsubj(exceeds-27, cost-11)
prep(cost-11, of-12)
pcomp(of-12, doing-13)
dobj(doing-13, nothing-14)
punct(cost-11, ,-15)
det(cost-17, the-16)
appos(cost-11, cost-17)
prep(cost-17, of-18)
pcomp(of-18, saying-19)
det(system-22, the-20)
amod(system-22, current-21)
nsubj(OK-24, system-22)
cop(OK-24, is-23)
ccomp(saying-19, OK-24)
punct(exceeds-27, ,-25)
advmod(exceeds-27, far-26)
dep(want-3, exceeds-27)
det(costs-29, the-28)
dobj(exceeds-27, costs-29)
prep(costs-29, of-30)
pcomp(of-30, trying-31)
aux(make-33, to-32)
xcomp(trying-31, make-33)
dep(make-33, sure-34)
nsubj(save-36, we-35)
dep(sure-34, save-36)
det(system-38, the-37)
dobj(save-36, system-38)
prep(save-36, for-39)
poss(children-41, our-40)
pobj(for-39, children-41)
punct(want-3, .-42)

nn(Kerry-2, Senator-1)
root(ROOT-0, Kerry-2)
punct(Kerry-2, ?-3)

nsubj(heard-3, You-1)
advmod(heard-3, just-2)
root(ROOT-0, heard-3)
det(president-5, the-4)
nsubj(say-6, president-5)
ccomp(heard-3, say-6)
mark(ought-10, that-7)
amod(people-9, young-8)
nsubj(ought-10, people-9)
ccomp(say-6, ought-10)
aux(able-13, to-11)
cop(able-13, be-12)
xcomp(ought-10, able-13)
aux(take-15, to-14)
xcomp(able-13, take-15)
dobj(take-15, money-16)
dep(of-18, out-17)
prep(take-15, of-18)
nn(Security-20, Social-19)
pobj(of-18, Security-20)
cc(take-15, and-21)
conj(take-15, put-22)
dobj(put-22, it-23)
prep(put-22, in-24)
poss(accounts-27, their-25)
amod(accounts-27, own-26)
pobj(in-24, accounts-27)
punct(heard-3, .-28)

discourse(invitation-10, Now-1)
punct(invitation-10, ,-2)
poss(Americans-5, my-3)
amod(Americans-5, fellow-4)
nsubj(invitation-10, Americans-5)
punct(invitation-10, ,-6)
nsubj(invitation-10, that-7)
cop(invitation-10, 's-8)
det(invitation-10, an-9)
root(ROOT-0, invitation-10)
prep(invitation-10, to-11)
pobj(to-11, disaster-12)
punct(invitation-10, .-13)

det(CBO-2, The-1)
nsubj(said-3, CBO-2)
root(ROOT-0, said-3)
advmod(clearly-5, very-4)
advmod(said-3, clearly-5)
mark(hole-24, that-6)
mark(were-9, if-7)
nsubj(were-9, you-8)
advcl(hole-24, were-9)
aux(adopt-11, to-10)
xcomp(were-9, adopt-11)
det(president-13, the-12)
poss(plan-15, president-13)
possessive(president-13, 's-14)
dobj(adopt-11, plan-15)
punct(hole-24, ,-16)
expl(hole-24, there-17)
aux(hole-24, would-18)
cop(hole-24, be-19)
det($-21, a-20)
nn(hole-24, $-21)
number(trillion-23, 2-22)
num($-21, trillion-23)
ccomp(said-3, hole-24)
prep(hole-24, in-25)
nn(Security-27, Social-26)
pobj(in-25, Security-27)
punct(hole-24, ,-28)
mark(pay-33, because-29)
poss(workers-32, today-30)
possessive(today-30, 's-31)
nsubj(pay-33, workers-32)
advcl(hole-24, pay-33)
prt(pay-33, in-34)
prep(pay-33, to-35)
det(system-37, the-36)
pobj(to-35, system-37)
prep(pay-33, for-38)
poss(retirees-41, today-39)
possessive(today-39, 's-40)
pobj(for-38, retirees-41)
punct(said-3, .-42)

cc(said-18, And-1)
det(CBO-3, the-2)
nsubj(said-4, CBO-3)
dep(said-18, said-4)
punct(said-4, ---5)
nsubj(Office-11, that-6)
cop(Office-11, 's-7)
det(Office-11, the-8)
nn(Office-11, Congressional-9)
nn(Office-11, Budget-10)
parataxis(said-4, Office-11)
punct(Office-11, ;-12)
nsubj(bipartisan-15, it-13)
cop(bipartisan-15, 's-14)
parataxis(Office-11, bipartisan-15)
punct(said-18, ---16)
nsubj(said-18, they-17)
root(ROOT-0, said-18)
mark(have-22, that-19)
expl(have-22, there-20)
aux(have-22, would-21)
ccomp(said-18, have-22)
aux(cut-26, to-23)
cop(cut-26, be-24)
det(cut-26, a-25)
xcomp(have-22, cut-26)
prep(cut-26, in-27)
pobj(in-27, benefits-28)
prep(cut-26, of-29)
num(percent-31, 25-30)
pobj(of-29, percent-31)
prep(percent-31, to-32)
num(percent-34, 40-33)
pobj(to-32, percent-34)
punct(said-18, .-35)

discourse(explained-7, Now-1)
punct(explained-7, ,-2)
det(president-4, the-3)
nsubj(explained-7, president-4)
aux(explained-7, has-5)
neg(explained-7, never-6)
root(ROOT-0, explained-7)
prep(explained-7, to-8)
pobj(to-8, America-9)
punct(explained-7, ,-10)
advmod(explained-7, ever-11)
punct(explained-7, ,-12)
aux(done-15, has-13)
neg(done-15, n't-14)
dep(explained-7, done-15)
dobj(done-15, it-16)
tmod(done-15, tonight-17)
punct(explained-7, ,-18)
advmod(come-30, where-19)
aux(come-30, does-20)
det(money-23, the-21)
amod(money-23, transitional-22)
nsubj(come-30, money-23)
punct(money-23, ,-24)
det($-26, that-25)
appos(money-23, $-26)
number($-26, 2-27)
dep($-26, trillion-28)
punct(come-30, ,-29)
ccomp(explained-7, come-30)
prep(come-30, from-31)
punct(explained-7, ?-32)

nsubjpass(got-4, He-1)
auxpass(got-4, 's-2)
advmod(got-4, already-3)
root(ROOT-0, got-4)
dobj(got-4, $-5)
number($-5, 2-6)
dep($-5, trillion-7)
punct(got-4, ,-8)
prep(got-4, according-9)
pcomp(according-9, to-10)
det(Post-13, The-11)
nn(Post-13, Washington-12)
pobj(to-10, Post-13)
punct(got-4, ,-14)
prep(got-4, of-15)
pobj(of-15, expenses-16)
dobj(put-20, that-17)
nsubjpass(put-20, he-18)
auxpass(put-20, 's-19)
rcmod(expenses-16, put-20)
prep(put-20, on-21)
det(line-23, the-22)
pobj(on-21, line-23)
prep(expenses-16, from-24)
poss(convention-26, his-25)
pobj(from-24, convention-26)
cc(convention-26, and-27)
det(promises-29, the-28)
conj(convention-26, promises-29)
prep(promises-29, of-30)
det(campaign-32, this-31)
pobj(of-30, campaign-32)
punct(expenses-16, ,-33)
nsubjpass(paid-38, none-34)
prep(none-34, of-35)
pobj(of-35, which-36)
auxpass(paid-38, are-37)
rcmod(expenses-16, paid-38)
prep(paid-38, for-39)
punct(got-4, .-40)

quantmod(one-2, Not-1)
num(them-4, one-2)
quantmod(one-2, of-3)
nsubjpass(paid-6, them-4)
auxpass(paid-6, are-5)
root(ROOT-0, paid-6)
prep(paid-6, for-7)
punct(paid-6, .-8)

det(fact-2, The-1)
nsubj(is-3, fact-2)
root(ROOT-0, is-3)
mark(driving-8, that-4)
det(president-6, the-5)
nsubj(driving-8, president-6)
aux(driving-8, is-7)
ccomp(is-3, driving-8)
det(deficits-11, the-9)
amod(deficits-11, largest-10)
dobj(driving-8, deficits-11)
prep(deficits-11, in-12)
amod(history-14, American-13)
pobj(in-12, history-14)
punct(is-3, .-15)

nsubjpass(broken-3, He-1)
auxpass(broken-3, 's-2)
root(ROOT-0, broken-3)
det(rules-12, the-4)
nn(rules-12, pay-5)
punct(pay-5, --6)
mark(go-11, as-7)
punct(go-11, --8)
nsubj(go-11, you-9)
punct(go-11, --10)
advcl(pay-5, go-11)
dobj(broken-3, rules-12)
punct(broken-3, .-13)

nsubj(have-2, I-1)
root(ROOT-0, have-2)
det(record-4, a-3)
dobj(have-2, record-4)
prep(record-4, of-5)
pcomp(of-5, fighting-6)
prep(fighting-6, for-7)
amod(responsibility-9, fiscal-8)
pobj(for-7, responsibility-9)
punct(have-2, .-10)

prep(one-6, In-1)
pobj(In-1, 1985-2)
punct(I-4, ,-3)
nsubj(one-6, I-4)
cop(one-6, was-5)
root(ROOT-0, one-6)
prep(one-6, of-7)
det(Democrats-10, the-8)
amod(Democrats-10, first-9)
pobj(of-7, Democrats-10)
punct(one-6, ---11)
dep(one-6, broke-12)
prep(broke-12, with-13)
poss(party-15, my-14)
pobj(with-13, party-15)
punct(one-6, .-16)

nsubj(balanced-2, We-1)
root(ROOT-0, balanced-2)
det(budget-4, the-3)
dobj(balanced-2, budget-4)
prep(balanced-2, in-5)
det('90s-7, the-6)
pobj(in-5, '90s-7)
punct(balanced-2, .-8)

nsubj(paid-2, We-1)
root(ROOT-0, paid-2)
prt(paid-2, down-3)
det(debt-5, the-4)
dobj(paid-2, debt-5)
prep(paid-2, for-6)
num(years-8, two-7)
pobj(for-6, years-8)
punct(paid-2, .-9)

cc('s-3, And-1)
nsubj('s-3, that-2)
root(ROOT-0, 's-3)
dobj(do-9, what-4)
nsubj(going-7, we-5)
aux(going-7, 're-6)
ccomp('s-3, going-7)
aux(do-9, to-8)
xcomp(going-7, do-9)
punct('s-3, .-10)

nsubj(going-3, We-1)
aux(going-3, 're-2)
root(ROOT-0, going-3)
aux(protect-5, to-4)
xcomp(going-3, protect-5)
nn(Security-7, Social-6)
dobj(protect-5, Security-7)
punct(going-3, .-8)

nsubj(privatize-4, I-1)
aux(privatize-4, will-2)
neg(privatize-4, not-3)
root(ROOT-0, privatize-4)
dobj(privatize-4, it-5)
punct(privatize-4, .-6)

nsubj(cut-4, I-1)
aux(cut-4, will-2)
neg(cut-4, not-3)
root(ROOT-0, cut-4)
det(benefits-6, the-5)
dobj(cut-4, benefits-6)
punct(cut-4, .-7)

cc(going-4, And-1)
nsubj(going-4, we-2)
aux(going-4, 're-3)
root(ROOT-0, going-4)
aux(responsible-8, to-5)
cop(responsible-8, be-6)
advmod(responsible-8, fiscally-7)
xcomp(going-4, responsible-8)
punct(going-4, .-9)

cc(take-4, And-1)
nsubj(take-4, we-2)
aux(take-4, will-3)
root(ROOT-0, take-4)
dobj(take-4, care-5)
prep(care-5, of-6)
nn(Security-8, Social-7)
pobj(of-6, Security-8)
punct(take-4, .-9)

root(ROOT-0, Let-1)
nsubj(stay-4, me-2)
advmod(stay-4, just-3)
ccomp(Let-1, stay-4)
prep(stay-4, on-5)
nn(Security-7, Social-6)
pobj(on-5, Security-7)
prep(stay-4, with-8)
det(question-11, a-9)
amod(question-11, new-10)
pobj(with-8, question-11)
prep(question-11, for-12)
nn(Kerry-14, Senator-13)
pobj(for-12, Kerry-14)
punct(Let-1, ,-15)
mark(said-24, because-16)
punct(said-24, ,-17)
nn(Kerry-19, Senator-18)
dep(said-24, Kerry-19)
punct(said-24, ,-20)
nsubj(said-24, you-21)
aux(said-24, have-22)
advmod(said-24, just-23)
advcl(Let-1, said-24)
nsubj(cut-28, you-25)
aux(cut-28, will-26)
neg(cut-28, not-27)
ccomp(said-24, cut-28)
dobj(cut-28, benefits-29)
punct(Let-1, .-30)

nn(Greenspan-2, Alan-1)
nsubj(says-11, Greenspan-2)
punct(Greenspan-2, ,-3)
det(chairman-5, the-4)
appos(Greenspan-2, chairman-5)
prep(chairman-5, of-6)
det(Reserve-9, the-7)
nn(Reserve-9, Federal-8)
pobj(of-6, Reserve-9)
punct(says-11, ,-10)
root(ROOT-0, says-11)
expl('s-13, there-12)
ccomp(says-11, 's-13)
neg(way-15, no-14)
nsubj('s-13, way-15)
dobj(pay-20, that-16)
nn(Security-18, Social-17)
nsubj(pay-20, Security-18)
aux(pay-20, can-19)
rcmod(way-15, pay-20)
dobj(pay-20, retirees-21)
dobj(promised-25, what-22)
nsubj(promised-25, we-23)
aux(promised-25, have-24)
dep(pay-20, promised-25)
dobj(promised-25, them-26)
mark(recalibrate-29, unless-27)
nsubj(recalibrate-29, we-28)
advcl('s-13, recalibrate-29)
punct(says-11, .-30)

dobj(suggesting-4, What-1)
nsubj(suggesting-4, he-2)
aux(suggesting-4, 's-3)
dep(going-8, suggesting-4)
punct(going-8, ,-5)
nsubj(going-8, we-6)
aux(going-8, 're-7)
root(ROOT-0, going-8)
aux(cut-10, to-9)
xcomp(going-8, cut-10)
dobj(cut-10, benefits-11)
cc(going-8, or-12)
nsubj(going-15, we-13)
aux(going-15, 're-14)
conj(going-8, going-15)
aux(have-17, to-16)
xcomp(going-15, have-17)
aux(raise-19, to-18)
xcomp(have-17, raise-19)
det(age-22, the-20)
nn(age-22, retirement-21)
dobj(raise-19, age-22)
punct(going-8, .-23)

nsubj(have-3, We-1)
aux(have-3, may-2)
root(ROOT-0, have-3)
aux(take-5, to-4)
xcomp(have-3, take-5)
det(reform-8, some-6)
amod(reform-8, other-7)
dobj(take-5, reform-8)
punct(have-3, .-9)

cc(mean-16, But-1)
mark(said-6, if-2)
nsubj(said-6, you-3)
aux(said-6, 've-4)
advmod(said-6, just-5)
advcl(mean-16, said-6)
punct(said-6, ,-7)
nsubj(promised-10, you-8)
aux(promised-10, 've-9)
ccomp(said-6, promised-10)
neg(changes-12, no-11)
dobj(promised-10, changes-12)
punct(mean-16, ,-13)
aux(mean-16, does-14)
nsubj(mean-16, that-15)
root(ROOT-0, mean-16)
nsubj(going-20, you-17)
aux(going-20, 're-18)
advmod(going-20, just-19)
ccomp(mean-16, going-20)
aux(leave-22, to-21)
xcomp(going-20, leave-22)
dobj(leave-22, this-23)
prep(leave-22, as-24)
det(problem-26, a-25)
pobj(as-24, problem-26)
punct(problem-26, ,-27)
det(problem-29, another-28)
appos(problem-26, problem-29)
mark(solve-34, for-30)
poss(children-32, our-31)
nsubj(solve-34, children-32)
aux(solve-34, to-33)
advcl(leave-22, solve-34)
punct(mean-16, ?-35)

root(ROOT-0, Not-1)
advmod(all-3, at-2)
dep(Not-1, all-3)
punct(Not-1, .-4)

advmod(not-2, Absolutely-1)
neg(Bob-4, not-2)
punct(Bob-4, ,-3)
root(ROOT-0, Bob-4)
punct(Bob-4, .-5)

nsubj(thing-5, This-1)
cop(thing-5, is-2)
det(thing-5, the-3)
amod(thing-5, same-4)
root(ROOT-0, thing-5)
nsubj(heard-7, we-6)
rcmod(thing-5, heard-7)
punct(thing-5, ---8)
parataxis(thing-5, remember-9)
punct(remember-9, ,-10)
nsubj(appeared-12, I-11)
ccomp(remember-9, appeared-12)
prep(appeared-12, on-13)
dep(on-13, "-14)
dep(on-13, Meet-15)
det(Press-17, the-16)
dobj(Meet-15, Press-17)
dep(appeared-12, "-18)
prep(appeared-12, with-19)
nn(Russert-21, Tim-20)
pobj(with-19, Russert-21)
prep(appeared-12, in-22)
nn(something-25, 1990-23)
punct(something-25, --24)
pobj(in-22, something-25)
punct(thing-5, .-26)

nsubj(heard-2, We-1)
root(ROOT-0, heard-2)
det(thing-5, the-3)
amod(thing-5, same-4)
dobj(heard-2, thing-5)
punct(heard-2, .-6)

nsubj(fixed-2, We-1)
root(ROOT-0, fixed-2)
dobj(fixed-2, it-3)
punct(fixed-2, .-4)

prep(put-5, In-1)
pobj(In-1, fact-2)
punct(put-5, ,-3)
nsubj(put-5, we-4)
root(ROOT-0, put-5)
advmod(put-5, together-6)
det(surplus-10, a-7)
num(surplus-10, $5.6-8)
number($5.6-8, trillion-9)
dobj(put-5, surplus-10)
prep(put-5, in-11)
det('90s-13, the-12)
pobj(in-11, '90s-13)
nsubj(was-15, that-14)
dep(put-5, was-15)
prep(was-15, for-16)
det(purpose-18, the-17)
pobj(for-16, purpose-18)
prep(purpose-18, of-19)
pcomp(of-19, saving-20)
nn(Security-22, Social-21)
dobj(saving-20, Security-22)
punct(put-5, .-23)

mark(take-3, If-1)
nsubj(take-3, you-2)
advcl(saved-46, take-3)
det(cut-6, the-4)
nn(cut-6, tax-5)
dobj(take-3, cut-6)
dobj(gave-20, that-7)
det(president-9, the-8)
nsubj(given-15, president-9)
prep(president-9, of-10)
det(States-13, the-11)
nn(States-13, United-12)
pobj(of-10, States-13)
aux(given-15, has-14)
dep(gave-20, given-15)
punct(gave-20, --16)
punct(gave-20, --17)
nn(Bush-19, President-18)
nsubj(gave-20, Bush-19)
rcmod(cut-6, gave-20)
prep(gave-20, to-21)
pobj(to-21, Americans-22)
prep(Americans-22, in-23)
det(percent-27, the-24)
amod(percent-27, top-25)
num(percent-27, 1-26)
pobj(in-23, percent-27)
prep(percent-27, of-28)
pobj(of-28, America-29)
punct(saved-46, ---30)
advmod(cut-34, just-31)
det(cut-34, that-32)
nn(cut-34, tax-33)
nsubj(saved-46, cut-34)
nsubj(went-36, that-35)
rcmod(cut-34, went-36)
prep(went-36, to-37)
det(percent-41, the-38)
amod(percent-41, top-39)
num(percent-41, 1-40)
pobj(to-37, percent-41)
prep(percent-41, of-42)
pobj(of-42, America-43)
aux(saved-46, would-44)
aux(saved-46, have-45)
root(ROOT-0, saved-46)
nn(Security-48, Social-47)
dobj(saved-46, Security-48)
prep(saved-46, until-49)
det(year-51, the-50)
pobj(until-49, year-51)
dep(year-51, 2075-52)
punct(saved-46, .-53)

det(president-2, The-1)
nsubj(decided-3, president-2)
root(ROOT-0, decided-3)
aux(give-5, to-4)
xcomp(decided-3, give-5)
dobj(give-5, it-6)
prep(give-5, to-7)
det(Americans-10, the-8)
amod(Americans-10, wealthiest-9)
pobj(to-7, Americans-10)
prep(give-5, in-11)
det(cut-14, a-12)
nn(cut-14, tax-13)
pobj(in-11, cut-14)
punct(decided-3, .-15)

discourse(supports-18, Now-1)
punct(supports-18, ,-2)
nn(Greenspan-4, Alan-3)
nsubj(supports-18, Greenspan-4)
punct(Greenspan-4, ,-5)
dobj(think-8, who-6)
nsubj(think-8, I-7)
rcmod(Greenspan-4, think-8)
aux(done-10, has-9)
ccomp(think-8, done-10)
det(job-13, a-11)
amod(job-13, terrific-12)
dobj(done-10, job-13)
prep(job-13, in-14)
amod(policy-16, monetary-15)
pobj(in-14, policy-16)
punct(supports-18, ,-17)
root(ROOT-0, supports-18)
det(president-20, the-19)
poss(cut-23, president-20)
possessive(president-20, 's-21)
nn(cut-23, tax-22)
dobj(supports-18, cut-23)
punct(supports-18, .-24)

nsubj(do-2, I-1)
root(ROOT-0, do-2)
neg(do-2, n't-3)
punct(do-2, .-4)

nsubj(support-2, I-1)
root(ROOT-0, support-2)
dobj(support-2, it-3)
prep(support-2, for-4)
det(class-7, the-5)
nn(class-7, middle-6)
pobj(for-4, class-7)
punct(support-2, ,-8)
neg(part-11, not-9)
det(part-11, that-10)
dep(support-2, part-11)
prep(part-11, of-12)
pobj(of-12, it-13)
nsubj(goes-15, that-14)
rcmod(part-11, goes-15)
prep(goes-15, to-16)
pobj(to-16, people-17)
vmod(people-17, earning-18)
dobj(earning-18, more-19)
prep(more-19, than-20)
pobj(than-20, $-21)
num($-21, 200,000-22)
det(year-24, a-23)
tmod(earning-18, year-24)
punct(support-2, .-25)

cc(going-25, And-1)
advmod(roll-4, when-2)
nsubj(roll-4, I-3)
advcl(going-25, roll-4)
dobj(roll-4, it-5)
advmod(roll-4, back-6)
cc(roll-4, and-7)
nsubj(invest-9, we-8)
conj(roll-4, invest-9)
prep(invest-9, in-10)
