amod(Pants-2, Red-1)
prep(conclusion-3, of-4)
det(exercise-7, this-5)
amod(exercise-7, vast-6)
pobj(of-4, exercise-7)
punct(exercise-7, ,-8)
vmod(exercise-7, done-9)
prep(done-9, without-10)
det(aid-12, the-11)
pobj(without-10, aid-12)
prep(aid-12, of-13)
pobj(of-13, computers-14)
punct(emerged-17, ,-15)
advmod(emerged-17, there-16)
root(ROOT-0, emerged-17)
det(pattern-19, a-18)
nsubj(emerged-17, pattern-19)
prep(pattern-19, of-20)
amod(relationships-22, familial-21)
pobj(of-20, relationships-22)
nsubj(linked-24, that-23)
rcmod(relationships-22, linked-24)
prt(linked-24, together-25)
dobj(linked-24, languages-26)
vmod(languages-26, spoken-27)
punct(spoken-27, ,-28)
prep(spoken-27, in-29)
amod(times-31, earlier-30)
pobj(in-29, times-31)
punct(spoken-27, ,-32)
prep(spoken-27, from-33)
pobj(from-33, Britain-34)
advmod(east-37, as-35)
advmod(east-37, far-36)
dep(from-33, east-37)
prep(east-37, as-38)
nn(Turkestan-40, Chinese-39)
pobj(as-38, Turkestan-40)
cc(from-33, and-41)
conj(from-33, from-42)
pobj(from-42, India-43)
advmod(north-46, as-44)
advmod(north-46, far-45)
dep(from-42, north-46)
prep(north-46, as-47)
pobj(as-47, Lappland-48)
punct(emerged-17, .-49)

nsubjpass(found-11, Charts-1)
vmod(Charts-1, showing-2)
det(languages-5, the-3)
amod(languages-5, chief-4)
dobj(showing-2, languages-5)
cc(languages-5, and-6)
poss(derivations-8, their-7)
conj(languages-5, derivations-8)
aux(found-11, can-9)
auxpass(found-11, be-10)
root(ROOT-0, found-11)
prep(found-11, in-12)
amod(dictionaries-14, many-13)
pobj(in-12, dictionaries-14)
punct(in-12, —-15)
prep(in-12, inside-16)
det(cover-19, the-17)
amod(cover-19, front-18)
pobj(inside-16, cover-19)
prep(cover-19, of-20)
det(House-23, The-21)
nn(House-23, Random-22)
pobj(of-20, House-23)
amod(House-23, Unabridged-24)
punct(inside-16, ,-25)
prep(inside-16, for-26)
pobj(for-26, example-27)
punct(found-11, .-28)

mark(learning-5, Because-1)
nsubj(learning-5, linguists-2)
aux(learning-5, are-3)
advmod(learning-5, constantly-4)
advcl(best-17, learning-5)
dobj(learning-5, more-6)
cc(more-6, and-7)
conj(more-6, more-8)
prep(more-6, about-9)
det(relationships-11, the-10)
pobj(about-9, relationships-11)
prep(relationships-11, among-12)
pobj(among-12, languages-13)
punct(best-17, ,-14)
nsubj(best-17, it-15)
cop(best-17, is-16)
root(ROOT-0, best-17)
aux(avoid-19, to-18)
xcomp(best-17, avoid-19)
xcomp(avoid-19, using-20)
det(chart-23, an-21)
amod(chart-23, older-22)
dobj(using-20, chart-23)
punct(best-17, ;-24)
prep(wise-33, for-25)
det(reason-28, the-26)
amod(reason-28, same-27)
pobj(for-25, reason-28)
punct(wise-33, ,-29)
nsubj(wise-33, it-30)
aux(wise-33, would-31)
cop(wise-33, be-32)
parataxis(best-17, wise-33)
neg(stake-36, not-34)
aux(stake-36, to-35)
ccomp(wise-33, stake-36)
advmod(much-38, too-37)
dobj(stake-36, much-38)
prep(stake-36, on-39)
det(accuracy-41, the-40)
pobj(on-39, accuracy-41)
prep(accuracy-41, of-42)
advmod(chart-46, even-43)
det(chart-46, a-44)
amod(chart-46, current-45)
pobj(of-42, chart-46)
punct(best-17, .-47)

det(languages-2, The-1)
nsubj(are-5, languages-2)
vmod(languages-2, discussed-3)
advmod(discussed-3, here-4)
root(ROOT-0, are-5)
nsubjpass(called-9, what-6)
auxpass(called-9, are-7)
advmod(called-9, usually-8)
ccomp(are-5, called-9)
det(family-12, the-10)
amod(family-12, Indo-European-11)
xcomp(called-9, family-12)
punct(are-5, ;-13)
amod(trees-16, similar-14)
nn(trees-16, family-15)
nsubjpass(drawn-19, trees-16)
aux(drawn-19, could-17)
auxpass(drawn-19, be-18)
parataxis(are-5, drawn-19)
prep(drawn-19, for-20)
det(languages-23, the-21)
amod(languages-23, Semitic-22)
pobj(for-20, languages-23)
punct(languages-23, ,-24)
conj(languages-23, Sino-Tibetan-25)
punct(languages-23, ,-26)
conj(languages-23, Japanese-27)
punct(languages-23, ,-28)
conj(languages-23, Bantu-29)
punct(languages-23, ,-30)
conj(languages-23, Malayo-Polynesian-31)
punct(languages-23, ,-32)
cc(languages-23, and-33)
advmod(on-35, so-34)
advmod(languages-23, on-35)
punct(are-5, .-36)

nsubj(phylum-5, Each-1)
cop(phylum-5, is-2)
det(phylum-5, a-3)
amod(phylum-5, distinct-4)
root(ROOT-0, phylum-5)
punct(phylum-5, ;-6)
mark(word-borrowing-11, although-7)
expl(word-borrowing-11, there-8)
aux(word-borrowing-11, may-9)
cop(word-borrowing-11, be-10)
advcl(considered-17, word-borrowing-11)
prep(word-borrowing-11, among-12)
pobj(among-12, them-13)
punct(considered-17, ,-14)
nsubjpass(considered-17, lexicon-15)
auxpass(considered-17, is-16)
parataxis(phylum-5, considered-17)
advmod(important-19, less-18)
dep(considered-17, important-19)
prep(important-19, in-20)
det(classification-22, the-21)
pobj(in-20, classification-22)
prep(classification-22, of-23)
pobj(of-23, languages-24)
prep(important-19, than-25)
pobj(than-25, structure-26)
cc(structure-26, and-27)
conj(structure-26, grammar-28)
punct(phylum-5, .-29)

nsubj(important-3, It-1)
cop(important-3, is-2)
root(ROOT-0, important-3)
punct(important-3, ,-4)
advmod(important-3, too-5)
punct(important-3, ,-6)
aux(note-8, to-7)
xcomp(important-3, note-8)
mark(irrelevant-13, that-9)
nn(systems-11, writing-10)
nsubj(irrelevant-13, systems-11)
cop(irrelevant-13, are-12)
ccomp(note-8, irrelevant-13)
punct(important-3, :-14)
prep(written-20, for-15)
pobj(for-15, instance-16)
punct(written-20, ,-17)
nsubjpass(written-20, Polish-18)
auxpass(written-20, is-19)
parataxis(important-3, written-20)
punct(written-20, -LRB--21)
tmod(written-20, today-22)
punct(written-20, -RRB--23)
xcomp(written-20, using-24)
det(alphabet-27, the-25)
amod(alphabet-27, Roman-26)
dobj(using-24, alphabet-27)
punct(written-20, ,-28)
cc(written-20, but-29)
nsubj(uses-37, Russian-30)
punct(Russian-30, ,-31)
det(language-35, a-32)
amod(language-35, related-33)
amod(language-35, Slavic-34)
appos(Russian-30, language-35)
punct(uses-37, ,-36)
conj(written-20, uses-37)
det(Cyrillic-39, the-38)
dobj(uses-37, Cyrillic-39)
punct(written-20, ;-40)
nsubjpass(written-48, Yiddish-41)
punct(Yiddish-41, ,-42)
det(language-45, a-43)
amod(language-45, Germanic-44)
appos(Yiddish-41, language-45)
punct(written-48, ,-46)
auxpass(written-48, is-47)
ccomp(written-20, written-48)
prep(written-48, in-49)
nn(characters-51, Hebrew-50)
pobj(in-49, characters-51)
punct(written-20, ;-52)
nsubj(use-71, Latin-53)
punct(Latin-53, ,-54)
conj(Latin-53, Greek-55)
punct(Latin-53, ,-56)
cc(Latin-53, and-57)
conj(Latin-53, Sanskrit-58)
punct(Latin-53, ,-59)
nsubj(resemble-61, which-60)
rcmod(Latin-53, resemble-61)
xcomp(resemble-61, one-62)
dep(one-62, another-63)
advmod(closely-65, rather-64)
advmod(resemble-61, closely-65)
prep(resemble-61, in-66)
det(respects-68, some-67)
pobj(in-66, respects-68)
punct(Latin-53, ,-69)
appos(Latin-53, all-70)
ccomp(written-20, use-71)
amod(alphabets-73, different-72)
dobj(use-71, alphabets-73)
punct(written-20, ;-74)
cc(written-20, and-75)
amod(examples-77, early-76)
nsubjpass(written-89, examples-77)
punct(examples-77, ,-78)
advmod(unrecognizable-80, utterly-79)
amod(examples-77, unrecognizable-80)
prep(unrecognizable-80, to-81)
amod(readers-83, untrained-82)
pobj(to-81, readers-83)
prep(readers-83, of-84)
amod(languages-86, modern-85)
pobj(of-84, languages-86)
punct(written-89, ,-87)
auxpass(written-89, were-88)
conj(written-20, written-89)
prep(written-89, in-90)
pobj(in-90, cuneiform-91)
punct(cuneiform-91, ,-92)
advmod(suitable-94, quite-93)
amod(cuneiform-91, suitable-94)
prep(suitable-94, for-95)
pcomp(for-95, writing-96)
prep(writing-96, on-97)
amod(tablets-100, soft-98)
nn(tablets-100, clay-99)
pobj(on-97, tablets-100)
prep(writing-96, with-101)
det(stylus-104, a-102)
amod(stylus-104, pointed-103)
pobj(with-101, stylus-104)
punct(cuneiform-91, ,-105)
cc(cuneiform-91, and-106)
conj(cuneiform-91, hieroglyphics-107)
punct(important-3, .-108)

nsubj(nice-4, It-1)
aux(nice-4, would-2)
cop(nice-4, be-3)
root(ROOT-0, nice-4)
aux(think-6, to-5)
xcomp(nice-4, think-6)
mark(working-20, that-7)
mark(working-11, while-8)
nsubj(working-11, linguists-9)
aux(working-11, were-10)
advcl(working-20, working-11)
advmod(hard-13, so-12)
advmod(working-11, hard-13)
aux(organize-15, to-14)
xcomp(working-11, organize-15)
dobj(organize-15, languages-16)
punct(working-20, ,-17)
nsubj(working-20, they-18)
aux(working-20, were-19)
ccomp(think-6, working-20)
prep(working-20, alongside-21)
det(archaeologists-23, the-22)
pobj(alongside-21, archaeologists-23)
nsubj(providing-26, who-24)
aux(providing-26, were-25)
rcmod(archaeologists-23, providing-26)
det(materials-29, the-27)
amod(materials-29, raw-28)
dobj(providing-26, materials-29)
punct(nice-4, .-30)

cc(correlated-17, But-1)
advmod(rarely-3, only-2)
advmod(collaborate-6, rarely-3)
aux(collaborate-6, did-4)
nsubj(collaborate-6, they-5)
dep(correlated-17, collaborate-6)
cc(correlated-17, and-7)
punct(correlated-17, ,-8)
prep(correlated-17, with-9)
amod(exceptions-11, few-10)
pobj(with-9, exceptions-11)
punct(correlated-17, ,-12)
poss(work-14, their-13)
nsubjpass(correlated-17, work-14)
auxpass(correlated-17, was-15)
neg(correlated-17, not-16)
root(ROOT-0, correlated-17)
prep(correlated-17, in-18)
det(way-21, a-19)
amod(way-21, systematic-20)
pobj(in-18, way-21)
punct(correlated-17, .-22)

nsubj(used-10, Schliemann-1)
punct(Schliemann-1, ,-2)
nsubj(discovered-4, who-3)
rcmod(Schliemann-1, discovered-4)
det(site-6, the-5)
dobj(discovered-4, site-6)
prep(site-6, of-7)
pobj(of-7, Troy-8)
punct(used-10, ,-9)
root(ROOT-0, used-10)
det(evidence-12, the-11)
dobj(used-10, evidence-12)
prep(evidence-12, in-13)
poss(Iliad-16, Homer-14)
possessive(Homer-14, 's-15)
pobj(in-13, Iliad-16)
aux(determine-18, to-17)
vmod(used-10, determine-18)
poss(site-21, his-19)
nn(site-21, digging-20)
dobj(determine-18, site-21)
punct(site-21, ,-22)
advmod(disappeared-29, where-23)
det(ruins-25, any-24)
nsubj(disappeared-29, ruins-25)
aux(disappeared-29, had-26)
advmod(since-28, long-27)
advmod(disappeared-29, since-28)
rcmod(site-21, disappeared-29)
prep(disappeared-29, from-30)
pobj(from-30, view-31)
punct(used-10, .-32)

prep(lay-9, In-1)
amod(places-4, many-2)
amod(places-4, other-3)
pobj(In-1, places-4)
punct(lay-9, ,-5)
det(sites-8, the-6)
amod(sites-8, ancient-7)
nsubj(lay-9, sites-8)
root(ROOT-0, lay-9)
dep(lay-9, buried-10)
punct(buried-10, —-11)
cc(do-14, and-12)
advmod(do-14, still-13)
parataxis(buried-10, do-14)
punct(buried-10, —-15)
prep(buried-10, beneath-16)
amod(cities-18, modern-17)
pobj(beneath-16, cities-18)
punct(lay-9, :-19)
amod(owners-22, modern-20)
nn(owners-22, property-21)
nsubj(take-25, owners-22)
advmod(understandably-24, quite-23)
advmod(take-25, understandably-24)
parataxis(lay-9, take-25)
det(view-28, a-26)
amod(view-28, dim-27)
dobj(take-25, view-28)
prep(view-28, of-29)
pcomp(of-29, tearing-30)
prt(tearing-30, down-31)
poss(buildings-33, their-32)
dobj(tearing-30, buildings-33)
prep(tearing-30, on-34)
det(chance-37, the-35)
amod(chance-37, off-36)
pobj(on-34, chance-37)
mark(found-47, that-38)
det(remnants-40, the-39)
nsubjpass(found-47, remnants-40)
prep(remnants-40, of-41)
det(town-44, an-42)
amod(town-44, ancient-43)
pobj(of-41, town-44)
aux(found-47, will-45)
auxpass(found-47, be-46)
ccomp(chance-37, found-47)
amod(yards-49, several-48)
npadvmod(below-50, yards-49)
advmod(found-47, below-50)
punct(lay-9, .-51)

tmod(examines-15, today-1)
punct(examines-15, ,-2)
mark(erected-8, before-3)
det(building-6, a-4)
amod(building-6, new-5)
nsubjpass(erected-8, building-6)
auxpass(erected-8, is-7)
advcl(examines-15, erected-8)
prep(erected-8, in-9)
pobj(in-9, London-10)
punct(examines-15, ,-11)
det(team-14, an-12)
amod(team-14, archaeological-13)
nsubj(examines-15, team-14)
root(ROOT-0, examines-15)
det(site-18, the-16)
amod(site-18, cleared-17)
dobj(examines-15, site-18)
prep(examines-15, for-19)
poss(significance-22, its-20)
amod(significance-22, archaeological-21)
pobj(for-19, significance-22)
punct(examines-15, .-23)

cc(interfere-10, But-1)
advmod(interfere-10, there-2)
punct(there-2, ,-3)
prep(there-2, as-4)
advmod(else-6, everywhere-5)
pcomp(as-4, else-6)
punct(interfere-10, ,-7)
nsubj(interfere-10, nothing-8)
aux(interfere-10, can-9)
root(ROOT-0, interfere-10)
prep(interfere-10, with-11)
pobj(with-11, progress-12)
cc(interfere-10, and-13)
punct(interfere-10, ,-14)
advmod(yield-27, regardless-15)
prep(regardless-15, of-16)
det(finds-18, the-17)
pobj(of-16, finds-18)
cc(finds-18, and-19)
poss(importance-21, their-20)
conj(finds-18, importance-21)
punct(yield-27, ,-22)
det(archaeologist-24, the-23)
nsubj(yield-27, archaeologist-24)
aux(yield-27, must-25)
advmod(yield-27, eventually-26)
conj(interfere-10, yield-27)
prep(yield-27, to-28)
det(bulldozer-30, the-29)
pobj(to-28, bulldozer-30)
punct(interfere-10, .-31)

advmod(provide-12, Notwithstanding-1)
punct(provide-12, ,-2)
advmod(glimpses-6, even-3)
det(glimpses-6, the-4)
amod(glimpses-6, brief-5)
nsubj(provide-12, glimpses-6)
vmod(glimpses-6, afforded-7)
prep(afforded-7, by-8)
amod(investigations-10, such-9)
pobj(by-8, investigations-10)
aux(provide-12, can-11)
root(ROOT-0, provide-12)
det(insight-14, some-13)
dobj(provide-12, insight-14)
prep(insight-14, into-15)
pobj(into-15, civilizations-16)
nsubj(existed-18, that-17)
rcmod(civilizations-16, existed-18)
dep(thousands-26, hundreds-19)
cc(thousands-26, or-20)
punct(thousands-26, ,-21)
dep(thousands-26, in-22)
det(cases-24, some-23)
pobj(in-22, cases-24)
punct(thousands-26, ,-25)
npadvmod(earlier-29, thousands-26)
prep(thousands-26, of-27)
pobj(of-27, years-28)
advmod(existed-18, earlier-29)
punct(provide-12, .-30)

prep(theorized-9, Based-1)
pcomp(Based-1, on-2)
det(evidence-5, the-3)
nn(evidence-5, sparse-4)
pobj(on-2, evidence-5)
amod(evidence-5, available-6)
punct(theorized-9, ,-7)
nsubj(theorized-9, linguists-8)
root(ROOT-0, theorized-9)
prep(theorized-9, about-10)
det(languages-13, the-11)
amod(languages-13, earlier-12)
pobj(about-10, languages-13)
nsubj(given-16, that-14)
aux(given-16, had-15)
rcmod(languages-13, given-16)
dobj(given-16, rise-17)
prep(given-16, to-18)
pobj(to-18, those-19)
vmod(those-19, attested-20)
punct(theorized-9, .-21)

prep(tried-20, In-1)
amod(words-3, other-2)
pobj(In-1, words-3)
punct(tried-20, ,-4)
prep(tried-20, based-5)
pcomp(based-5, on-6)
dobj(knew-9, what-7)
nsubj(knew-9, they-8)
pcomp(on-6, knew-9)
prep(knew-9, about-10)
det(group-12, a-11)
pobj(about-10, group-12)
prep(group-12, of-13)
pobj(of-13, languages-14)
nsubjpass(documented-17, which-15)
auxpass(documented-17, were-16)
rcmod(languages-14, documented-17)
punct(tried-20, ,-18)
nsubj(tried-20, they-19)
root(ROOT-0, tried-20)
aux(imagine-22, to-21)
xcomp(tried-20, imagine-22)
det(language-24, the-23)
dobj(imagine-22, language-24)
pobj(from-28, that-25)
nsubj(sprang-27, they-26)
rcmod(language-24, sprang-27)
prep(sprang-27, from-28)
punct(tried-20, .-29)

prep(dealt-6, In-1)
amod(cases-3, most-2)
pobj(In-1, cases-3)
punct(dealt-6, ,-4)
nsubj(dealt-6, they-5)
root(ROOT-0, dealt-6)
prep(dealt-6, with-7)
pobj(with-7, words-8)
cc(words-8, and-9)
amod(elements-11, functional-10)
conj(words-8, elements-11)
punct(dealt-6, ,-12)
xcomp(dealt-6, creating-13)
nsubjpass(called-16, what-14)
auxpass(called-16, are-15)
ccomp(creating-13, called-16)
xcomp(called-16, reconstructions-17)
prep(creating-13, in-18)
amod(prototypes-21, hypothetical-19)
nn(prototypes-21, family-20)
pobj(in-18, prototypes-21)
vmod(prototypes-21, called-22)
punct(called-22, ,-23)
advmod(called-22, variously-24)
punct(called-22, ,-25)
dep(called-22, Proto-Latin-26)
punct(Proto-Latin-26, ,-27)
conj(Proto-Latin-26, Proto-Greek-28)
punct(Proto-Latin-26, ,-29)
conj(Proto-Latin-26, Proto-Germanic-30)
punct(Proto-Latin-26, ,-31)
conj(Proto-Latin-26, Proto-Indo-Iranian-32)
punct(Proto-Latin-26, ,-33)
cc(Proto-Latin-26, and-34)
advmod(forth-36, so-35)
advmod(Proto-Latin-26, forth-36)
punct(creating-13, ,-37)
det(goal-40, the-38)
amod(goal-40, ultimate-39)
nsubj(being-41, goal-40)
vmod(creating-13, being-41)
aux(posit-43, to-42)
xcomp(being-41, posit-43)
det(language-46, a-44)
amod(language-46, single-45)
dobj(posit-43, language-46)
vmod(language-46, called-47)
dep(called-47, Proto-Indo-European-48)
punct(dealt-6, .-49)

nsubj(true-5, That-1)
cop(true-5, is-2)
neg(true-5, not-3)
advmod(true-5, entirely-4)
root(ROOT-0, true-5)
punct(true-5, ,-6)
mark(know-9, for-7)
nsubj(know-9, linguists-8)
advcl(true-5, know-9)
advmod(much-11, too-10)
dobj(know-9, much-11)
prep(much-11, about-12)
pobj(about-12, language-13)
aux(suggest-15, to-14)
vmod(know-9, suggest-15)
mark(was-19, that-16)
expl(was-19, there-17)
advmod(was-19, ever-18)
ccomp(suggest-15, was-19)
punct(was-19, ,-20)
advmod(was-19, literally-21)
punct(was-19, ,-22)
det(language-25, a-23)
amod(language-25, single-24)
nsubj(was-19, language-25)
prep(descended-31, from-26)
pobj(from-26, which-27)
det(languages-30, all-28)
amod(languages-30, Indo-European-29)
nsubj(descended-31, languages-30)
rcmod(language-25, descended-31)
punct(true-5, .-32)

advmod(convenient-5, Nonetheless-1)
punct(convenient-5, ,-2)
nsubj(convenient-5, it-3)
cop(convenient-5, is-4)
root(ROOT-0, convenient-5)
aux(think-7, to-6)
xcomp(convenient-5, think-7)
prep(think-7, about-8)
det(existence-10, the-9)
pobj(about-8, existence-10)
prep(existence-10, of-11)
det(group-13, a-12)
pobj(of-11, group-13)
prep(group-13, of-14)
pobj(of-14, proto-dialects-15)
nsubjpass(referred-19, which-16)
aux(referred-19, can-17)
auxpass(referred-19, be-18)
rcmod(proto-dialects-15, referred-19)
prep(referred-19, to-20)
prep(referred-19, as-21)
pobj(as-21, Proto-Indo-European-22)
punct(convenient-5, .-23)

nsubj(seems-2, It-1)
root(ROOT-0, seems-2)
advmod(natural-4, only-3)
acomp(seems-2, natural-4)
mark(was-20, that-5)
mark(posited-15, once-6)
det(language-9, an-7)
amod(language-9, original-8)
nsubjpass(posited-15, language-9)
punct(language-9, ,-10)
cc(language-9, or-11)
conj(language-9, Ursprache-12)
punct(posited-15, ,-13)
auxpass(posited-15, was-14)
advcl(was-20, posited-15)
punct(was-20, ,-16)
det(step-19, the-17)
amod(step-19, next-18)
nsubj(was-20, step-19)
ccomp(seems-2, was-20)
aux(speculate-22, to-21)
xcomp(was-20, speculate-22)
prep(speculate-22, on-23)
poss(source-25, its-24)
pobj(on-23, source-25)
punct(source-25, ,-26)
cc(source-25, or-27)
conj(source-25, Urheimat-28)
punct(seems-2, .-29)

nsubj(is-2, That-1)
root(ROOT-0, is-2)
dobj(do-8, what-3)
nsubj(tried-6, Renfrew-4)
aux(tried-6, has-5)
ccomp(is-2, tried-6)
aux(do-8, to-7)
xcomp(tried-6, do-8)
punct(is-2, .-9)

advmod(proposes-4, Essentially-1)
punct(proposes-4, ,-2)
nsubj(proposes-4, he-3)
root(ROOT-0, proposes-4)
mark(born-14, that-5)
det(parent-7, the-6)
nsubjpass(born-14, parent-7)
prep(parent-7, of-8)
det(languages-11, all-9)
amod(languages-11, Indo-European-10)
pobj(of-8, languages-11)
auxpass(born-14, was-12)
npadvmod(born-14, itself-13)
ccomp(proposes-4, born-14)
prep(born-14, in-15)
amod(Anatolia-17, central-16)
pobj(in-15, Anatolia-17)
punct(Anatolia-17, ,-18)
advmod(spread-21, whence-19)
nsubj(spread-21, it-20)
rcmod(Anatolia-17, spread-21)
advmod(spread-21, eastward-22)
punct(eastward-22, ,-23)
advmod(eastward-22, westward-24)
punct(eastward-22, ,-25)
cc(eastward-22, and-26)
conj(eastward-22, northward-27)
punct(spread-21, ,-28)
auxpass(modified-30, being-29)
xcomp(spread-21, modified-30)
prep(modified-30, by-31)
det(influences-33, the-32)
pobj(by-31, influences-33)
prep(influences-33, of-34)
det(languages-36, the-35)
pobj(of-34, languages-36)
prep(came-40, with-37)
pobj(with-37, which-38)
nsubj(came-40, it-39)
rcmod(languages-36, came-40)
prep(came-40, into-41)
pobj(into-41, contact-42)
punct(spread-21, ,-43)
mark(emerged-47, till-44)
nsubj(emerged-47, it-45)
advmod(emerged-47, ultimately-46)
advcl(spread-21, emerged-47)
prep(emerged-47, in-48)
poss(manifestations-53, its-49)
amod(manifestations-53, recognizable-50)
punct(manifestations-53, ,-51)
amod(manifestations-53, modern-52)
pobj(in-48, manifestations-53)
dobj(categorize-56, which-54)
nsubj(categorize-56, we-55)
rcmod(manifestations-53, categorize-56)
prep(categorize-56, into-57)
pobj(into-57, Germanic-58)
punct(Germanic-58, ,-59)
conj(Germanic-58, Hellenic-60)
punct(Germanic-58, ,-61)
conj(Germanic-58, Italic-62)
punct(Germanic-58, ,-63)
conj(Germanic-58, Indo-Iranian-64)
punct(Germanic-58, ,-65)
conj(Germanic-58, Anatolian-66)
punct(Germanic-58, ,-67)
conj(Germanic-58, Armenian-68)
punct(Germanic-58, ,-69)
conj(Germanic-58, Celtic-70)
punct(Germanic-58, ,-71)
conj(Germanic-58, Tocharian-72)
punct(Germanic-58, ,-73)
conj(Germanic-58, Albanian-74)
punct(Germanic-58, ,-75)
cc(Germanic-58, and-76)
conj(Germanic-58, BaltoSlavic-77)
punct(proposes-4, .-78)

nsubj(have-2, I-1)
root(ROOT-0, have-2)
neg(quarrel-4, no-3)
dobj(have-2, quarrel-4)
prep(quarrel-4, with-5)
poss(theory-8, Renfrew-6)
possessive(Renfrew-6, 's-7)
pobj(with-5, theory-8)
punct(have-2, —-9)
prep(have-2, notwithstanding-10)
det(wisdom-14, the-11)
advmod(received-13, generally-12)
amod(wisdom-14, received-13)
pobj(notwithstanding-10, wisdom-14)
nsubj(placed-17, that-15)
aux(placed-17, has-16)
rcmod(wisdom-14, placed-17)
det(homeland-19, the-18)
dobj(placed-17, homeland-19)
advmod(placed-17, north-20)
prep(north-20, of-21)
det(region-25, the-22)
nn(Sea-24, Black-23)
nn(region-25, Sea-24)
pobj(of-21, region-25)
cc(region-25, and-26)
det(steppes-29, the-27)
nn(steppes-29, Volga-28)
conj(region-25, steppes-29)
punct(have-2, .-30)

nsubj(difficult-3, It-1)
cop(difficult-3, is-2)
root(ROOT-0, difficult-3)
mark(assess-13, for-4)
det(reader-7, the-5)
amod(reader-7, nonspecialist-6)
nsubj(assess-13, reader-7)
punct(reader-7, -LRB--8)
prep(reader-7, like-9)
pobj(like-9, me-10)
punct(reader-7, -RRB--11)
aux(assess-13, to-12)
advcl(difficult-3, assess-13)
det(validity-15, the-14)
dobj(assess-13, validity-15)
prep(validity-15, of-16)
poss(arguments-18, his-17)
pobj(of-16, arguments-18)
punct(arguments-18, ,-19)
nsubjpass(based-22, which-20)
auxpass(based-22, are-21)
rcmod(arguments-18, based-22)
prep(based-22, on-23)
poss(contention-25, his-24)
pobj(on-23, contention-25)
mark(carried-35, that-26)
det(language-28, the-27)
nsubjpass(carried-35, language-28)
punct(language-28, -LRB--29)
cc(language-28, and-30)
poss(congeners-32, its-31)
conj(language-28, congeners-32)
punct(language-28, -RRB--33)
auxpass(carried-35, were-34)
ccomp(contention-25, carried-35)
advmod(carried-35, along-36)
prep(carried-35, by-37)
det(spread-39, the-38)
pobj(by-37, spread-39)
prep(spread-39, of-40)
nn(pastoralism-42, nomad-41)
pobj(of-40, pastoralism-42)
punct(difficult-3, .-43)

vmod(contends-7, Using-1)
det(evidence-3, the-2)
dobj(Using-1, evidence-3)
amod(evidence-3, available-4)
punct(contends-7, ,-5)
nsubj(contends-7, Renfrew-6)
root(ROOT-0, contends-7)
mark(separated-19, that-8)
det(language-12, the-9)
amod(language-12, original-10)
amod(language-12, Indo-European-11)
nsubj(separated-19, language-12)
punct(language-12, ,-13)
advmod(related-15, closely-14)
amod(language-12, related-15)
prep(related-15, to-16)
pobj(to-16, Hittite-17)
punct(separated-19, ,-18)
ccomp(contends-7, separated-19)
prep(separated-19, after-20)
num(BC-22, 6500-21)
pobj(after-20, BC-22)
punct(separated-19, ,-23)
mark(developing-31, with-24)
det(languages-27, the-25)
amod(languages-27, IE-26)
nsubj(developing-31, languages-27)
prep(languages-27, of-28)
amod(Europe-30, western-29)
pobj(of-28, Europe-30)
advcl(separated-19, developing-31)
prep(developing-31, from-32)
amod(Anatolia-34, western-33)
pobj(from-32, Anatolia-34)
cc(developing-31, and-35)
conj(developing-31, those-36)
prep(those-36, of-37)
pobj(of-37, Iran-38)
punct(Iran-38, ,-39)
conj(Iran-38, India-40)
punct(Iran-38, ,-41)
cc(Iran-38, and-42)
conj(Iran-38, Pakistan-43)
dep(those-36, from-44)
det(division-47, the-45)
amod(division-47, eastern-46)
pobj(from-44, division-47)
punct(contends-7, .-48)

det(choice-2, The-1)
nsubj(depends-10, choice-2)
prep(choice-2, between-3)
det(theory-6, the-4)
amod(theory-6, prevailing-5)
pobj(between-3, theory-6)
cc(theory-6, and-7)
conj(theory-6, Renfrew-8)
possessive(Renfrew-8, 's-9)
root(ROOT-0, depends-10)
prep(depends-10, on-11)
mark(accepts-14, whether-12)
nsubj(accepts-14, one-13)
pcomp(on-11, accepts-14)
det(theory-19, a-15)
punct(theory-19, “-16)
nn(theory-19, wave-17)
punct(theory-19, ”-18)
dobj(accepts-14, theory-19)
punct(theory-19, ,-20)
advmod(promulgated-22, first-21)
vmod(theory-19, promulgated-22)
mwe(than-24, more-23)
quantmod(hundred-26, than-24)
quantmod(hundred-26, a-25)
num(years-27, hundred-26)
npadvmod(ago-28, years-27)
advmod(promulgated-22, ago-28)
prep(promulgated-22, by-29)
nn(Schmidt-31, Johnanes-30)
pobj(by-29, Schmidt-31)
punct(Schmidt-31, ,-32)
det(linguist-35, a-33)
amod(linguist-35, German-34)
appos(Schmidt-31, linguist-35)
punct(theory-19, ,-36)
cc(theory-19, or-37)
conj(theory-19, one-38)
prep(one-38, of-39)
amod(development-41, indigenous-40)
pobj(of-39, development-41)
punct(depends-10, .-42)

nn(finds-2, Pottery-1)
nsubjpass(interpreted-5, finds-2)
aux(interpreted-5, can-3)
auxpass(interpreted-5, be-4)
root(ROOT-0, interpreted-5)
aux(support-7, to-6)
xcomp(interpreted-5, support-7)
preconj(imposition-10, either-8)
det(imposition-10, the-9)
dobj(support-7, imposition-10)
prep(imposition-10, of-11)
det(culture-14, an-12)
amod(culture-14, elite-13)
pobj(of-11, culture-14)
prep(culture-14, from-15)
pobj(from-15, Turkmenia-16)
