det(History-3, A-1)
det(Flamingo-5, the-4)
nsubj(launch-7, Flamingo-5)
aux(launch-7, would-6)
root(ROOT-0, launch-7)
quantmod(of-11, over-8)
num(decades-10, two-9)
dep(of-11, decades-10)
num(presence-14, of-11)
amod(presence-14, strong-12)
nn(presence-14, mob-13)
dobj(launch-7, presence-14)
prep(launch-7, in-15)
nn(Vegas-17, Las-16)
pobj(in-15, Vegas-17)
punct(launch-7, .-18)

advmod(flowing-2, Freely-1)
amod(comps-4, flowing-2)
dep(comps-4, "-3)
nsubj(order-15, comps-4)
dep(comps-4, "-5)
amod(food-7, complimentary-6)
dep(comps-4, food-7)
punct(food-7, ,-8)
conj(food-7, drink-9)
punct(food-7, ,-10)
cc(food-7, and-11)
conj(food-7, entertainment-12)
cop(order-15, were-13)
det(order-15, the-14)
root(ROOT-0, order-15)
prep(order-15, of-16)
det(day-18, the-17)
pobj(of-16, day-18)
punct(order-15, ,-19)
prep(order-15, with-20)
nn(bosses-22, mob-21)
dep(content-23, bosses-22)
pcomp(with-20, content-23)
aux(provide-25, to-24)
xcomp(content-23, provide-25)
det(environment-27, an-26)
dobj(provide-25, environment-27)
prep(environment-27, of-28)
amod(excess-30, pleasurable-29)
pobj(of-28, excess-30)
advmod(long-32, as-31)
advmod(provide-25, long-32)
mark(kept-36, as-33)
det(cash-35, the-34)
nsubj(kept-36, cash-35)
advcl(long-32, kept-36)
xcomp(kept-36, rolling-37)
prt(rolling-37, in-38)
punct(order-15, .-39)

mark(running-5, While-1)
det(mob-3, the-2)
nsubj(running-5, mob-3)
aux(running-5, was-4)
advcl(selling-12, running-5)
det(casinos-7, the-6)
dobj(running-5, casinos-7)
punct(promoters-9, ,-8)
nsubj(selling-12, promoters-9)
aux(selling-12, were-10)
advmod(selling-12, busily-11)
root(ROOT-0, selling-12)
nn(Vegas-14, Las-13)
dobj(selling-12, Vegas-14)
prep(Vegas-14, as-15)
det(Hollywood-18, a-16)
amod(Hollywood-18, glamorous-17)
pobj(as-15, Hollywood-18)
prep(selling-12, in-19)
det(desert-21, the-20)
pobj(in-19, desert-21)
punct(selling-12, .-22)

prep(nurtured-10, From-1)
det(mid-1940s-3, the-2)
pobj(From-1, mid-1940s-3)
prep(mid-1940s-3, to-4)
det(mid-1960s-6, the-5)
pobj(to-4, mid-1960s-6)
punct(Vegas-9, ,-7)
dep(Vegas-9, Las-8)
nsubj(nurtured-10, Vegas-9)
root(ROOT-0, nurtured-10)
det(sense-13, a-11)
amod(sense-13, growing-12)
dobj(nurtured-10, sense-13)
mark(Capital-20, that-14)
nsubj(Capital-20, it-15)
cop(Capital-20, was-16)
det(Capital-20, the-17)
dep(Capital-20, "-18)
nn(Capital-20, Entertainment-19)
dep(sense-13, Capital-20)
prep(Capital-20, of-21)
det(World-23, the-22)
pobj(of-21, World-23)
punct(nurtured-10, .-24)
dep(nurtured-10, "-25)

amod(stars-2, Emerging-1)
nsubj(came-12, stars-2)
punct(stars-2, ,-3)
neg(longer-5, no-4)
advmod(content-6, longer-5)
rcmod(stars-2, content-6)
prep(content-6, with-7)
pcomp(with-7, playing-8)
amod(nightclubs-10, small-9)
dobj(playing-8, nightclubs-10)
punct(came-12, ,-11)
root(ROOT-0, came-12)
prep(came-12, to-13)
nn(Vegas-15, Las-14)
pobj(to-13, Vegas-15)
prep(came-12, with-16)
pobj(with-16, dreams-17)
prep(dreams-17, of-18)
pcomp(of-18, making-19)
nsubj(big-21, it-20)
xcomp(making-19, big-21)
punct(came-12, .-22)

nsubj(did-4, Many-1)
prep(Many-1, of-2)
pobj(of-2, them-3)
root(ROOT-0, did-4)
punct(did-4, .-5)

nn(Sinatra-2, Frank-1)
nsubj(arrived-11, Sinatra-2)
punct(Sinatra-2, ,-3)
nn(Newton-5, Wayne-4)
conj(Sinatra-2, Newton-5)
punct(Sinatra-2, ,-6)
cc(Sinatra-2, and-7)
nn(Prima-9, Louis-8)
conj(Sinatra-2, Prima-9)
advmod(arrived-11, each-10)
root(ROOT-0, arrived-11)
prep(arrived-11, with-12)
amod(status-14, mediocre-13)
pobj(with-12, status-14)
cc(arrived-11, and-15)
advmod(found-17, suddenly-16)
conj(arrived-11, found-17)
dep(found-17, themselves-18)
dep(themselves-18, with-19)
pobj(with-19, names-20)
advmod(big-22, as-21)
amod(names-20, big-22)
prep(big-22, as-23)
det(marquees-25, the-24)
pobj(as-23, marquees-25)
prep(written-30, on-26)
pobj(on-26, which-27)
nsubjpass(written-30, they-28)
auxpass(written-30, were-29)
rcmod(marquees-25, written-30)
punct(arrived-11, .-31)

det(Pack-3, The-1)
nn(Pack-3, Rat-2)
nsubj(landed-32, Pack-3)
punct(Pack-3, ?-4)
advmod(Sinatra-7, originally-5)
nn(Sinatra-7, Frank-6)
rcmod(Pack-3, Sinatra-7)
punct(Sinatra-7, ,-8)
nn(Martin-10, Dean-9)
conj(Sinatra-7, Martin-10)
punct(Sinatra-7, ,-11)
nn(Davis-13, Sammy-12)
nn(Jr.-14, Davis-13)
conj(Sinatra-7, Jr.-14)
punct(Sinatra-7, ,-15)
nn(Lawford-17, Peter-16)
conj(Sinatra-7, Lawford-17)
punct(Sinatra-7, ,-18)
cc(Sinatra-7, and-19)
nn(Bishop-21, Joey-20)
conj(Sinatra-7, Bishop-21)
punct(Pack-3, ,-22)
advmod(in-24, all-23)
rcmod(Pack-3, in-24)
pobj(in-24, town-25)
aux(film-27, to-26)
dep(in-24, film-27)
dobj(film-27, Ocean-28)
possessive(Ocean-28, RSQUOs-29)
num(Ocean-28, 11-30)
punct(landed-32, ?-31)
root(ROOT-0, landed-32)
prep(landed-32, at-33)
det(Sands-35, the-34)
pobj(at-33, Sands-35)
prep(landed-32, in-36)
nn(1960-38, January-37)
pobj(in-36, 1960-38)
prep(landed-32, for-39)
det(stay-42, a-40)
amod(stay-42, legendary-41)
pobj(for-39, stay-42)
punct(landed-32, .-43)

amod(stars-3, Other-1)
nn(stars-3, Hollywood-2)
nsubj(came-4, stars-3)
root(ROOT-0, came-4)
advmod(well-6, as-5)
advmod(came-4, well-6)
punct(came-4, ,-7)
advmod(place-14, simply-8)
mark(place-14, because-9)
nn(Vegas-11, Las-10)
nsubj(place-14, Vegas-11)
cop(place-14, was-12)
det(place-14, the-13)
advcl(came-4, place-14)
aux(be-16, to-15)
vmod(place-14, be-16)
punct(came-4, .-17)

prep(emerged-7, As-1)
det(result-3, a-2)
pobj(As-1, result-3)
punct(emerged-7, ,-4)
amod(casinos-6, more-5)
nsubj(emerged-7, casinos-6)
root(ROOT-0, emerged-7)
prep(emerged-7, along-8)
det(Strip-10, the-9)
pobj(along-8, Strip-10)
punct(emerged-7, .-11)

det(hotels-13, The-1)
nn(hotels-13, Thunderbird-2)
punct(Thunderbird-2, ,-3)
nn(Inn-5, Desert-4)
conj(Thunderbird-2, Inn-5)
punct(Thunderbird-2, ,-6)
conj(Thunderbird-2, Sahara-7)
punct(Thunderbird-2, ,-8)
conj(Thunderbird-2, Sands-9)
punct(Thunderbird-2, ,-10)
cc(Thunderbird-2, and-11)
conj(Thunderbird-2, Riviera-12)
nsubjpass(erected-15, hotels-13)
auxpass(erected-15, were-14)
root(ROOT-0, erected-15)
prep(erected-15, during-16)
det(period-18, this-17)
pobj(during-16, period-18)
punct(erected-15, ,-19)
xcomp(erected-15, luring-20)
det(clientele-23, a-21)
amod(clientele-23, curious-22)
dobj(luring-20, clientele-23)
vmod(clientele-23, drawn-24)
prep(drawn-24, by-25)
pobj(by-25, tales-26)
prep(tales-26, of-27)
det(night-30, all-28)
punct(night-30, --29)
nn(partying-31, night-30)
pobj(of-27, partying-31)
punct(partying-31, ,-32)
amod(entertainment-34, exclusive-33)
conj(partying-31, entertainment-34)
punct(partying-31, ,-35)
cc(partying-31, and-36)
amod(accommodations-38, cheap-37)
conj(partying-31, accommodations-38)
punct(erected-15, .-39)

expl(was-2, There-1)
root(ROOT-0, was-2)
neg(longer-4, no-3)
advmod(was-2, longer-4)
det(question-6, any-5)
nsubj(was-2, question-6)
punct(was-2, :-7)
advmod(wanted-10, when-8)
nsubj(wanted-10, you-9)
advcl(place-20, wanted-10)
det(fun-14, some-11)
amod(fun-14, unbridled-12)
nn(fun-14, adult-13)
dobj(wanted-10, fun-14)
punct(place-20, ,-15)
nn(Vegas-17, Las-16)
nsubj(place-20, Vegas-17)
cop(place-20, was-18)
det(place-20, the-19)
parataxis(was-2, place-20)
aux(be-22, to-21)
vmod(place-20, be-22)
punct(was-2, .-23)

amod(Legitimacy-2, New-1)
root(ROOT-0, Legitimacy-2)

amod(crime-2, Organized-1)
nsubj(was-3, crime-2)
root(ROOT-0, was-3)
advmod(have-6, soon-4)
aux(have-6, to-5)
xcomp(was-3, have-6)
det(adversary-9, a-7)
amod(adversary-9, formidable-8)
dobj(have-6, adversary-9)
prep(have-6, in-10)
poss(bid-12, its-11)
pobj(in-10, bid-12)
aux(control-14, to-13)
vmod(bid-12, control-14)
nn(Vegas-16, Las-15)
dobj(control-14, Vegas-16)
punct(have-6, ?-17)
amod(cash-19, corporate-18)
dobj(have-6, cash-19)
punct(was-3, .-20)

mark(developed-5, Though-1)
nn(Vegas-3, Las-2)
nsubj(developed-5, Vegas-3)
aux(developed-5, had-4)
advcl(made-16, developed-5)
det(economy-9, a-6)
amod(economy-9, powerful-7)
amod(economy-9, local-8)
dobj(developed-5, economy-9)
punct(made-16, ,-10)
amod(investments-14, few-11)
amod(investments-14, major-12)
amod(investments-14, outside-13)
nsubjpass(made-16, investments-14)
auxpass(made-16, were-15)
root(ROOT-0, made-16)
prep(made-16, in-17)
det(city-19, the-18)
pobj(in-17, city-19)
punct(made-16, ,-20)
mwe(to-23, due-21)
advmod(to-23, primarily-22)
prep(made-16, to-23)
nn(infiltration-25, mob-24)
pobj(to-23, infiltration-25)
cc(infiltration-25, and-26)
poss(ties-29, its-27)
amod(ties-29, inherent-28)
conj(infiltration-25, ties-29)
prep(ties-29, to-30)
amod(activities-32, illegal-31)
pobj(to-30, activities-32)
punct(made-16, .-33)

nsubj(change-3, That-1)
aux(change-3, would-2)
root(ROOT-0, change-3)
advmod(change-3, dramatically-4)
prep(change-3, with-5)
det(arrival-8, the-6)
nn(arrival-8, 1966-7)
pobj(with-5, arrival-8)
prep(arrival-8, of-9)
pobj(of-9, billionaire-10)
nn(Hughes-12, Howard-11)
dep(billionaire-10, Hughes-12)
punct(change-3, .-13)

det(businessman-3, A-1)
amod(businessman-3, legitimate-2)
dep(eccentric-8, businessman-3)
punct(eccentric-8, ,-4)
nsubj(eccentric-8, Hughes-5)
cop(eccentric-8, was-6)
advmod(eccentric-8, nonetheless-7)
root(ROOT-0, eccentric-8)
cc(eccentric-8, and-9)
conj(eccentric-8, dramatic-10)
punct(eccentric-8, ,-11)
det(style-13, a-12)
npadvmod(eccentric-8, style-13)
amod(style-13, suited-14)
prep(suited-14, to-15)
det(ethos-19, the-16)
nn(Vegas-18, Las-17)
nn(ethos-19, Vegas-18)
pobj(to-15, ethos-19)
punct(eccentric-8, .-20)

ccomp(cloistered-10, True-1)
prep(True-1, to-2)
det(myth-4, the-3)
pobj(to-2, myth-4)
punct(cloistered-10, ,-5)
det(Hughes-8, the-6)
amod(Hughes-8, reclusive-7)
nsubj(cloistered-10, Hughes-8)
advmod(cloistered-10, immediately-9)
root(ROOT-0, cloistered-10)
dobj(cloistered-10, himself-11)
prep(cloistered-10, in-12)
det(Inn-15, the-13)
nn(Inn-15, Desert-14)
poss(penthouse-17, Inn-15)
possessive(Inn-15, RSQUOs-16)
pobj(in-12, penthouse-17)
punct(cloistered-10, .-18)

amod(weeks-2, Several-1)
npadvmod(later-3, weeks-2)
advmod(asked-6, later-3)
nsubj(asked-6, he-4)
aux(asked-6, was-5)
root(ROOT-0, asked-6)
punct(asked-6, ?-7)
advmod(ordered-9, then-8)
dep(asked-6, ordered-9)
punct(asked-6, ?-10)
aux(vacate-12, to-11)
xcomp(asked-6, vacate-12)
det(room-14, the-13)
dobj(vacate-12, room-14)
aux(make-16, to-15)
vmod(vacate-12, make-16)
dobj(make-16, room-17)
prep(make-16, for-18)
amod(rollers-20, high-19)
pobj(for-18, rollers-20)
punct(asked-6, ,-21)
advmod(bought-25, whereupon-22)
nsubj(bought-25, he-23)
advmod(bought-25, promptly-24)
advcl(asked-6, bought-25)
det(property-27, the-26)
dobj(bought-25, property-27)
cc(bought-25, and-28)
conj(bought-25, fired-29)
det(management-31, the-30)
dobj(fired-29, management-31)
punct(asked-6, .-32)

advmod(began-2, Thus-1)
root(ROOT-0, began-2)
poss(spree-17, Hughes-3)
possessive(Hughes-3, ?-4)
amod(spree-17, legendary-5)
num(year-8, three-6)
punct(year-8, --7)
nn(spree-17, year-8)
punct(spree-17, ,-9)
dep(spree-17, $-10)
num(million-13, 300-11)
punct(million-13, --12)
nn(spree-17, million-13)
nn(Vegas-15, Las-14)
nn(spree-17, Vegas-15)
amod(spree-17, buying-16)
nsubj(began-2, spree-17)
punct(began-2, .-18)

advmod(was-3, When-1)
nsubj(was-3, it-2)
advcl(owned-7, was-3)
prt(was-3, over-4)
punct(owned-7, ,-5)
nsubj(owned-7, Hughes-6)
root(ROOT-0, owned-7)
num(casinos-9, six-8)
dobj(owned-7, casinos-9)
punct(casinos-9, ,-10)
det(airport-12, an-11)
conj(casinos-9, airport-12)
punct(casinos-9, ,-13)
cc(casinos-9, and-14)
det(airline-16, an-15)
conj(casinos-9, airline-16)
punct(casinos-9, ,-17)
dep(with-19, along-18)
cc(casinos-9, with-19)
amod(plots-21, numerous-20)
conj(casinos-9, plots-21)
prep(plots-21, of-22)
pobj(of-22, land-23)
vmod(plots-21, stretching-24)
prep(stretching-24, from-25)
det(Strip-27, the-26)
pobj(from-25, Strip-27)
prep(from-25, to-28)
det(mountains-30, the-29)
pobj(to-28, mountains-30)
punct(owned-7, .-31)

poss(actions-3, Hughes-1)
possessive(Hughes-1, ?-2)
nsubj(have-5, actions-3)
aux(have-5, would-4)
root(ROOT-0, have-5)
amod(repercussions-7, beneficial-6)
dobj(have-5, repercussions-7)
punct(immediate-10, ,-8)
preconj(immediate-10, both-9)
amod(repercussions-7, immediate-10)
cc(immediate-10, and-11)
conj(immediate-10, lasting-12)
punct(have-5, .-13)

mwe(of-2, Because-1)
prep(bought-20, of-2)
det(legitimacy-5, the-3)
amod(legitimacy-5, new-4)
pobj(of-2, legitimacy-5)
nn(Vegas-7, Las-6)
nsubj(acquired-8, Vegas-7)
rcmod(legitimacy-5, acquired-8)
prep(acquired-8, from-9)
poss(investments-12, Hughes-10)
possessive(Hughes-10, ?-11)
pobj(from-9, investments-12)
punct(bought-20, ,-13)
amod(companies-15, established-14)
nsubj(bought-20, companies-15)
mwe(as-17, such-16)
prep(companies-15, as-17)
nn(Hotels-19, Hilton-18)
pobj(as-17, Hotels-19)
root(ROOT-0, bought-20)
prep(bought-20, into-21)
det(business-24, the-22)
nn(business-24, gaming-23)
pobj(into-21, business-24)
punct(bought-20, ,-25)
cc(bought-20, and-26)
poss(influence-28, their-27)
nsubj(helped-29, influence-28)
conj(bought-20, helped-29)
ccomp(helped-29, draw-30)
det(line-32, a-31)
dobj(draw-30, line-32)
prep(draw-30, in-33)
det(sand-36, the-34)
nn(sand-36, desert-35)
pobj(in-33, sand-36)
prep(draw-30, between-37)
amod(operations-39, legitimate-38)
pobj(between-37, operations-39)
cc(operations-39, and-40)
nn(casinos-42, mob-41)
conj(operations-39, casinos-42)
punct(casinos-42, ,-43)
advmod(rampant-50, where-44)
amod(skimming-46, illegal-45)
nsubj(rampant-50, skimming-46)
prep(skimming-46, of-47)
pobj(of-47, profits-48)
cop(rampant-50, was-49)
rcmod(casinos-42, rampant-50)
punct(bought-20, .-51)

nsubj(signal-15, That-1)
punct(signal-15, ,-2)
vmod(signal-15, combined-3)
prep(combined-3, with-4)
det(formation-6, the-5)
pobj(with-4, formation-6)
prep(formation-6, of-7)
det(Board-12, the-8)
nn(Board-12, Nevada-9)
nn(Control-11, Gaming-10)
nn(Board-12, Control-11)
pobj(of-7, Board-12)
punct(signal-15, ,-13)
aux(signal-15, would-14)
root(ROOT-0, signal-15)
det(beginning-17, the-16)
dobj(signal-15, beginning-17)
prep(beginning-17, of-18)
det(end-20, the-19)
pobj(of-18, end-20)
prep(signal-15, for-21)
amod(influence-24, heavy-22)
nn(influence-24, mob-23)
pobj(for-21, influence-24)
prep(signal-15, in-25)
det(city-27, the-26)
pobj(in-25, city-27)
punct(signal-15, .-28)

nn(Vegas-2, Las-1)
root(ROOT-0, Vegas-2)
prep(Vegas-2, with-3)
det(Vision-5, a-4)
pobj(with-3, Vision-5)

mark(moved-3, As-1)
nsubj(moved-3, corporations-2)
advcl(emerged-17, moved-3)
prt(moved-3, in-4)
cc(moved-3, and-5)
det(mob-7, the-6)
nsubjpass(pushed-10, mob-7)
auxpass(pushed-10, was-8)
advmod(pushed-10, slowly-9)
conj(moved-3, pushed-10)
prt(pushed-10, out-11)
punct(emerged-17, ,-12)
det(Vegas-16, a-13)
amod(Vegas-16, new-14)
nn(Vegas-16, Las-15)
nsubj(emerged-17, Vegas-16)
root(ROOT-0, emerged-17)
punct(emerged-17, .-18)

det(legitimization-2, The-1)
nsubj(led-5, legitimization-2)
prep(legitimization-2, of-3)
pobj(of-3, gambling-4)
root(ROOT-0, led-5)
prep(led-5, to-6)
poss(legalization-9, its-7)
amod(legalization-9, increased-8)
pobj(to-6, legalization-9)
prep(legalization-9, across-10)
det(US-12, the-11)
pobj(across-10, US-12)
punct(led-5, .-13)

nsubj(thing-6, What-1)
cop(thing-6, was-2)
advmod(thing-6, once-3)
det(thing-6, a-4)
amod(thing-6, sure-5)
csubj(became-7, thing-6)
root(ROOT-0, became-7)
advmod(more-9, much-8)
advmod(competitive-10, more-9)
acomp(became-7, competitive-10)
punct(became-7, .-11)

nn(operators-2, Casino-1)
nsubj(had-3, operators-2)
root(ROOT-0, had-3)
aux(reassess-5, to-4)
xcomp(had-3, reassess-5)
det(nature-7, the-6)
dobj(reassess-5, nature-7)
prep(nature-7, of-8)
poss(business-10, their-9)
pobj(of-8, business-10)
punct(had-3, .-11)

det(first-2, The-1)
nsubj(Wynn-9, first-2)
aux(do-5, to-3)
advmod(do-5, really-4)
vmod(first-2, do-5)
advmod(do-5, so-6)
cop(Wynn-9, was-7)
nn(Wynn-9, Steve-8)
root(ROOT-0, Wynn-9)
punct(Wynn-9, ,-10)
det(resident-14, a-11)
nn(Vegas-13, Las-12)
nn(resident-14, Vegas-13)
appos(Wynn-9, resident-14)
cc(resident-14, and-15)
conj(resident-14, owner-16)
prep(owner-16, of-17)
det(Nugget-20, the-18)
nn(Nugget-20, Golden-19)
pobj(of-17, Nugget-20)
punct(Wynn-9, .-21)

prep(began-6, In-1)
det(mid-1980s-3, the-2)
pobj(In-1, mid-1980s-3)
punct(began-6, ,-4)
nsubj(began-6, Wynn-5)
root(ROOT-0, began-6)
dobj(began-6, plans-7)
aux(reinvigorate-9, to-8)
vmod(plans-7, reinvigorate-9)
nn(Vegas-11, Las-10)
dobj(reinvigorate-9, Vegas-11)
prep(reinvigorate-9, with-12)
det(resort-15, a-13)
amod(resort-15, new-14)
pobj(with-12, resort-15)
punct(began-6, .-16)

nsubj(bought-2, He-1)
root(ROOT-0, bought-2)
amod(properties-5, several-3)
nn(properties-5, Strip-4)
dobj(bought-2, properties-5)
punct(properties-5, ?-6)
det(Slipper-9, the-7)
nn(Slipper-9, Silver-8)
dep(properties-5, Slipper-9)
cc(Slipper-9, and-10)
conj(Slipper-9, Castaways-11)
dep(Slipper-9, among-12)
pobj(among-12, them-13)
punct(bought-2, ?-14)
cc(bought-2, and-15)
conj(bought-2, demolished-16)
dobj(demolished-16, them-17)
aux(make-19, to-18)
vmod(demolished-16, make-19)
dobj(make-19, way-20)
prep(make-19, for-21)
det(kind-24, a-22)
amod(kind-24, new-23)
pobj(for-21, kind-24)
prep(kind-24, of-25)
pobj(of-25, resort-26)
punct(kind-24, ?-27)
appos(kind-24, Mirage-28)
punct(kind-24, ?-29)
nsubj(became-31, which-30)
rcmod(kind-24, became-31)
det(success-34, an-32)
amod(success-34, instant-33)
xcomp(became-31, success-34)
punct(bought-2, .-35)

poss(demolition-3, Wynn-1)
possessive(Wynn-1, RSQUOs-2)
nsubj(started-8, demolition-3)
prep(demolition-3, of-4)
det(properties-7, the-5)
amod(properties-7, existing-6)
pobj(of-4, properties-7)
root(ROOT-0, started-8)
det(trend-10, a-9)
dobj(started-8, trend-10)
nsubj(describes-18, that-11)
punct(describes-18, ,-12)
advmod(describes-18, more-13)
prep(more-13, than-14)
det(other-16, any-15)
pobj(than-14, other-16)
punct(describes-18, ,-17)
rcmod(trend-10, describes-18)
nn(Vegas-20, Las-19)
dobj(describes-18, Vegas-20)
prep(describes-18, at-21)
det(end-23, the-22)
pobj(at-21, end-23)
prep(end-23, of-24)
det(century-27, the-25)
amod(century-27, 20th-26)
pobj(of-24, century-27)
punct(trend-10, :-28)
dep(trend-10, removal-29)
prep(removal-29, of-30)
amod(properties-32, old-31)
pobj(of-30, properties-32)
prep(removal-29, in-33)
pobj(in-33, exchange-34)
prep(exchange-34, for-35)
det(potential-37, the-36)
pobj(for-35, potential-37)
prep(potential-37, of-38)
amod(ones-40, new-39)
pobj(of-38, ones-40)
punct(started-8, .-41)

det(trend-2, This-1)
nsubj(led-4, trend-2)
aux(led-4, has-3)
root(ROOT-0, led-4)
prep(led-4, to-5)
num(demolitions-8, many-6)
quantmod(many-6, more-7)
pobj(to-5, demolitions-8)
punct(demolitions-8, ,-9)
prep(demolitions-8, including-10)
det(hotels-24, the-11)
nn(hotels-24, Dunes-12)
vmod(Dunes-12, replaced-13)
prep(replaced-13, by-14)
pobj(by-14, Bellagio-15)
punct(Dunes-12, ,-16)
conj(Dunes-12, Aladdin-17)
det(Aladdin-20, the-18)
amod(Aladdin-20, new-19)
dep(Aladdin-17, Aladdin-20)
cc(Dunes-12, and-21)
conj(Dunes-12, Sands-22)
dep(Sands-22, Venetian-23)
pobj(including-10, hotels-24)
punct(led-4, .-25)

poss(casinos-3, Wynn-1)
possessive(Wynn-1, RSQUOs-2)
nsubj(set-6, casinos-3)
aux(set-6, have-4)
advmod(set-6, also-5)
root(ROOT-0, set-6)
amod(standards-8, new-7)
dobj(set-6, standards-8)
punct(set-6, .-9)

nsubj(box-8, They-1)
aux(box-8, can-2)
neg(longer-4, no-3)
advmod(box-8, longer-4)
cop(box-8, be-5)
advmod(box-8, just-6)
det(box-8, a-7)
root(ROOT-0, box-8)
vmod(box-8, filled-9)
prep(filled-9, with-10)
nn(tables-12, gaming-11)
pobj(with-10, tables-12)
punct(tables-12, ,-13)
conj(tables-12, restaurants-14)
punct(tables-12, ,-15)
cc(tables-12, and-16)
det(showroom-18, a-17)
conj(tables-12, showroom-18)
punct(box-8, .-19)

nsubj(followed-17, Excalibur-1)
punct(Excalibur-1, ,-2)
det(Grand-5, the-3)
nn(Grand-5, MGM-4)
conj(Excalibur-1, Grand-5)
punct(Excalibur-1, ,-6)
det(Luxor-8, the-7)
conj(Excalibur-1, Luxor-8)
punct(Excalibur-1, ,-9)
cc(Excalibur-1, and-10)
nn(York-12, New-11)
dep(York-15, York-12)
punct(York-15, --13)
nn(York-15, New-14)
conj(Excalibur-1, York-15)
advmod(followed-17, all-16)
root(ROOT-0, followed-17)
poss(lead-20, Mirage-18)
possessive(Mirage-18, RSQUOs-19)
dobj(followed-17, lead-20)
prep(followed-17, during-21)
det(1990s-23, the-22)
pobj(during-21, 1990s-23)
punct(followed-17, ,-24)
vmod(followed-17, offering-25)
amod(environments-27, themed-26)
dobj(offering-25, environments-27)
cc(environments-27, and-28)
conj(environments-27, attractions-29)
prep(attractions-29, for-30)
pobj(for-30, families-31)
punct(followed-17, .-32)

prep(showed-24, As-1)
pobj(As-1, evidence-2)
prep(evidence-2, of-3)
det(nature-10, the-4)
dep(faster-8, "-5)
advmod(faster-8, ever-6)
punct(faster-8, --7)
amod(nature-10, faster-8)
dep(nature-10, "-9)
pobj(of-3, nature-10)
prep(nature-10, of-11)
det(city-13, the-12)
pobj(of-11, city-13)
punct(by-15, ,-14)
prep(nature-10, by-15)
det(middle-17, the-16)
pobj(by-15, middle-17)
prep(middle-17, of-18)
det(1990s-20, the-19)
pobj(of-18, 1990s-20)
det(approach-23, the-21)
amod(approach-23, new-22)
nsubj(showed-24, approach-23)
root(ROOT-0, showed-24)
dobj(showed-24, signs-25)
prep(signs-25, of-26)
pobj(of-26, backlash-27)
punct(with-29, ,-28)
prep(backlash-27, with-29)
amod(visitors-31, many-30)
pobj(with-29, visitors-31)
vmod(visitors-31, criticizing-32)
det(mediocrity-34, the-33)
dobj(criticizing-32, mediocrity-34)
prep(mediocrity-34, of-35)
det(experience-39, the-36)
nn(Vegas-38, Las-37)
nn(experience-39, Vegas-38)
pobj(of-35, experience-39)
punct(showed-24, .-40)

det(approach-3, The-1)
amod(approach-3, latest-2)
nsubj(best-7, approach-3)
cop(best-7, is-4)
advmod(best-7, perhaps-5)
det(best-7, the-6)
root(ROOT-0, best-7)
prep(best-7, of-8)
det(era-11, the-9)
amod(era-11, post-mob-10)
pobj(of-8, era-11)
punct(resort-15, :-12)
det(resort-15, the-13)
amod(resort-15, comprehensive-14)
dep(era-11, resort-15)
punct(best-7, .-16)

amod(resorts-2, New-1)
nsubj(offer-3, resorts-2)
root(ROOT-0, offer-3)
dobj(offer-3, attractions-4)
cc(attractions-4, and-5)
conj(attractions-4, amenities-6)
vmod(attractions-4, modeled-7)
prep(modeled-7, after-8)
pobj(after-8, those-9)
rcmod(those-9, available-10)
prep(available-10, in-11)
amod(cities-14, top-12)
nn(cities-14, resort-13)
pobj(in-11, cities-14)
advmod(available-10, worldwide-15)
punct(attractions-4, ,-16)
prep(attractions-4, including-17)
amod(spas-19, luxurious-18)
pobj(including-17, spas-19)
punct(spas-19, ,-20)
nn(restaurants-22, signature-21)
conj(spas-19, restaurants-22)
punct(spas-19, ,-23)
cc(spas-19, and-24)
amod(boutiques-26, exclusive-25)
conj(spas-19, boutiques-26)
punct(offer-3, .-27)

advmod(catering-29, Additionally-1)
punct(catering-29, ,-2)
det(handful-4, a-3)
nsubj(catering-29, handful-4)
prep(handful-4, of-5)
pobj(of-5, resorts-6)
punct(catering-29, ?-7)
mwe(as-9, such-8)
prep(catering-29, as-9)
det(Bay-16, the-10)
nn(Seas-13, South-11)
punct(Seas-13, --12)
nn(Bay-16, Seas-13)
amod(Bay-16, themed-14)
nn(Bay-16, Mandalay-15)
pobj(as-9, Bay-16)
punct(Bay-16, ,-17)
det(Mirage-19, the-18)
conj(Bay-16, Mirage-19)
punct(Bay-16, ,-20)
cc(Bay-16, and-21)
det(Seasons-25, the-22)
amod(Seasons-25, new-23)
nn(Seasons-25, Four-24)
conj(Bay-16, Seasons-25)
punct(catering-29, ?-26)
aux(catering-29, are-27)
advmod(catering-29, now-28)
root(ROOT-0, catering-29)
advmod(catering-29, exclusively-30)
prep(catering-29, to-31)
det(market-35, the-32)
nn(travel-34, luxury-33)
nn(market-35, travel-34)
pobj(to-31, market-35)
punct(catering-29, .-36)

det(crème-5, The-1)
nn(crème-5, crème-2)
nn(crème-5, de-3)
nn(crème-5, la-4)
nsubj(Bellagio-14, crème-5)
prep(crème-5, of-6)
nn(Vegas-8, Las-7)
pobj(of-6, Vegas-8)
amod(Vegas-8, deluxe-9)
cop(Bellagio-14, is-10)
nn(Wynn-12, Steve-11)
poss(Bellagio-14, Wynn-12)
possessive(Wynn-12, RSQUOs-13)
root(ROOT-0, Bellagio-14)
punct(Bellagio-14, .-15)

det(world-2, The-1)
poss(resort-6, world-2)
