advmod(Go-3, Where-1)
num(pm-45, 6-44)
pobj(?-43, pm-45)
punct(open-33, ,-46)
tmod(pm-51, Sunday-47)
number(6-50, 1-48)
dep(6-50, ?-49)
num(pm-51, 6-50)
dep(open-33, pm-51)
punct(open-33, ;-52)
dep(open-33, closed-53)
tmod(closed-53, Thursday-54)
punct(is-21, .-55)

det(vault-4, This-1)
amod(vault-4, ancient-2)
nn(vault-4, burial-3)
nsubjpass(believed-6, vault-4)
auxpass(believed-6, is-5)
root(ROOT-0, believed-6)
aux(date-8, to-7)
xcomp(believed-6, date-8)
advmod(to-10, back-9)
prep(date-8, to-10)
det(Dynasty-13, the-11)
nn(Dynasty-13, Han-12)
pobj(to-10, Dynasty-13)
nn(25-15, a.d.-14)
rcmod(Dynasty-13, 25-15)
prep(25-15, ?-16)
pobj(?-16, 220-17)
punct(believed-6, .-18)

det(chambers-5, The-1)
npadvmod(vaulted-4, barrel-2)
punct(vaulted-4, --3)
amod(chambers-5, vaulted-4)
nsubjpass(discovered-7, chambers-5)
auxpass(discovered-7, were-6)
root(ROOT-0, discovered-7)
prep(discovered-7, while-8)
pcomp(while-8, excavating-9)
prep(excavating-9, for-10)
det(project-14, a-11)
amod(project-14, nearby-12)
nn(project-14, housing-13)
pobj(for-10, project-14)
punct(discovered-7, .-15)

nn(Territories-2, New-1)
root(ROOT-0, Territories-2)

nn(Kong-2, Hong-1)
poss(Territories-5, Kong-2)
possessive(Kong-2, RSQUOs-3)
nn(Territories-5, New-4)
nsubj(begin-6, Territories-5)
root(ROOT-0, begin-6)
prep(begin-6, at-7)
nn(Street-9, Boundary-8)
pobj(at-7, Street-9)
punct(begin-6, .-10)

nsubj(spring-2, Surprises-1)
root(ROOT-0, spring-2)
prt(spring-2, up-3)
prep(spring-2, on-4)
det(sides-6, all-5)
pobj(on-4, sides-6)
punct(spring-2, :-7)
amod(complexes-10, new-8)
amod(complexes-10, industrial-9)
dep(buffalo-39, complexes-10)
dep(complexes-10, alongside-11)
amod(villages-14, sleepy-12)
nn(villages-14, farming-13)
pobj(alongside-11, villages-14)
punct(buffalo-39, ,-15)
nn(towns-17, skyscraper-16)
nsubj(blooming-18, towns-17)
conj(buffalo-39, blooming-18)
prep(blooming-18, in-19)
det(middle-21, the-20)
pobj(in-19, middle-21)
prep(middle-21, of-22)
pobj(of-22, nowhere-23)
punct(buffalo-39, ,-24)
nn(women-26, Hakka-25)
conj(buffalo-39, women-26)
dep(women-26, in-27)
poss(hats-32, their-28)
amod(hats-32, traditional-29)
amod(hats-32, flat-30)
nn(hats-32, straw-31)
pobj(in-27, hats-32)
prep(hats-32, with-33)
amod(curtains-36, hanging-34)
amod(curtains-36, black-35)
pobj(with-33, curtains-36)
punct(buffalo-39, ,-37)
nn(buffalo-39, water-38)
dobj(spring-2, buffalo-39)
punct(buffalo-39, ,-40)
cc(buffalo-39, and-41)
conj(buffalo-39, flashes-42)
prep(flashes-42, of-43)
pobj(of-43, azalea-44)
advmod(flashes-42, everywhere-45)
punct(spring-2, .-46)

det(Territories-3, The-1)
nn(Territories-3, New-2)
nsubjpass(explored-6, Territories-3)
aux(explored-6, can-4)
auxpass(explored-6, be-5)
root(ROOT-0, explored-6)
prep(explored-6, by-7)
pcomp(by-7, taking-8)
det(Railway-13, the-9)
nn(Canton-12, Kowloon-10)
punct(Canton-12, ?-11)
nn(Railway-13, Canton-12)
dobj(taking-8, Railway-13)
appos(Railway-13, KCR-14)
punct(Railway-13, ,-15)
nsubj(makes-17, which-16)
rcmod(Railway-13, makes-17)
num(stops-19, 10-18)
dobj(makes-17, stops-19)
prep(makes-17, between-20)
det(station-22, the-21)
pobj(between-20, station-22)
prep(station-22, in-23)
pobj(in-23, Kowloon-24)
cc(station-22, and-25)
nn(Shui-27, Sheung-26)
conj(station-22, Shui-27)
punct(Shui-27, ,-28)
det(stop-31, the-29)
amod(stop-31, last-30)
appos(Shui-27, stop-31)
prep(stop-31, before-32)
pcomp(before-32, entering-33)
dobj(entering-33, China-34)
punct(explored-6, .-35)

root(ROOT-0, Ask-1)
det(authority-4, the-2)
nn(authority-4, tourist-3)
dobj(Ask-1, authority-4)
prep(Ask-1, about-5)
poss(Tour-9, its-6)
amod(Tour-9, interesting-7)
nn(Tour-9, Heritage-8)
pobj(about-5, Tour-9)
prep(Tour-9, from-10)
pobj(from-10, Kowloon-11)
cc(Tour-9, and-12)
amod(tours-15, other-13)
nn(tours-15, countryside-14)
conj(Tour-9, tours-15)
ccomp(Ask-1, see-16)
dobj(see-16, page-17)
num(page-17, 113-18)
punct(Ask-1, .-19)

det(highway-3, The-1)
amod(highway-3, main-2)
nsubj(makes-4, highway-3)
root(ROOT-0, makes-4)
det(circuit-6, a-5)
dobj(makes-4, circuit-6)
prep(circuit-6, of-7)
det(Territories-10, the-8)
nn(Territories-10, New-9)
pobj(of-7, Territories-10)
punct(makes-4, ,-11)
vmod(makes-4, beginning-12)
prep(beginning-12, with-13)
det(town-16, the-14)
amod(town-16, new-15)
pobj(with-13, town-16)
prep(town-16, of-17)
nn(Wan-19, Tsuen-18)
pobj(of-17, Wan-19)
punct(town-16, ,-20)
vmod(town-16, situated-21)
prep(situated-21, in-22)
det(area-24, an-23)
pobj(in-22, area-24)
prep(area-24, of-25)
amod(industry-27, heavy-26)
pobj(of-25, industry-27)
advmod(west-29, just-28)
dobj(situated-21, west-29)
prep(west-29, of-30)
pobj(of-30, Kowloon-31)
punct(makes-4, .-32)

nsubjpass(seen-19, North-1)
prep(North-1, of-2)
det(town-4, the-3)
pobj(of-2, town-4)
punct(seen-19, ,-5)
det(view-8, a-6)
amod(view-8, commanding-7)
nsubjpass(seen-19, view-8)
prep(view-8, over-9)
predet(Territories-13, all-10)
det(Territories-13, the-11)
nn(Territories-13, New-12)
pobj(over-9, Territories-13)
prep(view-8, to-14)
det(north-16, the-15)
pobj(to-14, north-16)
aux(seen-19, can-17)
auxpass(seen-19, be-18)
root(ROOT-0, seen-19)
prep(seen-19, from-20)
nn(Shan-23, Tai-21)
nn(Shan-23, Mo-22)
pobj(from-20, Shan-23)
punct(Shan-23, ,-24)
nn(Kong-26, Hong-25)
poss(peak-29, Kong-26)
possessive(Kong-26, RSQUOs-27)
amod(peak-29, highest-28)
appos(Shan-23, peak-29)
prep(peak-29, at-30)
num(m-32, 957-31)
pobj(at-30, m-32)
num(ft-34, 3,140-33)
dep(m-32, ft-34)
punct(seen-19, .-35)

det(highway-2, The-1)
nsubj(continues-3, highway-2)
root(ROOT-0, continues-3)
dep(continues-3, parallel-4)
prep(parallel-4, to-5)
det(coast-7, the-6)
pobj(to-5, coast-7)
punct(continues-3, .-8)

number(third-3, One-1)
punct(third-3, --2)
num(beaches-9, third-3)
quantmod(third-3, of-4)
det(beaches-9, all-5)
nn(Kong-7, Hong-6)
poss(beaches-9, Kong-7)
possessive(Kong-7, RSQUOs-8)
nsubj(are-10, beaches-9)
root(ROOT-0, are-10)
aux(found-13, to-11)
auxpass(found-13, be-12)
xcomp(are-10, found-13)
prep(found-13, in-14)
det(stretch-23, a-15)
amod(stretch-23, single-16)
num(km-19, 14-17)
punct(km-19, --18)
nn(stretch-23, km-19)
num(mile-22, 9-20)
punct(mile-22, --21)
nn(stretch-23, mile-22)
pobj(in-14, stretch-23)
prep(stretch-23, of-24)
det(region-26, this-25)
poss(shoreline-28, region-26)
possessive(region-26, RSQUOs-27)
pobj(of-24, shoreline-28)
punct(are-10, .-29)

nn(names-2, Place-1)
nsubjpass(based-5, names-2)
auxpass(based-5, are-3)
advmod(based-5, often-4)
root(ROOT-0, based-5)
prep(based-5, on-6)
det(distance-8, the-7)
pobj(on-6, distance-8)
prep(distance-8, to-9)
det(post-14, the-10)
amod(post-14, nearest-11)
nn(post-14, mile-12)
punct(post-14, --13)
pobj(to-9, post-14)
punct(based-5, ,-15)
mark(measured-17, as-16)
advcl(based-5, measured-17)
prep(measured-17, from-18)
det(tip-20, the-19)
pobj(from-18, tip-20)
prep(tip-20, of-21)
det(peninsula-24, the-22)
nn(peninsula-24, Kowloon-23)
pobj(of-21, peninsula-24)
punct(based-5, .-25)

advmod(find-4, Thus-1)
nsubj(find-4, you-2)
aux(find-4, will-3)
root(ROOT-0, find-4)
dep(find-4, "-5)
num(mile-8, 191$$2-6)
punct(mile-8, --7)
nn(Beach-9, mile-8)
dobj(find-4, Beach-9)
dep(find-4, "-10)
prep(find-4, at-11)
nn(Peak-13, Castle-12)
nn(Bay-14, Peak-13)
pobj(at-11, Bay-14)
punct(find-4, .-15)

det(road-3, The-1)
amod(road-3, main-2)
nsubj(continues-4, road-3)
root(ROOT-0, continues-4)
advmod(continues-4, clockwise-5)
prep(continues-4, around-6)
det(Territories-9, the-7)
nn(Territories-9, New-8)
pobj(around-6, Territories-9)
punct(continues-4, .-10)

mark(approach-3, As-1)
nsubj(approach-3, you-2)
advcl(glimpse-9, approach-3)
det(border-5, the-4)
dobj(approach-3, border-5)
punct(glimpse-9, ,-6)
nsubj(glimpse-9, you-7)
aux(glimpse-9, can-8)
root(ROOT-0, glimpse-9)
det(skyscrapers-11, the-10)
dobj(glimpse-9, skyscrapers-11)
prep(skyscrapers-11, of-12)
pobj(of-12, Shenzhen-13)
punct(glimpse-9, .-14)

det(point-3, The-1)
nn(point-3, lookout-2)
nsubjpass(known-10, point-3)
prep(point-3, at-4)
nn(Chau-7, Lok-5)
nn(Chau-7, Ma-6)
pobj(at-4, Chau-7)
auxpass(known-10, was-8)
advmod(known-10, once-9)
root(ROOT-0, known-10)
prep(known-10, as-11)
nn(Kong-13, Hong-12)
poss(window-16, Kong-13)
possessive(Kong-13, RSQUOs-14)
dep(window-16, "-15)
pobj(as-11, window-16)
prep(window-16, on-17)
pobj(on-17, China-18)
dep(known-10, "-19)
punct(known-10, ?-20)
prep(come-34, in-21)
det(years-23, the-22)
pobj(in-21, years-23)
prep(in-21, of-24)
poss(isolation-27, China-25)
possessive(China-25, RSQUOs-26)
pobj(of-24, isolation-27)
prep(isolation-27, from-28)
det(West-30, the-29)
pobj(from-28, West-30)
punct(come-34, ,-31)
nsubj(come-34, tourists-32)
aux(come-34, would-33)
parataxis(known-10, come-34)
prep(come-34, to-35)
det(point-38, the-36)
nn(point-38, lookout-37)
pobj(to-35, point-38)
advmod(come-34, here-39)
cc(come-34, and-40)
conj(come-34, rent-41)
dobj(rent-41, binoculars-42)
prep(rent-41, in-43)
pobj(in-43, order-44)
aux(get-46, to-45)
vmod(order-44, get-46)
det(glimpse-48, a-47)
dobj(get-46, glimpse-48)
prep(glimpse-48, of-49)
det(mystery-52, the-50)
amod(mystery-52, great-51)
pobj(of-49, mystery-52)
advmod(mystery-52, beyond-53)
punct(known-10, .-54)

root(ROOT-0, Set-1)
prep(Set-1, amid-2)
nn(Wan-4, Tseun-3)
poss(towers-7, Wan-4)
possessive(Wan-4, RSQUOs-5)
amod(towers-7, residential-6)
pobj(amid-2, towers-7)
auxpass(Set-1, is-8)
det(village-14, the-9)
amod(century-12, 18th-10)
punct(century-12, --11)
nn(village-14, century-12)
amod(village-14, walled-13)
nsubjpass(Set-1, village-14)
prep(village-14, of-15)
nn(Uk-18, Sam-16)
nn(Uk-18, Tung-17)
pobj(of-15, Uk-18)
punct(Set-1, ,-19)
advmod(preserved-21, now-20)
dep(Set-1, preserved-21)
prep(preserved-21, as-22)
det(museum-24, a-23)
pobj(as-22, museum-24)
punct(preserved-21, ,-25)
cc(preserved-21, and-26)
det(walk-29, a-27)
amod(walk-29, short-28)
conj(preserved-21, walk-29)
prep(walk-29, from-30)
det(station-33, the-31)
nn(station-33, MTR-32)
pobj(from-30, station-33)
punct(Set-1, .-34)

dep(far-2, Not-1)
advmod(is-17, far-2)
advmod(far-2, away-3)
punct(is-17, ,-4)
prep(is-17, at-5)
pobj(at-5, milepost-6)
num(milepost-6, 21-7)
prep(is-17, near-8)
det(town-12, the-9)
amod(town-12, large-10)
amod(town-12, new-11)
pobj(near-8, town-12)
prep(town-12, of-13)
nn(Mun-15, Tuen-14)
pobj(of-13, Mun-15)
punct(is-17, ,-16)
root(ROOT-0, is-17)
det(retreat-20, a-18)
amod(retreat-20, Taoist-19)
nsubj(is-17, retreat-20)
vmod(retreat-20, known-21)
prep(known-21, as-22)
nn(Koon-25, Ching-23)
nn(Koon-25, Chung-24)
pobj(as-22, Koon-25)
punct(is-17, .-26)

det(Temple-3, This-1)
dep(Temple-3, "-2)
nsubj(complex-11, Temple-3)
prep(Temple-3, of-4)
amod(Pines-6, Green-5)
pobj(of-4, Pines-6)
dep(complex-11, "-7)
cop(complex-11, is-8)
det(complex-11, a-9)
amod(complex-11, spacious-10)
root(ROOT-0, complex-11)
vmod(complex-11, containing-12)
dobj(containing-12, temples-13)
cc(temples-13, and-14)
nn(statues-17, pavilions-15)
punct(statues-17, ,-16)
conj(temples-13, statues-17)
punct(temples-13, ,-18)
cc(temples-13, and-19)
conj(temples-13, gardens-20)
punct(complex-11, .-21)

nsubjpass(known-3, It-1)
auxpass(known-3, is-2)
root(ROOT-0, known-3)
prep(known-3, for-4)
poss(collection-6, its-5)
pobj(for-4, collection-6)
prep(collection-6, of-7)
pobj(of-7, bonsai-8)
cc(known-3, and-9)
conj(known-3, houses-10)
det(seal-13, a-11)
nn(seal-13, jade-12)
dobj(houses-10, seal-13)
mwe(than-15, more-14)
quantmod(1,000-16, than-15)
num(years-17, 1,000-16)
dep(old-18, years-17)
amod(seal-13, old-18)
punct(known-3, .-19)

prep(is-4, Among-1)
det(ponds-3, the-2)
pobj(Among-1, ponds-3)
dep(toss-11, is-4)
nsubj(is-4, one-5)
vmod(one-5, inhabited-6)
prep(inhabited-6, by-7)
pobj(by-7, turtles-8)
punct(toss-11, :-9)
nsubj(toss-11, Visitors-10)
root(ROOT-0, toss-11)
prt(toss-11, in-12)
dobj(toss-11, coins-13)
prep(toss-11, in-14)
det(hope-16, the-15)
pobj(in-14, hope-16)
prep(hope-16, of-17)
dep(way-28, bouncing-18)
dobj(bouncing-18, one-19)
prep(bouncing-18, off-20)
det(turtle-22, a-21)
poss(head-24, turtle-22)
possessive(turtle-22, RSQUOs-23)
pobj(off-20, head-24)
punct(way-28, ,-25)
det(way-28, a-26)
amod(way-28, sure-27)
pobj(of-17, way-28)
prep(way-28, of-29)
pcomp(of-29, achieving-30)
amod(fortune-32, good-31)
dobj(achieving-30, fortune-32)
punct(toss-11, .-33)

det(image-5, An-1)
advmod(more-3, even-2)
advmod(interesting-4, more-3)
amod(image-5, interesting-4)
nsubj(village-13, image-5)
prep(image-5, out-6)
pcomp(out-6, of-7)
amod(history-9, Chinese-8)
pobj(of-7, history-9)
cop(village-13, is-10)
det(village-13, the-11)
amod(village-13, walled-12)
root(ROOT-0, village-13)
prep(village-13, of-14)
nn(Wai-17, Kat-15)
nn(Wai-17, Hing-16)
pobj(of-14, Wai-17)
punct(village-13, ,-18)
prep(village-13, in-19)
det(village-21, the-20)
pobj(in-19, village-21)
prep(village-21, of-22)
nn(Tin-24, Kam-23)
pobj(of-22, Tin-24)
advmod(outside-26, just-25)
prep(village-13, outside-26)
det(town-29, the-27)
nn(town-29, market-28)
pobj(outside-26, town-29)
prep(town-29, of-30)
nn(Long-32, Yuen-31)
pobj(of-30, Long-32)
punct(village-13, .-33)

nsubj(accessible-6, This-1)
cop(accessible-6, is-2)
det(accessible-6, the-3)
advmod(easily-5, most-4)
advmod(accessible-6, easily-5)
root(ROOT-0, accessible-6)
prep(accessible-6, of-7)
det(Territories-10, the-8)
nn(Territories-10, New-9)
poss(villages-13, Territories-10)
possessive(Territories-10, ?-11)
amod(villages-13, walled-12)
pobj(of-7, villages-13)
punct(accessible-6, .-14)

nsubjpass(built-3, It-1)
auxpass(built-3, is-2)
root(ROOT-0, built-3)
prep(built-3, in-4)
det(square-6, a-5)
pobj(in-4, square-6)
punct(built-3, ,-7)
cc(built-3, and-8)
det(way-11, the-9)
amod(way-11, only-10)
nsubj(is-13, way-11)
dep(way-11, in-12)
conj(built-3, is-13)
prep(is-13, through-14)
det(gate-16, the-15)
pobj(through-14, gate-16)
prep(gate-16, in-17)
det(wall-21, the-18)
nn(wall-21, brick-19)
amod(wall-21, defensive-20)
pobj(in-17, wall-21)
punct(built-3, .-22)

nn(Wai-3, Kat-1)
nn(Wai-3, Hing-2)
nsubjpass(built-5, Wai-3)
auxpass(built-5, was-4)
root(ROOT-0, built-5)
num(centuries-9, four-6)
cc(four-6, or-7)
conj(four-6, five-8)
npadvmod(ago-10, centuries-9)
advmod(built-5, ago-10)
prep(built-5, by-11)
det(clan-15, the-12)
nn(Tang-14, Hakka-13)
nn(clan-15, Tang-14)
pobj(by-11, clan-15)
punct(clan-15, ,-16)
appos(clan-15, one-17)
prep(one-17, of-18)
det(Clans-22, the-19)
nn(Clans-22, Five-20)
nn(Clans-22, Great-21)
pobj(of-18, Clans-22)
nsubj(migrated-24, that-23)
rcmod(Clans-22, migrated-24)
advmod(migrated-24, here-25)
prep(migrated-24, from-26)
nn(China-28, North-27)
pobj(from-26, China-28)
parataxis(built-5, see-29)
dobj(see-29, page-30)
num(page-30, 11-31)
punct(built-5, .-32)

num(houses-5, Many-1)
quantmod(Many-1, of-2)
det(houses-5, the-3)
amod(houses-5, old-4)
nsubjpass(replaced-11, houses-5)
prep(houses-5, in-6)
det(village-8, the-7)
pobj(in-6, village-8)
aux(replaced-11, have-9)
auxpass(replaced-11, been-10)
root(ROOT-0, replaced-11)
prep(replaced-11, by-12)
amod(structures-14, modern-13)
pobj(by-12, structures-14)
punct(replaced-11, .-15)

det(clan-3, The-1)
nn(clan-3, Tang-2)
poss(village-7, clan-3)
possessive(clan-3, RSQUOs-4)
amod(village-7, earliest-5)
amod(village-7, walled-6)
nsubj(Wai-10, village-7)
cop(Wai-10, was-8)
nn(Wai-10, Lo-9)
root(ROOT-0, Wai-10)
punct(Wai-10, ,-11)
nsubj(has-14, which-12)
advmod(has-14, also-13)
rcmod(Wai-10, has-14)
poss(wall-17, its-15)
amod(wall-17, defensive-16)
nsubj(intact-18, wall-17)
xcomp(has-14, intact-18)
cc(has-14, and-19)
auxpass(entered-21, is-20)
conj(has-14, entered-21)
prep(entered-21, by-22)
det(gate-25, a-23)
amod(gate-25, narrow-24)
pobj(by-22, gate-25)
punct(Wai-10, .-26)

dep(is-5, Adjacent-1)
prep(Adjacent-1, to-2)
det(village-4, the-3)
pobj(to-2, village-4)
root(ROOT-0, is-5)
det(Hall-12, the-6)
amod(Hall-12, restored-7)
nn(Ling-10, Tang-8)
nn(Ling-10, Chung-9)
nn(Hall-12, Ling-10)
nn(Hall-12, Ancestral-11)
nsubj(is-5, Hall-12)
punct(is-5, .-13)

amod(halls-4, Few-1)
amod(halls-4, traditional-2)
amod(halls-4, ancestral-3)
nsubj(remain-5, halls-4)
root(ROOT-0, remain-5)
prep(remain-5, in-6)
pobj(in-6, China-7)
prep(remain-5, since-8)
det(destruction-11, the-9)
amod(destruction-11, anti-historical-10)
pobj(since-8, destruction-11)
prep(destruction-11, during-12)
det(Revolution-15, the-13)
nn(Revolution-15, Cultural-14)
pobj(during-12, Revolution-15)
punct(remain-5, ,-16)
advmod(survivors-25, so-17)
det(halls-22, these-18)
nn(Territories-20, New-19)
nn(halls-22, Territories-20)
amod(halls-22, ancestral-21)
nsubj(survivors-25, halls-22)
cop(survivors-25, are-23)
amod(survivors-25, rare-24)
parataxis(remain-5, survivors-25)
punct(remain-5, .-26)

det(hall-3, Another-1)
amod(hall-3, such-2)
nsubj(Tong-15, hall-3)
punct(hall-3, ,-4)
vmod(hall-3, belonging-5)
prep(belonging-5, to-6)
det(Clan-9, the-7)
nn(Clan-9, Liu-8)
pobj(to-6, Clan-9)
punct(Tong-15, ,-10)
cop(Tong-15, is-11)
nn(Tong-15, Liu-12)
nn(Tong-15, Man-13)
nn(Tong-15, Shek-14)
root(ROOT-0, Tong-15)
prep(Tong-15, in-16)
det(village-18, the-17)
pobj(in-16, village-18)
prep(village-18, of-19)
nn(Shui-21, Sheung-20)
pobj(of-19, Shui-21)
punct(Tong-15, .-22)

num(sites-6, One-1)
quantmod(One-1, of-2)
det(sites-6, the-3)
advmod(interesting-5, most-4)
amod(sites-6, interesting-5)
nsubj(Tai-14, sites-6)
prep(sites-6, in-7)
det(Territories-10, the-8)
nn(Territories-10, New-9)
pobj(in-7, Territories-10)
cop(Tai-14, is-11)
nn(Tai-14, Tai-12)
nn(Tai-14, Fu-13)
root(ROOT-0, Tai-14)
punct(Tai-14, ,-15)
det(survivor-18, another-16)
amod(survivor-18, rare-17)
appos(Tai-14, survivor-18)
punct(survivor-18, ,-19)
det(one-21, this-20)
dep(mansion-23, one-21)
det(mansion-23, a-22)
dep(survivor-18, mansion-23)
nsubj(belonged-25, that-24)
rcmod(mansion-23, belonged-25)
prep(belonged-25, to-26)
det(official-30, a-27)
amod(official-30, Confucian-28)
amod(official-30, high-29)
pobj(to-26, official-30)
punct(Tai-14, .-31)

det(house-2, The-1)
nsubjpass(built-4, house-2)
auxpass(built-4, was-3)
root(ROOT-0, built-4)
prep(built-4, in-5)
pobj(in-5, 1865-6)
prep(built-4, by-7)
det(member-9, a-8)
pobj(by-7, member-9)
prep(member-9, of-10)
det(clan-13, the-11)
nn(clan-13, Man-12)
pobj(of-10, clan-13)
nsubj(achieved-15, who-14)
rcmod(member-9, achieved-15)
det(rank-17, the-16)
dobj(achieved-15, rank-17)
prep(rank-17, of-18)
nn(fu-20, tai-19)
pobj(of-18, fu-20)
dep(fu-20, mandarin-21)
prep(achieved-15, by-22)
pcomp(by-22, doing-23)
advmod(doing-23, well-24)
prep(doing-23, in-25)
det(Examinations-28, the-26)
nn(Examinations-28, Imperial-27)
pobj(in-25, Examinations-28)
punct(built-4, .-29)

det(preservation-2, The-1)
nsubj(ongoing-8, preservation-2)
prep(preservation-2, of-3)
det(home-6, this-4)
amod(home-6, wonderful-5)
pobj(of-3, home-6)
cop(ongoing-8, is-7)
root(ROOT-0, ongoing-8)
punct(restoration-12, ;-9)
det(restoration-12, a-10)
amod(restoration-12, projected-11)
nsubj(is-17, restoration-12)
prep(restoration-12, of-13)
det(garden-16, the-14)
amod(garden-16, original-15)
pobj(of-13, garden-16)
parataxis(ongoing-8, is-17)
advmod(is-17, still-18)
prep(is-17, in-19)
pobj(in-19, progress-20)
punct(ongoing-8, .-21)

det(style-5, The-1)
amod(style-5, traditional-2)
nn(Dynasty-4, Qing-3)
nn(style-5, Dynasty-4)
nsubjpass(enlivened-10, style-5)
prep(style-5, of-6)
det(mansion-8, the-7)
pobj(of-6, mansion-8)
auxpass(enlivened-10, is-9)
root(ROOT-0, enlivened-10)
prep(enlivened-10, by-11)
quantmod(few-13, a-12)
num(touches-15, few-13)
amod(touches-15, Western-14)
pobj(by-11, touches-15)
punct(touches-15, :-16)
det(ceiling-21, a-17)
amod(style-20, Baroque-18)
punct(style-20, --19)
nn(ceiling-21, style-20)
dep(touches-15, ceiling-21)
cc(ceiling-21, and-22)
amod(glass-24, stained-23)
conj(ceiling-21, glass-24)
prep(glass-24, above-25)
det(doorways-27, the-26)
pobj(above-25, doorways-27)
punct(touches-15, ,-28)
vmod(touches-15, showing-29)
det(builder-31, the-30)
poss(attitude-38, builder-31)
possessive(builder-31, RSQUOs-32)
amod(date-37, up-33)
punct(date-37, --34)
amod(date-37, to-35)
punct(date-37, --36)
nn(attitude-38, date-37)
dobj(showing-29, attitude-38)
prep(showing-29, at-39)
det(time-41, the-40)
pobj(at-39, time-41)
prep(time-41, of-42)
pobj(of-42, construction-43)
punct(enlivened-10, .-44)

det(highway-2, The-1)
nsubj(stay-6, highway-2)
cc(highway-2, and-3)
det(railway-5, the-4)
conj(highway-2, railway-5)
root(ROOT-0, stay-6)
advmod(together-8, close-7)
advmod(stay-6, together-8)
prep(stay-6, from-9)
pobj(from-9, Fanling-10)
punct(Fanling-10, ,-11)
appos(Fanling-10, site-12)
prep(site-12, of-13)
det(courses-17, the-14)
amod(courses-17, best-15)
nn(courses-17, golf-16)
pobj(of-13, courses-17)
prep(courses-17, in-18)
det(area-20, the-19)
pobj(in-18, area-20)
punct(stay-6, .-21)

nn(Po-2, Tai-1)
nsubjpass(known-10, Po-2)
punct(known-10, ,-3)
advmod(south-5, just-4)
nsubjpass(known-10, south-5)
prep(south-5, of-6)
pobj(of-6, Fanling-7)
punct(known-10, ,-8)
auxpass(known-10, is-9)
root(ROOT-0, known-10)
prep(known-10, for-11)
poss(market-13, its-12)
pobj(for-11, market-13)
punct(market-13, ,-14)
nn(Po-16, Tai-15)
nn(Market-17, Po-16)
appos(market-13, Market-17)
punct(market-13, ,-18)
nsubj(buzzes-20, which-19)
rcmod(market-13, buzzes-20)
prep(buzzes-20, with-21)
pobj(with-21, activity-22)
advmod(buzzes-20, daily-23)
prep(buzzes-20, from-24)
num(am-26, 7-25)
pobj(from-24, am-26)
prep(from-24, to-27)
num(pm-29, 6-28)
pobj(to-27, pm-29)
punct(known-10, .-30)

advmod(up-2, Just-1)
prep(is-8, up-2)
det(lane-4, a-3)
pobj(up-2, lane-4)
prep(lane-4, from-5)
det(market-7, the-6)
pobj(from-5, market-7)
root(ROOT-0, is-8)
det(Temple-12, the-9)
nn(Mo-11, Man-10)
nn(Temple-12, Mo-11)
nsubj(is-8, Temple-12)
punct(is-8, ,-13)
prep(is-8, with-14)
advmod(burning-17, long-15)
punct(burning-17, --16)
amod(coils-19, burning-17)
nn(coils-19, incense-18)
nsubj(hanging-20, coils-19)
pcomp(with-14, hanging-20)
prep(hanging-20, from-21)
poss(ceiling-23, its-22)
pobj(from-21, ceiling-23)
punct(is-8, ,-24)
det(spot-27, a-25)
amod(spot-27, popular-26)
dep(is-8, spot-27)
vmod(spot-27, dedicated-28)
prep(dedicated-28, to-29)
det(gods-32, the-30)
amod(gods-32, Taoist-31)
pobj(to-29, gods-32)
prep(gods-32, of-33)
pobj(of-33, war-34)
cc(war-34, and-35)
conj(war-34, literature-36)
punct(is-8, .-37)

det(line-3, The-1)
nn(line-3, railway-2)
nsubj(curves-5, line-3)
advmod(curves-5, then-4)
root(ROOT-0, curves-5)
advmod(curves-5, gracefully-6)
prep(gracefully-6, around-7)
nn(Harbor-9, Tolo-8)
pobj(around-7, Harbor-9)
punct(body-13, ,-10)
det(body-13, an-11)
amod(body-13, idyllic-12)
npadvmod(well-16, body-13)
prep(body-13, of-14)
pobj(of-14, water-15)
advmod(protected-18, well-16)
punct(protected-18, --17)
dep(curves-5, protected-18)
prep(protected-18, from-19)
det(sea-22, the-20)
amod(sea-22, open-21)
pobj(from-19, sea-22)
punct(curves-5, .-23)

nsubj(take-3, You-1)
aux(take-3, can-2)
root(ROOT-0, take-3)
det(ferryboat-5, a-4)
dobj(take-3, ferryboat-5)
prep(take-3, through-6)
det(harbor-8, the-7)
pobj(through-6, harbor-8)
punct(take-3, ,-9)
prep(take-3, past-10)
det(reservoir-15, the-11)
amod(reservoir-15, ingenious-12)
nn(Cove-14, Plover-13)
nn(reservoir-15, Cove-14)
pobj(past-10, reservoir-15)
punct(reservoir-15, ,-16)
det(area-20, a-17)
nn(catchment-19, water-18)
nn(area-20, catchment-19)
appos(reservoir-15, area-20)
vmod(area-20, appropriated-21)
prep(appropriated-21, by-22)
pcomp(by-22, damming-23)
cc(damming-23, and-24)
conj(damming-23, draining-25)
det(inlet-28, a-26)
amod(inlet-28, broad-27)
dobj(damming-23, inlet-28)
prep(inlet-28, from-29)
det(sea-31, the-30)
pobj(from-29, sea-31)
punct(take-3, .-32)

det(boats-2, The-1)
nsubj(go-3, boats-2)
root(ROOT-0, go-3)
prt(go-3, on-4)
prep(go-3, to-5)
det(fishermen-8, the-6)
